pl_name,hostname,pl_rade,pl_dens,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_mass,st_age,LSS,hz_score,temp_score,retention_score,orbit_score,stellar_score
Kepler-129 c,Kepler-129,2.52,2.760009940032921,0.2,525.0,0.39,5770.0,1.178,6.43,0.43495865587065224,0.13467786045472283,0.39813677356470967,0.6094899307292876,0.6703200460356393,0.9935722057090033
Kepler-129 d,Kepler-129,12.6,2.110213200346589,0.15,143.35000000000002,4.0,5770.0,1.178,6.43,0.34932877845831023,0.1590443598567359,0.48089681035768733,3.639979347383691e-08,0.7408182206817179,0.9935722057090033
Kepler-1290 b,Kepler-1290,1.42,1.790091412127358,0.0,1098.0,0.0557,5660.0,0.95,4.07,0.42559182989392585,0.0661405489489777,0.05426231511693396,0.9455198424732016,1.0,0.9977309048790985
Kepler-1291 b,Kepler-1291,1.66,1.623340817603092,0.0,739.0,0.0779,5216.0,0.8400000000000001,4.9,0.4534828246622874,0.0931422271352888,0.2404610442900932,0.8073916972655452,1.0,0.9928944463930403
Kepler-1292 b,Kepler-1292,1.82,1.5303947050936475,0.0,1195.0,0.0443,5556.0,0.95,4.68,0.37238207405883234,0.06549181347525213,0.03160635153764441,0.7079310865140599,1.0,0.99972134155271
Kepler-1293 b,Kepler-1293,0.97,1.8309801823813363,0.0,1183.0,0.06763,6241.0,1.18,2.82,0.4098978694762718,0.061242557165467885,0.033899765549623914,0.922913678209683,1.0,0.9540529743901549
Kepler-1294 b,Kepler-1294,3.19,1.007957920399979,0.0,401.0,0.4684,5776.0,0.99,3.98,0.40891733815574116,0.16700846685257714,0.4677788298495334,0.17095544176906438,1.0,0.9932857894114293
Kepler-1295 b,Kepler-1295,1.55,1.6974487897568138,0.0,1029.0,0.0464,5486.0,0.9200000000000002,4.68,0.4184464720594078,0.06988032460012605,0.07689920961898644,0.8738264911444905,1.0,0.9999825781571896
Kepler-1296 b,Kepler-1296,0.91,1.80005827204275,0.0,1285.0,0.0896,5359.0,0.87,4.17,0.40476367908829414,0.06606882277793111,0.018161347980549115,0.8863779216032901,1.0,0.9982366980022293
Kepler-1297 b,Kepler-1297,0.97,1.8309801823813363,0.0,1790.0,0.0283,5818.0,0.99,4.17,0.40394918772259897,0.05764582002611717,0.0003170819482835538,0.922913678209683,1.0,0.9911114458445041
Kepler-1298 b,Kepler-1298,1.31,1.8794650496471603,0.0,1373.0,0.0814,6339.0,1.45,2.57,0.4178869819998907,0.060498149899636644,0.010060286047597709,0.9999489821948302,1.0,0.942077615841524
Kepler-1299 b,Kepler-1299,2.98,1.0647107369924282,0.0,588.0,0.1357,5609.0,0.94,4.37,0.36368626232990664,0.10086608766055545,0.35356946536258155,0.20048117452051514,1.0,0.9989453040396377
Kepler-130 b,Kepler-130,1.02,1.854734268389444,0.15,982.0,0.079,5884.0,0.927,5.89,0.4112067901455602,0.06946881041756076,0.09586634419507727,0.9506688809973107,0.7408182206817179,0.9871052218301073
Kepler-130 c,Kepler-130,2.9,1.0885619528146082,0.0,683.0,0.178,5879.0,1.0,5.89,0.34703661866653,0.0991012108813772,0.28207079863634005,0.21545070590197732,1.0,0.9874335401856753
Kepler-1300 b,Kepler-1300,1.37,1.8309801823813363,0.0,954.0,0.16005,6130.0,1.29,3.55,0.4441886248467138,0.0737510245423283,0.10860636044541878,0.9730053321553249,1.0,0.9662310971447912
Kepler-1301 b,Kepler-1301,1.4,1.8066480817218056,0.0,734.0,0.0815,5188.0,0.8500000000000001,4.9,0.4825805206359725,0.08870738752162562,0.24410658981823105,0.9568113790033415,1.0,0.9914401174817751
Kepler-1302 b,Kepler-1302,1.43,1.7817091333745536,0.0,778.0,0.0795,5236.0,0.86,4.68,0.47345769695894907,0.09415652021212115,0.21268878062954988,0.9397273341852546,1.0,0.9938525289026827
Kepler-1303 b,Kepler-1303,1.42,1.790091412127358,0.0,891.0,0.0751,5771.0,1.01,4.47,0.44940089302354996,0.07323140407723086,0.1412537754363398,0.9455198424732016,1.0,0.993524892427939
Kepler-1304 b,Kepler-1304,2.29,1.3029127521808397,0.0,715.0,0.1202,5259.0,0.8500000000000001,4.68,0.3732036088270898,0.06790808217027644,0.2581028369727482,0.4271151445615611,1.0,0.9948704191199376
Kepler-1305 b,Kepler-1305,1.88,1.4973884086254774,0.0,733.0,0.1108999999999999,5701.0,0.97,4.37,0.423288514830591,0.08147198872383436,0.24483771380231753,0.6696070152531377,1.0,0.9964248727604201
Kepler-1306 b,Kepler-1306,1.91,1.4816045409242156,0.0,678.0,0.123,5727.0,0.98,4.57,0.4335721241654008,0.09272243728119223,0.28584650570869324,0.6505653388473536,1.0,0.9954457692033947
Kepler-1307 b,Kepler-1307,2.47,1.2325602611778486,0.0,768.0,0.1369,5884.0,1.06,4.07,0.36066099293359904,0.10911199480069357,0.2196872564583528,0.344197292278787,1.0,0.9871052218301073
Kepler-1309 b,Kepler-1309,2.37,1.269760544863939,0.0,491.0,0.1679,5235.0,0.8500000000000001,4.27,0.4508250755046897,0.19674580504061748,0.42012744193195106,0.38775780025186934,1.0,0.993806232071119
Kepler-131 b,Kepler-131,2.41,1.9459101490553128,0.0,718.0,0.12789,5685.0,1.02,3.66,0.4235773273770916,0.0899056190284768,0.2558790759781128,0.6422182999133674,1.0,0.9969693173992298
Kepler-1310 b,Kepler-1310,1.44,1.776645831418007,0.0,1883.0,0.01452,5549.0,0.91,4.17,0.40714937975745275,0.05716721872318082,0.00012645839710106102,0.9356528756733414,1.0,0.999786634703959
Kepler-1311 b,Kepler-1311,1.24,1.9416152247724323,0.0,1019.0,0.1008199999999999,5748.0,1.05,7.59,0.44313073744234927,0.06819724120924858,0.08068543683210239,0.9981666347733172,1.0,0.9945701685642323
Kepler-1311 c,Kepler-1311,1.22,1.9444805562457188,0.0,1671.0,0.03753,5748.0,1.05,7.59,0.4193816621215768,0.058108727420866514,0.0009500963280526582,0.9967453329291855,1.0,0.9945701685642323
Kepler-1311 d,Kepler-1311,9.65837605,0.3450071390710503,0.0,391.0,0.68434,5616.0,1.032,7.59,0.4018155147088919,0.2398543709007378,0.47191934815027153,3.0390472442143406e-05,1.0,0.9988056976157731
Kepler-1312 b,Kepler-1312,2.1,1.3862943611198906,0.0,978.0,0.06053,5719.0,0.99,2.0,0.35530490186494446,0.07095012560276821,0.09761976404915176,0.5324573654105325,1.0,0.995759438095811
Kepler-1312 c,Kepler-1312,1.02732734,1.8594181177018696,0.0,1659.0,0.02103,5721.0,0.983,0.89,0.38918960611827624,0.058562560410224104,0.001056073830854701,0.9553024312319975,1.0,0.7736820527058461
Kepler-1313 b,Kepler-1313,1.76,1.5644405465033646,0.0,1012.0,0.04619,5453.0,0.9200000000000002,2.69,0.3947772389603752,0.07074409410261258,0.08341515215865435,0.7459132436085164,1.0,0.9998036926309397
Kepler-1314 b,Kepler-1314,5.11,0.664233170395303,0.0,625.0,0.0504,4188.0,0.6000000000000001,6.03,0.378704196434878,0.2768905319274137,0.32596682044867265,0.06507609740288621,1.0,0.8728558566753779
Kepler-1315 b,Kepler-1315,1.38,1.8229350866965048,0.0,1541.0,0.01617,4861.0,0.8,3.47,0.4121781155724521,0.06112708515452238,0.0028476542876610957,0.9677072204064996,1.0,0.9653027811515409
Kepler-1315 c,Kepler-1315,1.84398883,1.5173226235262949,0.0,777.0,0.0635,4818.0,0.8090000000000002,1.62,0.41262202159549516,0.09216431201151151,0.213384477753493,0.6927316718414205,1.0,0.8847205858480875
Kepler-1316 b,Kepler-1316,3.54,0.924258901523332,0.0,446.0,0.3976499999999999,5884.0,1.04,5.13,0.3986704556917822,0.1721263667861072,0.44612758379032647,0.1409190459302616,1.0,0.9871052218301073
Kepler-1317 b,Kepler-1317,1.56,1.6882490928583902,0.0,1796.0,0.0128,5144.0,0.83,4.79,0.3925659439987579,0.05780306304277143,0.000299311624303149,0.8668543520811829,1.0,0.9888917361147553
Kepler-1318 b,Kepler-1318,3.11,1.0296194171811583,0.0,202.0,0.6085,4598.0,0.73,4.57,0.7743757507877582,0.9830032562455255,0.8029577954575507,0.1810055070693829,1.0,0.9338406082356003
Kepler-1319 b,Kepler-1319,1.34,1.854734268389444,0.33,557.0,0.0296,3655.0,0.56,5.37,0.45814574379713224,0.10293660110008329,0.3760024270999773,0.9882950472998724,0.5168513344916992,0.7877318372796438
Kepler-132 b,Kepler-132,1.21,1.9401794743463283,0.0,1082.0,0.067,6003.0,0.929,4.37,0.4349965352769686,0.06645609553620725,0.058987760511182104,0.9958843788032727,1.0,0.9781308595084595
Kepler-132 c,Kepler-132,1.28,1.9035989509835904,0.0,1069.0,0.068,6003.0,0.929,4.37,0.43687425396072377,0.0666811755295812,0.06305425828930245,0.9997959600109938,1.0,0.9781308595084595
Kepler-132 d,Kepler-132,1.55,1.6974487897568138,0.0,758.0,0.136,6003.0,0.929,4.37,0.45849830818980464,0.08350389907225624,0.22677423733908392,0.8738264911444905,1.0,0.9781308595084595
Kepler-132 e,Kepler-132,1.18,1.9300710850255671,0.0,414.0,0.43927,6023.0,1.03,4.37,0.5877811321650531,0.21741170480090893,0.4620185184124174,0.9927067753225665,1.0,0.9764105081711736
Kepler-1320 b,Kepler-1320,1.7,1.599387576580599,0.0,1389.0,0.0163,4817.0,0.8,3.16,0.3767440507009252,0.06231792534683475,0.008988945983741524,0.7831221097360619,1.0,0.9606111838638534
Kepler-1321 b,Kepler-1321,4.92,0.6891391591624065,0.0,408.0,0.0781,4094.0,0.54,4.17,0.36096531355181033,0.1259614941193427,0.4647292478982188,0.07458451128169026,1.0,0.8577957637914762
Kepler-1321 c,Kepler-1321,2.4,1.258460989610006,0.0,697.0,0.0267,4094.0,0.54,4.17,0.35377599606283877,0.07224272176700176,0.27153623654958065,0.3741370396392266,1.0,0.8577957637914762
Kepler-1321 d,Kepler-1321,2.62843782,1.175573329804238,0.0,509.0,0.0501,3640.0,0.513,6.26,0.3707246562159576,0.09381369482406858,0.408705806790347,0.28585325315053467,1.0,0.7854276069983994
Kepler-1322 b,Kepler-1322,1.61,1.6563214983329508,0.0,1666.0,0.0183,5488.0,0.9,4.47,0.38808294018965545,0.05778751774667454,0.0009930045562510953,0.8380516890938841,1.0,0.9999872002047978
Kepler-1322 c,Kepler-1322,2.15492527,1.3609765531356006,0.0,883.0,0.0652,5704.0,0.8969999999999999,0.4,0.32955264499661774,0.07259224842119409,0.14578866869633172,0.5003320281290038,1.0,0.676317852493161
Kepler-1323 b,Kepler-1323,1.52,1.717395053939193,0.0,2291.0,0.01911,6169.0,1.18,3.55,0.393948111695006,0.056038254981193227,1.1833073743437908e-06,0.8906065385547479,1.0,0.9621311891379518
Kepler-1324 b,Kepler-1324,1.51,1.724550719534605,0.0,895.0,0.0466,4776.0,0.78,2.88,0.4381870776782554,0.0816137597325912,0.13901865022659704,0.8963290494464955,1.0,0.9560178932590011
Kepler-1325 b,Kepler-1325,2.86,1.1019400787607845,0.0,564.0,0.2004,5550.0,0.9300000000000002,4.79,0.38569620900652546,0.13754195716524745,0.3710103550567831,0.22413075642509384,1.0,0.9997778394947432
Kepler-1326 b,Kepler-1326,4.18,0.8020015854720274,0.0,938.0,0.2743,6725.0,1.45,1.7,0.26880314558797563,0.09962219354139687,0.11637642418559425,0.11091999916106508,1.0,0.8265727196987513
Kepler-1327 b,Kepler-1327,1.8,1.541159071680806,0.0,831.0,0.11151,5885.0,1.02,4.07,0.41637849711498853,0.08360352145015396,0.17729377428044948,0.72044956743618,1.0,0.9870390755008629
Kepler-1328 b,Kepler-1328,0.98,1.837369980480108,0.0,1214.0,0.052,5780.0,1.0,4.57,0.4143019699817783,0.06294172041363003,0.028236203692103556,0.9295208511409917,1.0,0.9930914668578354
Kepler-1329 b,Kepler-1329,2.17,1.355835153635182,0.0,577.0,0.0747,4500.0,0.7199999999999999,5.62,0.4203062671743313,0.11260071535744383,0.36162060090415815,0.4923068522825701,1.0,0.9202949611667233
Kepler-133 b,Kepler-133,1.76,1.5644405465033646,0.0,1041.0,0.083,5736.0,1.02,6.03,0.39000153943237165,0.06622428518681739,0.07252966121656075,0.7459132436085164,1.0,0.9950797559114206
Kepler-133 c,Kepler-133,2.84,1.1085626195212777,0.0,663.0,0.204,5736.0,1.02,6.03,0.35132587485353434,0.0908097865271954,0.2972008278751093,0.22867133504548265,1.0,0.9950797559114206
Kepler-1330 b,Kepler-1330,1.65,1.631199404215613,0.0,879.0,0.0889,5608.0,0.97,4.9,0.42321103161050366,0.06700338135671687,0.14808820832513336,0.8142067090055463,1.0,0.9989645425326015
Kepler-1331 b,Kepler-1331,1.05,1.873339456220478,0.0,1244.0,0.0142,4508.0,0.7199999999999999,4.17,0.4139173406584472,0.06306256879880727,0.0235230307564672,0.9691077978595539,1.0,0.9214312431783704
Kepler-1332 b,Kepler-1332,1.37,1.8309801823813363,0.0,728.0,0.09915,5581.0,0.95,3.24,0.48705429423895913,0.08681643389660836,0.24850301379782425,0.9730053321553249,1.0,0.9994172249462512
Kepler-1333 b,Kepler-1333,2.81,1.118414915964289,0.0,428.0,0.4382,5628.0,0.94,4.57,0.48880026313090097,0.3655932023345379,0.45535620163982987,0.23574481329719674,1.0,0.998546292444159
Kepler-1334 b,Kepler-1334,2.29,1.3029127521808397,0.0,710.0,0.1229,5614.0,0.94,4.27,0.3815135998334336,0.0878602084012267,0.2618194053211173,0.4271151445615611,1.0,0.9988464665041261
Kepler-1335 b,Kepler-1335,1.45,1.769854633840005,0.0,809.0,0.0615,4903.0,0.77,4.9,0.46141459851291755,0.08697533704653626,0.19161642712501104,0.9305749613806169,1.0,0.9695413148925369
Kepler-1336 b,Kepler-1336,1.98,1.4445632692438664,0.0,793.0,0.15845,5512.0,0.94,12.3,0.3712657647646844,0.08043886937033419,0.20236957367538635,0.6059385685620389,1.0,0.7133205335381312
Kepler-1336 c,Kepler-1336,1.71,1.5933085305042167,0.0,1260.0,0.06272,5512.0,0.94,12.3,0.35393470229944224,0.06256885433724156,0.021290904727485585,0.7769041187286159,1.0,0.7133205335381312
Kepler-1337 b,Kepler-1337,2.41,1.2556160374777745,0.0,437.0,0.1441,4523.0,0.7,4.27,0.4484780351749821,0.1983370228432374,0.45083237593100717,0.3699859950131859,1.0,0.9235478419445999
Kepler-1338 b,Kepler-1338,0.92,1.8066480817218056,0.0,2124.0,0.01937,5909.0,1.04,3.8,0.3969167860256232,0.05627774953007393,9.0814625406785e-06,0.8933847369193368,1.0,0.9854035594059471
Kepler-1339 b,Kepler-1339,0.71,1.682688374173693,0.0,1642.0,0.02356,5586.0,0.94,5.62,0.36992162539694406,0.057389224073748,0.001224864191074986,0.7479743457483712,1.0,0.9993431177368925
Kepler-134 b,Kepler-134,2.0,1.4350845252893227,0.0,1105.0,0.06,5983.0,0.9559999999999998,3.55,0.3533847549416894,0.06743981102219679,0.052289500644500726,0.593646455083177,1.0,0.9797915490615992
Kepler-134 c,Kepler-134,1.26,1.9242486522741336,0.0,892.0,0.092,5983.0,0.9559999999999998,3.55,0.45978499220246016,0.07655922221708615,0.1406929664845767,0.9991843394958797,1.0,0.9797915490615992
Kepler-1340 b,Kepler-1340,1.55,1.6974487897568138,0.0,2174.0,0.01523,6331.0,1.27,2.4,0.38870408891830044,0.05608017995946292,5.0246723729384275e-06,0.8738264911444905,1.0,0.9430947153549707
Kepler-1341 b,Kepler-1341,2.99,1.0647107369924282,0.0,241.0,0.47267,4662.0,0.79,1.82,0.7687487896964308,0.8343450321009703,0.9848041402180955,0.19953240677120762,1.0,0.9062051205232577
Kepler-1342 b,Kepler-1342,1.66,1.623340817603092,0.0,1283.0,0.0313,5527.0,0.9300000000000002,4.37,0.3883177131471661,0.06356211110974146,0.01839645712318354,0.8073916972655452,1.0,0.9999352052485166
Kepler-1343 b,Kepler-1343,1.93,1.4701758451005928,0.0,1294.0,0.0449,5759.0,0.95,3.98,0.3528220471070168,0.06181142589482794,0.017134688455900673,0.6374811459011067,1.0,0.994081467496305
Kepler-1344 b,Kepler-1344,1.84,1.5173226235262949,0.0,1219.0,0.05501,5981.0,1.09,3.63,0.36637794879577923,0.06474041564650787,0.027400413332889336,0.6943663481794106,1.0,0.9799543035039702
Kepler-1345 b,Kepler-1345,2.36,1.275362800412609,0.0,693.0,0.26412,6449.0,1.32,2.24,0.3707188567087044,0.08783261864152733,0.2745396234957393,0.39298838868338243,1.0,0.927448565735586
Kepler-1346 b,Kepler-1346,1.58,1.6770965609079151,0.0,1236.0,0.044,6133.0,1.14,3.09,0.39648371294185747,0.06415653779628692,0.024710542475004104,0.8562950152985811,1.0,0.9659228603468979
Kepler-1347 b,Kepler-1347,1.03,1.860974538249528,0.0,617.0,0.104,5193.0,0.8200000000000001,5.62,0.5101592898450098,0.10460672320531883,0.331986929253196,0.9568963050991373,1.0,0.9917094339002173
Kepler-1348 b,Kepler-1348,1.94,1.4655675420143983,0.0,636.0,0.1834,5911.0,1.04,3.72,0.4383593663445667,0.09755343804574,0.317659474277958,0.6313724088896675,1.0,0.9852631268113463
Kepler-1349 b,Kepler-1349,0.7,1.6752256529721037,0.0,1668.0,0.03421,6086.0,1.16,2.88,0.3657793263149779,0.05843273269155242,0.0009756317914806127,0.7401140631915281,1.0,0.9706114928675877
Kepler-135 b,Kepler-135,1.81,1.534714366238164,0.0,1209.0,0.067,6090.0,1.0469999999999997,2.62,0.3690747250428442,0.06293733841633338,0.02909294190161847,0.7137549642398827,1.0,0.9702242827374643
Kepler-135 c,Kepler-135,1.16,1.918392120161421,0.0,975.0,0.103,6090.0,1.0469999999999997,2.62,0.44394994905488416,0.06905804590002969,0.09894934954180733,0.9900993366533777,1.0,0.9702242827374643
Kepler-1350 b,Kepler-1350,2.52,1.2149127443642704,0.0,535.0,0.0413,3827.0,0.55,4.57,0.3835657262649776,0.11240527109126194,0.39135226912093407,0.32455345160043103,1.0,0.814751237827162
Kepler-1350 c,Kepler-1350,1.73,1.5810384379124025,0.0,730.0,0.0222,3827.0,0.55,4.57,0.42420614543237606,0.0803204104307565,0.24703498676581917,0.7643006565372015,1.0,0.814751237827162
Kepler-1351 b,Kepler-1351,0.65,1.6409365794934714,0.0,1212.0,0.0156,4439.0,0.7,4.17,0.36160958234513063,0.06526121137763173,0.028576364881503804,0.7023851333378981,1.0,0.9114704047500395
Kepler-1352 b,Kepler-1352,0.89,1.790091412127358,0.0,1701.0,0.02883,6118.0,1.11,3.16,0.3920199369269792,0.05798015348748155,0.000726509004583037,0.8740003074763472,1.0,0.9674519445994538
Kepler-1353 b,Kepler-1353,1.8,1.541159071680806,0.0,491.0,0.153,4776.0,0.76,4.68,0.5078284244024379,0.18029960316089727,0.42012744193195106,0.72044956743618,1.0,0.9560178932590011
Kepler-1354 b,Kepler-1354,2.97,1.068153081183401,0.0,466.0,0.3521000000000001,6168.0,1.16,2.95,0.396189938653153,0.1449387481043713,0.4350582688173194,0.2023646488999284,1.0,0.9622387983230751
Kepler-1355 b,Kepler-1355,1.46,1.7613002617433464,0.0,1448.0,0.0224,5352.0,0.8800000000000001,4.27,0.407507141886912,0.06096922020343875,0.005853003647082159,0.9244944651606672,1.0,0.9980577087180442
Kepler-1356 b,Kepler-1356,1.53,1.7119945007591926,0.0,1714.0,0.0136,5106.0,0.8200000000000001,4.9,0.39646484731246,0.058625703181249086,0.000645635596426913,0.8857039424397137,1.0,0.986436538119734
Kepler-1357 b,Kepler-1357,1.28,1.9035989509835904,0.0,1177.0,0.041,5597.0,0.9300000000000002,4.57,0.4315039714984984,0.06529786763231404,0.03509629602050575,0.9997959600109938,1.0,0.9991645181986333
Kepler-1358 b,Kepler-1358,1.12,1.9035989509835904,0.0,827.0,0.0656,5181.0,0.8200000000000001,5.13,0.46991452124069993,0.08313402782629062,0.17985628196096692,0.9837396621738528,1.0,0.9910560857648592
Kepler-1359 b,Kepler-1359,2.83,1.1118575154181305,0.0,369.0,0.26657,4709.0,0.78,2.34,0.5116595408079814,0.4303655796801132,0.48010056790356703,0.23099362438884263,1.0,0.9480772106628148
Kepler-136 b,Kepler-136,2.05,2.6100697927420065,0.0,951.0,0.106,6165.0,1.204,2.75,0.40430931822849914,0.06918938274108681,0.11003605649739792,0.7816396752508268,1.0,0.9625608509460393
Kepler-136 c,Kepler-136,1.99,1.4398351280479205,0.0,847.0,0.133,6165.0,1.204,2.75,0.38392060063310696,0.0739907048057617,0.16723635285878202,0.5997934032089547,1.0,0.9625608509460393
Kepler-1360 b,Kepler-1360,3.4,0.959350221334602,0.0,933.0,0.2866,6778.0,1.5100000000000002,1.55,0.2670865870748739,0.08089102272307859,0.11887774337620034,0.15165250189888527,1.0,0.7872479289796926
Kepler-1361 b,Kepler-1361,0.86,1.7732559976634952,0.0,1061.0,0.04304,5131.0,0.83,4.9,0.41123258587915645,0.07196607710954195,0.06566037336672012,0.854107789566395,1.0,0.9880780763585775
Kepler-1362 b,Kepler-1362,2.6,1.184789984909162,0.0,248.0,0.4626,4857.0,0.8,3.09,0.7757923137083739,0.7749560623779346,0.9961791929295466,0.29512110050032797,1.0,0.9648867354364454
Kepler-1363 b,Kepler-1363,1.25,1.9329696377795784,0.0,988.0,0.0363,4839.0,0.76,4.17,0.4449271263974201,0.07303902761341857,0.09327759814741347,0.9987261153396403,1.0,0.9629884412794214
Kepler-1364 b,Kepler-1364,2.15,1.3635373739972745,0.0,1299.0,0.1284,6805.0,1.49,1.58,0.3069629503267367,0.06618135877643122,0.01658598560987953,0.5032804485006289,1.0,0.7899688865239012
Kepler-1365 b,Kepler-1365,0.92,1.8066480817218056,0.0,969.0,0.07839,5770.0,1.0,6.03,0.4262593473724635,0.06518198404188848,0.1016459400121394,0.8933847369193368,1.0,0.9935722057090033
Kepler-1365 c,Kepler-1365,0.8,1.7387102481382395,0.0,1137.0,0.05701,5770.0,1.0,6.03,0.39450141103124137,0.061568607685439154,0.043973870199955696,0.8130085511022418,1.0,0.9935722057090033
Kepler-1366 b,Kepler-1366,1.43,1.7817091333745536,0.0,783.0,0.0273,4070.0,0.62,3.98,0.45245415360915764,0.07659989258809001,0.2092245544565177,0.9397273341852546,1.0,0.8539258575214579
Kepler-1367 b,Kepler-1367,0.92,1.8066480817218056,0.0,998.0,0.0236,4106.0,0.62,3.89,0.41165240849178475,0.07066987264023389,0.08907288555653728,0.8933847369193368,1.0,0.8597278429470117
Kepler-1368 b,Kepler-1368,1.65,1.631199404215613,0.0,2085.0,0.0153,5906.0,1.07,3.47,0.3810910683437996,0.056242460299454046,1.4254189698121819e-05,0.8142067090055463,1.0,0.9856130189045686
Kepler-1369 b,Kepler-1369,2.69,1.1537315878891892,0.0,667.0,0.1741,5761.0,0.99,4.07,0.36485547000864627,0.11030461033682644,0.2941700785146574,0.266536483103423,1.0,0.9939904014140808
Kepler-137 b,Kepler-137,1.47,1.752672080520008,0.0,742.0,0.077,5187.0,0.8500000000000001,4.27,0.47173730074756026,0.08389790353984715,0.23828203031192086,0.9183197573661274,1.0,0.991385754574081
Kepler-137 c,Kepler-137,1.88,1.4973884086254774,0.0,568.0,0.13,5187.0,0.8500000000000001,4.27,0.46459311081324595,0.11285399626928602,0.3681369344438408,0.6696070152531377,1.0,0.991385754574081
Kepler-1370 b,Kepler-1370,1.84,1.5173226235262949,0.0,770.0,0.1576299999999999,6202.0,1.19,2.88,0.41691321935113074,0.07891148775777002,0.2182802905536095,0.6943663481794106,1.0,0.9585085636162676
Kepler-1370 c,Kepler-1370,1.27,1.912501086924184,0.0,1075.0,0.0808399999999999,6202.0,1.19,2.88,0.4338257141975093,0.06508205927197386,0.061151726673450306,0.9995410271116456,1.0,0.9585085636162676
Kepler-1371 b,Kepler-1371,0.73,1.695615608675153,0.0,1015.0,0.04214,5361.0,0.87,4.37,0.39623203477009455,0.06656980895454855,0.08223722828857745,0.7627233431039772,1.0,0.9982862594306279
Kepler-1371 c,Kepler-1371,0.64,1.631199404215613,0.0,1216.0,0.02937,5361.0,0.87,4.37,0.36724300219772804,0.062093557468446484,0.027899394146775128,0.6935339130200759,1.0,0.9982862594306279
Kepler-1372 b,Kepler-1372,1.27,1.912501086924184,0.0,1655.0,0.024,5677.0,0.98,5.01,0.42040988523477296,0.058587875084312666,0.0010937455590914425,0.9995410271116456,1.0,0.9972248714316159
Kepler-1373 b,Kepler-1373,1.16,1.918392120161421,0.0,1887.0,0.02598,6299.0,1.22,2.51,0.4121171838433585,0.05530712612621691,0.00012140880167081355,0.9900993366533777,1.0,0.947094701680893
Kepler-1374 b,Kepler-1374,2.29,1.3029127521808397,0.0,737.0,0.0918,5323.0,0.8500000000000001,4.47,0.3791308910457557,0.09573162907948049,0.241917219249855,0.4271151445615611,1.0,0.9972248714316159
Kepler-1375 b,Kepler-1375,1.74,1.5769147207285403,0.0,1543.0,0.0471,6704.0,1.4700000000000002,1.66,0.35467290910694327,0.05720885852133412,0.0028022091785292118,0.7588264828513316,1.0,0.8218395975957768
Kepler-1376 b,Kepler-1376,1.05,1.873339456220478,0.0,1042.0,0.0598,5659.0,0.98,4.68,0.43616280808626534,0.07006239027013503,0.07217400744707257,0.9691077978595539,1.0,0.9977591005803914
Kepler-1377 b,Kepler-1377,1.25,1.9329696377795784,0.0,1873.0,0.0153,5218.0,0.86,5.01,0.41938575901938435,0.05801776226699204,0.00013995918962062776,0.9987261153396403,1.0,0.992993293606039
Kepler-1378 b,Kepler-1378,2.2,1.3428648031925547,0.0,525.0,0.0885,4407.0,0.7,6.46,0.4363780278558529,0.14586460860242254,0.39813677356470967,0.4755881764726392,1.0,0.9067358615929977
Kepler-1379 b,Kepler-1379,1.3,1.88706964903238,0.0,1564.0,0.0171,5188.0,0.83,5.01,0.42056326323411514,0.05950992326828026,0.002363113368158176,1.0,1.0,0.9914401174817751
Kepler-138 c,Kepler-138,1.51,1.5260563034950494,0.017,410.0,0.0913,3841.0,0.535,2.21,0.53616442743178,0.2311828626579193,0.46383550459992906,0.8046775067967677,0.9665715046375066,0.8169889752842181
Kepler-138 d,Kepler-138,1.51,1.5260563034950494,0.01,345.0,0.1288,3841.0,0.535,2.21,0.6014968789779145,0.3659103285732205,0.5310959910353452,0.8046775067967677,0.9801986733067553,0.8169889752842181
Kepler-138 e,Kepler-138,0.797,1.7351891177396608,0.112,292.0,0.1803,3841.0,0.535,2.21,0.7573771322133174,0.5974388034193967,0.8985677923683921,0.8100059597953607,0.7993151343693651,0.8169889752842181
Kepler-1380 b,Kepler-1380,1.43,1.7817091333745536,0.0,786.0,0.0917,5570.0,0.96,4.79,0.4630182235750481,0.06664823577087288,0.207157624275087,0.9397273341852546,1.0,0.999564681494199
Kepler-1381 b,Kepler-1381,2.25,1.3190856114264409,0.0,649.0,0.1727999999999999,5747.0,0.96,4.07,0.40791507207544064,0.11987752271784112,0.30781396736285593,0.4477154495824054,1.0,0.9946135736700115
Kepler-1382 b,Kepler-1382,1.88,1.4973884086254774,0.0,959.0,0.14023,6161.0,1.36,2.75,0.3821218022753761,0.07239629160693889,0.10625141213751103,0.6696070152531377,1.0,0.9629884412794214
Kepler-1383 b,Kepler-1383,1.41,1.7984040119467235,0.0,928.0,0.11397,6370.0,1.26,2.24,0.4383467846359453,0.06840851082537033,0.1214138518985305,0.9512147581974307,1.0,0.9380739123294686
Kepler-1384 b,Kepler-1384,1.94,1.4655675420143983,0.0,608.0,0.1126,4919.0,0.78,4.57,0.45192718148548733,0.12531664032318027,0.33873055672409563,0.6313724088896675,1.0,0.971092364134168
Kepler-1385 b,Kepler-1385,0.85,1.7681496035889213,0.0,1423.0,0.04262,5732.0,1.15,4.37,0.3914808097915067,0.059033269296880866,0.007038591635787421,0.8476755165032168,1.0,0.9952441432800818
Kepler-1386 b,Kepler-1386,1.24,1.9416152247724323,0.0,1011.0,0.068,5733.0,1.02,5.01,0.44488551826896017,0.07079782898792131,0.08381048327594987,0.9981666347733172,1.0,0.995203303495368
