pl_name,hostname,pl_rade,pl_dens,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_mass,st_age
K2-80 c,K2-80,1.47,1.752672080520008,0.0,958.98,0.0596,5441.0,0.9,4.483
K2-80 d,K2-80,2.55211506,1.2029723039923526,0.0,547.8,0.102,5377.0,0.913111,3.196
K2-81 b,K2-81,1.97,1.449269160281279,0.06,793.908,0.059,4674.13,0.7452730000000001,4.770999999999999
K2-83 b,K2-83,1.244,1.937301774518713,0.07,750.467,0.03014,3910.0,0.484,6.060699999999999
K2-83 c,K2-83,1.483,1.7439688053917064,0.06,447.204,0.07131,3910.0,0.484,5.4497
K2-84 b,K2-84,2.41,1.2556160374777745,0.0,972.5,0.0665,5652.0,0.95,4.373
K2-84 c,K2-84,2.03,1.420695787837223,0.0,551.2,0.1768,5652.0,0.95,4.499999999999999
K2-85 b,K2-85,1.4,1.9315214116032136,0.24,1355.0,0.013,4232.0,0.7,6.062499999999999
K2-86 b,K2-86,1.96,1.4539530095937054,0.0,815.5,0.077,5482.0,0.79,4.447
K2-87 b,K2-87,7.6,0.4459670514174942,0.1888999999999999,979.0,0.094,5747.0,1.164,4.8637
K2-88 b,K2-88,1.23,1.94876321803772,0.26,461.543,0.0345,3537.0,0.258,5.155
K2-89 b,K2-89,0.615,1.6134299337036375,0.15,836.344,0.01462,3691.0,0.347,6.755
K2-9 b,K2-9,2.25,1.3190856114264409,0.152,314.0,0.091,3390.0,0.3,1.0
K2-90 b,K2-90,2.6,1.184789984909162,0.07,502.0,0.096,4484.0,0.629,3.0850000000000004
K2-90 c,K2-90,1.3,1.88706964903238,0.19,789.546,0.035,4421.98,0.704613,3.193
K2-91 b,K2-91,1.1,1.8961194845522975,0.09,726.2,0.0164,3622.0,0.2919999999999999,3.191
K2-95 b,K2-95,3.31,0.982078472412158,0.16,474.0,0.0525,3566.0,0.41,0.79
K2-97 b,K2-97,13.45077684,0.3307415619122279,0.207,1566.0,0.0853999999999999,4673.0,1.17,7.5
K2-98 b,K2-98,5.06645928,0.8754687373538999,0.119,1185.0,0.0986,6260.0,1.246,3.4
K2-99 b,K2-99,11.88151954,0.6418538861723948,0.22,1184.0,0.153,6069.0,1.44,3.7
K2-99 c,K2-99,12.6,2.1198634561787517,0.21,390.0,1.4300000000000002,6069.0,1.44,3.7
KELT-10 b,KELT-10,15.681391,0.2684992530350069,0.0351999999999999,1377.0,0.0525,5948.0,1.112,4.5
KELT-11 b,KELT-11,15.13212395,0.0889262091944014,0.0,1712.0,0.0623,5375.0,1.44,4.65
KELT-12 b,KELT-12,19.95202,0.1897935716326556,0.0,1800.0,0.06708,6279.0,1.5909999999999995,2.2
KELT-14 b,KELT-14,19.537287,0.2791457414294945,0.0,1970.0,0.03005,5720.0,1.2390000000000003,5.11
KELT-15 b,KELT-15,19.50366,0.3074846997479606,0.0,1642.0,0.04613,6003.0,2.06,3.837600000000001
KELT-17 b,KELT-17,17.093725,0.3784364357202451,0.0733,2087.0,0.04881,7454.0,1.6350000000000002,0.65
KELT-18 b,KELT-18,17.59813,0.3199072197465178,0.0,2085.0,0.0455,6670.0,1.524,1.9
KELT-19 A b,KELT-19 A,21.40919,0.5561813254867879,0.0692,1935.0,0.0637,7500.0,1.62,0.9069999999999998
KELT-2 A b,KELT-2 A,15.13215,0.6471032420585385,0.0,2080.0,0.05497,6327.0,1.54,3.97
KELT-20 b,KELT-20,19.514869,0.5911144549947938,0.0,2262.0,0.0542,8720.0,1.7600000000000002,0.6
KELT-21 b,KELT-21,17.777474,0.8064758658669486,0.0,2051.0,0.05224,7598.0,1.4579999999999995,1.6
KELT-23 A b,KELT-23 A,14.829507,0.4074631107708374,0.0,1561.0,0.03302,5899.0,0.944,6.4
KELT-24 b,KELT-24,12.71098411,1.589235205116581,0.0319,1391.0,0.0665,6426.0,1.268,1.98
KELT-3 b,KELT-3,17.48604,0.5596157879354227,0.0,1816.0,0.04123,6304.0,1.96,3.0
KELT-4 A b,KELT-4 A,19.044091,0.2053868297249507,0.0,1823.0,0.04317,6206.0,1.201,4.44
KELT-6 b,KELT-6,14.5717,0.2390169004704999,0.22,1313.0,0.07939,6102.0,1.4199999999999997,6.1
KELT-6 c,KELT-6,13.0,1.3737155789130306,0.21,671.954,2.390000000000001,6272.0,1.126,4.9
KELT-7 b,KELT-7,17.9344,0.3660310388627573,0.0,2048.0,0.04415,6768.0,1.7600000000000002,1.3
KELT-8 b,KELT-8,18.15858,0.1544363533044189,0.04,1675.0,0.0455,5754.0,0.81,5.4
KIC 10068024 b,KIC 10068024,13.4,0.8960880245566356,0.1009,1863.9,0.102,6118.4,1.22,0.56
KIC 10525077 b,KIC 10525077,5.5,0.6178846960593984,0.188,356.0,0.102,6091.0,1.01,2.6182
KIC 3558849 b,KIC 3558849,6.9,0.4928652983889978,0.0507,342.92,0.102,6175.0,0.98,3.4192
KIC 5437945 b,KIC 5437945,6.4,0.532978428407124,0.0,308.0,1.19671,6340.0,1.07,5.01
KIC 5479689 b,KIC 5479689,14.2,0.2662030407746567,0.1048899999999999,1275.607,0.102,5459.1,0.966,4.265
KIC 7917485 b,KIC 7917485,12.4,2.468099531471619,0.15,717.9,0.102,7067.0,1.63,1.4195
KIC 8121913 b,KIC 8121913,13.4,0.924258901523332,0.1058,1619.2,0.102,5975.3,1.456,2.8990000000000005
KIC 8540376 b,KOI-7892,4.1,0.8153648132841945,0.0509,743.0,0.102,6474.0,1.04,2.5360000000000005
KIC 8540376 c,KOI-7892,2.4,1.258460989610006,0.0060999999999999,615.6,0.102,6474.0,1.04,1.5630000000000002
KIC 9663113 b,KIC 9663113,4.6,0.7323678937132266,0.0,264.0,1.55346,6065.0,0.98,2.14
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,1.33,1.8594181177018696,0.251,292.98,2.44,5549.0,0.41,9.3445
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,13.1,1.2669476034873244,0.2742,672.2,0.342,5549.0,0.087,6.44
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,13.3,0.9669838461896731,0.2476,59.94,3.5000000000000004,5549.0,0.49,6.722
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,13.8,0.4891933236388768,0.2854599999999999,654.8,3.58,5549.0,0.73,5.9118
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,13.0,1.4182774069729414,0.491373,55.9,2.63,5549.0,0.5,6.938
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,13.2,1.0986122886681096,0.3537099999999999,64.25,3.64,5549.0,0.64,6.7780000000000005
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,6.45,0.5282725373697112,0.1941,662.5,3.45,5549.0,0.76,7.2637
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,2.23,1.3270750014599193,0.1427999999999999,319.88,1.8100000000000005,5549.0,0.3399999999999999,7.845000000000001
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,13.0,1.366091653802371,0.534773,137.25,2.34,5549.0,0.63,6.878
KMT-2017-BLG-0849L b,KMT-2017-BLG-0849L,2.41,1.2556160374777745,0.0867999999999999,155.68,2.73,5549.0,0.19,7.627000000000001
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,2.13,1.3737155789130306,0.1456,353.1,1.3799999999999997,5549.0,0.32,8.355
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,13.4,0.9001613499442714,0.2477999999999999,188.01,1.8000000000000005,5549.0,0.37,6.286
KMT-2017-BLG-1057L b,KMT-2017-BLG-1057L,5.19,0.6544063522435147,0.2597,543.6,2.36,5549.0,0.57,7.754300000000001
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,14.0,0.3791211327685624,0.30901,662.4,1.6000000000000003,5549.0,0.33,5.229
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,1.7,1.601405740736836,0.1223,319.4,1.7800000000000002,5549.0,0.41,10.401
KMT-2017-BLG-2331L b,KMT-2017-BLG-2331L,14.2,0.2836740510542421,0.34987,658.866,2.14,5549.0,0.4,3.9403
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L,13.4,0.924258901523332,0.2502999999999999,174.53000000000003,2.14,5549.0,0.4600000000000001,6.722
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,2.67,1.1600209167967532,0.1352,577.2,4.27,5549.0,1.14,1.7856
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,13.6,0.6981347220709844,0.25898,62.24,4.39,5549.0,0.51,6.586
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,10.1,0.3293037471426004,0.31799,652.601,0.87,5549.0,0.1,5.156000000000001
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,13.4,0.9282193027394288,0.2385999999999999,174.53000000000003,2.46,5549.0,0.2899999999999999,5.922
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,9.01,0.3722529739020508,0.2644999999999999,578.8,0.62,5549.0,0.087,5.607100000000001
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,2.34,1.2809338454620645,0.2206999999999999,675.25,1.305,5549.0,0.219,8.355
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,10.5,0.3148107398400335,0.2630899999999999,659.5,1.449,5549.0,0.1929999999999999,5.1321
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,13.3,0.9745596399981308,0.31344,675.11,3.54,5549.0,0.65,6.448300000000001
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,2.22,1.332366019094335,0.1427999999999999,314.63,3.09,5549.0,0.4699999999999999,8.975
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,12.9,0.2499802052677694,0.184542,647.61,0.763,5549.0,0.094,4.9887
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,13.7,0.5538851132264376,0.19546,158.68,4.27,5549.0,0.69,6.022
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,13.7,0.5771750043075246,0.19874,173.54000000000002,3.81,5549.0,0.6599999999999999,7.086
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,2.99,1.0612565021243408,0.09,578.46,3.1,5549.0,0.7,9.011
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,12.6,2.0438143640366846,0.2739,668.8,0.79,5549.0,0.09,5.056
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,12.9,1.551808799597464,0.24293,668.01,1.16,5549.0,0.74,7.0943
KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L,13.7,0.596085467716814,0.2598399999999999,61.42999999999999,2.0,5549.0,0.28,6.286
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,3.19,1.007957920399979,0.0908,745.4,3.3100000000000005,5549.0,0.76,8.450999999999999
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,4.06,0.8197798314933114,0.2094,373.52,1.1,5549.0,0.28,6.81
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,9.05,0.3701832939635246,0.2056479999999999,573.8,1.7000000000000002,5549.0,0.3,6.271
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,5.98,0.5698489642154517,0.2123999999999999,355.2,2.44,5549.0,0.39,8.189
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,13.7,0.6141039732194924,0.25048,157.21,2.1500000000000004,5549.0,0.48,7.086
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,1.85,1.5129270120532563,0.1223,293.28,1.7000000000000002,5549.0,0.25,8.587
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,13.0,1.4398351280479205,0.3949,649.11,2.6000000000000005,5549.0,0.79,7.457299999999999
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,13.2,1.0784095813505905,0.29771,64.25,3.32,5549.0,0.61,6.343
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,2.0,1.43746264769429,0.141,633.8100000000001,3.0200000000000005,5549.0,0.74,9.573000000000002
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,14.1,0.3307415619122279,0.1470719999999999,721.6,0.102,5549.0,0.3099999999999999,6.2787
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,13.7,0.5810976767513224,0.18784,61.42999999999999,1.85,5549.0,0.3399999999999999,6.8287
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,11.4,0.2851789422336624,0.2561,668.71,2.0,5549.0,0.4699999999999999,5.0374
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,1.2,1.9387416595767009,0.251,313.9,2.07,5549.0,0.49,9.3445
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,12.8,1.7227665977411035,0.3005,619.4100000000001,2.9199999999999995,5549.0,0.56,6.8583
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,3.35,0.9707789171582246,0.3003,584.76,3.5000000000000004,5200.0,0.78,8.998000000000001
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,6.56,0.5193888544264786,0.1879479999999999,334.277,1.62,5549.0,0.27,7.2637
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,9.6,0.3471295310952009,0.2134999999999999,530.4,2.8,5549.0,0.56,5.2363
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,6.2,0.5498540107334691,0.2586,548.5319999999999,1.54,5549.0,0.32,6.411
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,12.7,1.8656293177945105,0.2795799999999999,705.2,0.102,5549.0,0.62,7.4193
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,6.91,0.4922542381805553,0.2354,341.877,2.22,5549.0,0.22,6.688
KMT-2021-BLG-0736L b,KMT-2021-BLG-0736L,4.86,0.6981347220709844,0.2269,362.7,4.0,5549.0,0.6000000000000001,8.189
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,14.3,0.2382291887322506,0.3198,659.0600000000001,2.43,5549.0,0.36,3.349
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,13.7,0.6184236343640088,0.23148,189.91,1.75,5549.0,0.38,6.286
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,1.49,1.7351891177396608,0.3025,618.958,3.14,5549.0,0.8,11.218
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,9.86,0.3371862673548699,0.2849,647.4010000000001,1.26,5549.0,0.14,5.1321
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,10.6,0.3126185577418125,0.28419,659.0409999999999,0.9300000000000002,5549.0,0.14,4.6961
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,13.6,0.6434315883140125,0.26598,62.15,3.54,5549.0,0.63,7.086
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L,13.9,0.4523486940070148,0.25416,551.8399999999999,4.5,5549.0,0.73,6.4893
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,4.59,0.7323678937132266,0.2296,355.2,1.5200000000000002,5549.0,0.24,7.389
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,13.6,0.2342812957246657,0.18786,176.11,2.89,5549.0,0.57,4.7067
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,9.12,0.3674170404706345,0.3227,589.5,2.37,5549.0,0.4199999999999999,6.2973
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,1.97,1.4516138272405332,0.1223,314.07,2.29,5549.0,0.37,7.845000000000001
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L,13.6,0.7030975114131134,0.2861599999999999,656.72,4.5,5549.0,0.7199999999999999,6.6913
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,7.71,0.439544421761027,0.3137999999999999,613.5,2.5,4570.0,0.58,6.009299999999999
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,14.0,0.3818552424690306,0.3487699999999999,627.4,1.9,5549.0,0.48,5.6103
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,13.8,0.5370779949100564,0.1844599999999999,328.22,1.79,5549.0,0.37,6.6107
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,5.02,0.6760010217249748,0.2183,382.77,1.15,5549.0,0.14,6.81
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,13.9,0.4605844073292439,0.24566,61.42999999999999,1.85,5549.0,0.1999999999999999,5.8575
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,3.17,1.01160091167848,0.0965999999999999,353.5,2.3,5549.0,0.1999999999999999,7.81
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,10.9,0.3008450589780618,0.1926,436.692,3.0200000000000005,5549.0,0.63,6.0837
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,4.05,0.8197798314933114,0.172948,412.096,1.9,5549.0,0.53,8.701699999999999
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,12.1,0.2669690308542392,0.2469499999999999,664.9100000000001,1.3799999999999997,5549.0,0.18,5.471
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L,13.0,1.430311246536665,0.3949,649.11,2.6000000000000005,5549.0,0.79,7.009299999999999
KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L,11.0,0.297137231222536,0.1808,657.1,3.14,5549.0,0.71,6.773700000000001
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,3.67,0.8960880245566356,0.1239,362.7,2.9600000000000004,5549.0,0.63,8.7
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,7.04,0.483043242753539,0.2347999999999999,432.48,2.31,5549.0,0.4699999999999999,6.688
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,6.97,0.487966329619908,0.2216,347.7,2.9600000000000004,5549.0,0.61,6.688
KMT-2023-BLG-0830L b,KMT-2023-BLG-0830L,4.41,0.76080582903376,0.203948,350.0,1.7000000000000002,5549.0,0.22,7.389
KMT-2023-BLG-0949L b,KMT-2023-BLG-0949L,12.8,1.7884205679625405,0.2987,619.4100000000001,2.03,5549.0,0.48,6.8583
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,3.76,0.8796267475025636,0.1268,420.954,3.2000000000000006,5549.0,0.57,9.070000000000002
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,14.1,0.3314596947976687,0.34431,643.966,1.18,5549.0,0.1699999999999999,3.5700000000000003
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,13.8,0.5411608235620636,0.17626,328.22,1.41,5549.0,0.1699999999999999,6.6107
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,1.43,1.7817091333745536,0.245,300.17999999999995,2.63,5549.0,0.51,9.3445
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,4.19,0.7975071958841881,0.1459299999999999,611.7900000000001,2.86,5549.0,0.7199999999999999,9.4387
KMT-2023-BLG-2209L b,KMT-2023-BLG-2209L,13.9,0.418710334858185,0.31267,665.01,3.51,5549.0,0.73,5.9943
KMT-2024-BLG-0176L b,KMT-2024-BLG-0176L,14.0,0.3947411447451887,0.30311,662.4,1.32,5549.0,0.103,5.229
KMT-2024-BLG-0404L c,KMT-2024-BLG-0404L,4.33,0.7747271675523681,0.3213,736.26,0.102,5549.0,0.09,5.772
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,13.2,1.0986122886681096,0.38275,645.3,2.51,5549.0,0.77,6.6583
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,4.59,0.7323678937132266,0.2744,353.4,1.96,5549.0,0.32,7.389
KMT-2024-BLG-1870L b,KMT-2024-BLG-1870L,13.8,0.532978428407124,0.21216,157.74,3.1500000000000004,5549.0,0.67,6.422
KMT-2024-BLG-2059L b,KMT-2024-BLG-2059L,2.54,1.205970806988609,0.1038999999999999,249.47,2.55,5549.0,0.51,8.536999999999999
KMT-2024-BLG-2087L b,KMT-2024-BLG-2087L,12.9,1.5195132049061133,0.5408630000000001,196.23,3.03,5549.0,0.48,6.938
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,7.34,0.4624753628249439,0.153848,338.277,1.6000000000000003,5549.0,0.26,7.1637
KOBE-1 b,KOBE-1,2.91,1.085189268335969,0.0,594.4,0.07006,4135.0,0.629,5.2865
KOBE-1 c,KOBE-1,3.56,0.9202827531436926,0.0,392.5,0.16071,4135.0,0.629,4.873499999999999
KOI-12 b,KOI-12,13.78707,0.5498540107334691,0.34,911.0,0.1539999999999999,6635.0,1.5,1.45
KOI-134 b,KOI-134,12.03844527,0.7371640659767197,0.16,659.0,0.363,6160.0,1.407,2.4
KOI-134 c,KOI-134,9.86,0.3371862673548699,0.24,756.04,0.2305,6160.0,1.407,2.4
KOI-142 b,KOI-142,3.438,0.8285518175661483,0.05561,758.0,0.09586,5466.0,0.99,1.6
KOI-142 c,KOI-142,14.0,0.3569748989477302,0.05724,641.7180000000001,0.154121003,5466.0,0.99,1.6
KOI-1599.01,KOI-1599,1.9,1.545432582458188,0.014,660.0,0.14728,5833.0,1.02,4.7
KOI-1599.02,KOI-1599,1.9,2.105352923464337,0.0114,755.0,0.112293,5833.0,1.02,4.7
KOI-1783.01,KOI-1783,8.86,0.4446858212614457,0.0,412.0,0.52661,5922.0,1.076,0.2
KOI-1783.02,KOI-1783,5.44,0.412109650826833,0.0,321.0,0.8669499999999999,5922.0,1.076,0.2
KOI-1831 d,Kepler-324,1.13,2.3933394562625097,0.0,475.0,0.19924,5233.0,0.901,3.39
KOI-1833 d,Kepler-968,2.58,1.7047480922384253,0.0,613.0,0.0634,4413.0,0.6810000000000002,2.14
KOI-1843.03,Kepler-974,0.61,1.269760544863939,0.0809999999999999,1654.0,0.005,3584.0,0.4600000000000001,4.79
KOI-217 b,KOI-217,12.442,1.269760544863939,0.0,1046.0,0.0477,5545.0,0.95,1.7
KOI-3503 b,KOI-3503,1.19,2.3978952727983707,0.0,785.0,0.14247,6001.0,0.858,11.48
KOI-3503 c,KOI-3503,1.21,2.3978952727983707,0.0,686.0,0.18688,6001.0,0.858,11.48
KOI-351 b,KOI-351,1.31,1.8794650496471603,0.0,1062.0,0.074,6080.0,1.2,0.53
KOI-351 c,KOI-351,1.19,1.9315214116032136,0.0,987.0,0.089,6080.0,1.2,0.53
KOI-351 d,KOI-351,2.87,1.0986122886681096,0.0,520.0,0.32,6080.0,1.2,0.53
KOI-351 e,KOI-351,2.66,1.1662709371419244,0.0,450.0,0.4199999999999999,6080.0,1.2,0.53
KOI-351 f,KOI-351,2.88,1.095273387402595,0.0,407.0,0.48,6080.0,1.2,0.53
KOI-351 g,KOI-351,7.718,0.2406910887859967,0.0292,342.0,0.71704,6031.13,1.2419999999999998,0.53
KOI-351 h,KOI-351,11.252,0.6480603754832048,0.0276,294.0,0.97062,6031.13,1.2419999999999998,0.53
KOI-3680 b,KOI-3680,11.09691,1.2412685890696329,0.496,347.0,0.534,5830.0,1.01,3.2
KOI-4777.01,KOI-4777,0.51,1.269760544863939,0.0,1180.0,0.008,3515.0,0.41,4.0
KOI-4978 b,KOI-4978,0.7,1.6752256529721037,0.0073999999999999,1277.026,0.102,5050.28,0.8590000000000001,1.48
KOI-7368 b,KOI-7368,2.22,1.332366019094335,0.0,805.0,0.0678,5241.0,0.8790000000000001,0.036
KOI-7913 b,KOI-7913 A,2.34,1.2837077723447896,0.0,432.0,0.1456,4324.0,0.76,0.036
KOI-94 b,KOI-94,1.71,2.4069451083182885,0.25,1486.0,0.05119,6182.0,1.277,3.16
KOI-94 c,KOI-94,4.32,0.6471032420585385,0.43,1012.0,0.1013,6182.0,1.277,3.16
KOI-94 d,KOI-94,11.27,0.3096881527143955,0.022,806.0,0.1684,6182.0,1.277,3.16
KOI-94 e,KOI-94,6.56,0.4700036292457356,0.019,584.0,0.3046,6182.0,1.277,3.16
KOI-984 b,KOI-984,4.3,0.7793248768009976,0.12,1022.0,0.0504,5295.0,0.9280000000000002,1.3
KOI-984 c,KOI-984,14.1,0.3442986728706769,0.38,597.0,0.1467,5295.0,0.9280000000000002,1.3
KPS-1 b,KPS-1,11.54527,0.8372475245337022,0.0,1459.0,0.0269,5165.0,0.8920000000000001,6.408
Kapteyn c,Kapteyn,2.54,1.208960345836975,0.23,300.75,0.311,3550.0,0.281,2.385
Kepler-10 b,Kepler-10,1.47,1.8779371654691075,0.0,2188.0,0.01685,5708.0,0.91,10.6
Kepler-10 c,Kepler-10,2.355,1.749199854809259,0.136,579.0,0.241,5708.0,0.91,10.6
Kepler-10 d,Kepler-10,3.49,0.9360933591703346,0.19,387.0,0.5379,5708.0,0.91,10.6
Kepler-100 b,Kepler-100,1.34,2.592108569021155,0.13,1155.0,0.07309,5837.0,1.13,6.92
Kepler-100 c,Kepler-100,2.2,1.0010369453168206,0.02,939.0,0.11061,5825.0,1.08,6.46
Kepler-100 d,Kepler-100,1.61,1.3072300496606435,0.38,670.0,0.21747,5825.0,1.08,6.46
Kepler-100 e,Kepler-100,5.27,0.6450068052320104,0.026437,571.7,0.312391586,5884.0,1.097,6.92
Kepler-1000 b,Kepler-1000,4.76,0.708035793053696,0.0,473.0,0.5326,6453.0,1.4,1.26
Kepler-1001 b,Kepler-1001,3.15,1.0224509277025458,0.0,693.0,0.11147,5491.0,0.9,4.68
Kepler-1001 c,Kepler-1001,1.57799279,1.6770965609079151,0.0,804.0,0.08296,5376.0,0.9300000000000002,1.82
Kepler-1002 b,Kepler-1002,1.71,1.5933085305042167,0.0,1453.0,0.0564,6144.0,1.22,4.07
Kepler-1003 b,Kepler-1003,1.78,1.551808799597464,0.0,1157.0,0.04333,6109.0,1.11,3.16
Kepler-1004 b,Kepler-1004,6.28,0.5429055172294024,0.0,1661.0,0.06791,4972.0,1.11,7.76
Kepler-1005 b,Kepler-1005,1.5,1.7334238922150915,0.0,1026.0,0.06717,5782.0,1.0,6.17
Kepler-1006 b,Kepler-1006,1.54,1.7047480922384253,0.0,791.0,0.1464,5328.0,0.78,4.27
Kepler-1007 b,Kepler-1007,1.44,1.776645831418007,0.0,652.0,0.048,4587.0,0.73,4.17
Kepler-1008 b,Kepler-1008,1.28,1.9035989509835904,0.0,627.0,0.09755,5066.0,0.81,6.76
Kepler-1009 b,Kepler-1009,2.17,1.355835153635182,0.0,403.0,0.0796,4027.0,0.5900000000000001,3.16
Kepler-101 b,Kepler-101,5.77,0.8960880245566356,0.086,1513.0,0.0474,5667.0,1.17,5.9
Kepler-101 c,Kepler-101,1.25,2.4423470353692043,0.0,1413.0,0.0684,5667.0,1.17,5.9
Kepler-1010 b,Kepler-1010,2.32,1.2919836816486496,0.0,477.0,0.1929999999999999,5253.0,0.86,4.79
Kepler-1011 b,Kepler-1011,2.87,1.0986122886681096,0.0,920.0,0.0633,5416.0,0.91,4.47
Kepler-1012 b,Kepler-1012,1.29,1.8961194845522975,0.0,934.0,0.06066,5556.0,0.95,3.72
Kepler-1013 b,Kepler-1013,2.15,1.3635373739972745,0.0,766.0,0.137,4954.0,0.81,4.27
Kepler-1014 b,Kepler-1014,2.39,1.264126727145683,0.0,614.0,0.121,5388.0,0.8800000000000001,4.79
Kepler-1015 b,Kepler-1015,3.55,0.9202827531436926,0.0,1040.0,0.1345,6769.0,1.49,1.58
Kepler-1016 b,Kepler-1016,2.18,1.3506671834767394,0.0,1540.0,0.03044,5821.0,0.99,3.89
Kepler-1016 c,Kepler-1016,3.68,0.8919980393051105,0.0,407.0,0.4351900000000001,5821.0,0.99,3.89
Kepler-1017 b,Kepler-1017,1.99,1.4398351280479205,0.0,831.0,0.07196,5473.0,0.9300000000000002,2.95
Kepler-1018 b,Kepler-1018,2.58,1.1939224684724346,0.0,498.0,0.253,5518.0,0.91,4.47
Kepler-1019 b,Kepler-1019,1.46,1.7613002617433464,0.0,1164.0,0.0221,4433.0,0.7,3.55
Kepler-102 d,Kepler-102,1.154,2.4595888418037104,0.092,686.0,0.08618,4909.0,0.8030000000000002,1.1
