pl_name,hostname,pl_rade,pl_dens,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_mass,st_age
Kepler-861 b,Kepler-861,2.28,1.308332819650179,0.0,966.0,0.0463,5047.0,0.8200000000000001,4.47
Kepler-862 b,Kepler-862,2.21,1.3376291891386096,0.0,1097.0,0.039,5333.0,0.8800000000000001,4.79
Kepler-863 b,Kepler-863,2.9,1.0885619528146082,0.0,718.0,0.122,5678.0,0.96,3.8
Kepler-864 b,Kepler-864,2.4,1.258460989610006,0.0,1143.0,0.0687,5754.0,1.0,4.68
Kepler-864 c,Kepler-864,1.62,1.6505798557652755,0.0,1532.0,0.0382,6213.0,1.27,0.3
Kepler-865 b,Kepler-865,2.49,1.2267122912954256,0.0,694.0,0.1057,5570.0,0.9300000000000002,4.27
Kepler-865 c,Kepler-865,0.89,1.790091412127358,0.0,914.0,0.061,5440.0,0.782,4.27
Kepler-866 b,Kepler-866,1.63,1.6428726885203375,0.0,996.0,0.0331,4751.0,0.75,4.27
Kepler-867 b,Kepler-867,4.64,0.7275486072772778,0.0,327.0,0.5375,5541.0,0.9200000000000002,5.89
Kepler-868 b,Kepler-868,2.05,1.410986973710262,0.0,1047.0,0.0574999999999999,5614.0,0.9300000000000002,3.89
Kepler-869 b,Kepler-869,3.61,0.9082585601768908,0.0,494.0,0.2244,5664.0,0.97,4.79
Kepler-87 b,Kepler-87,13.49,0.5475432067011534,0.036,478.0,0.481,5600.0,1.1,7.5
Kepler-87 c,Kepler-87,6.14,0.1414995622736995,0.039,403.0,0.6759999999999999,5600.0,1.1,7.5
Kepler-870 b,Kepler-870,2.78,1.1249295969854831,0.0,691.0,0.1539,5857.0,1.01,3.8
Kepler-871 b,Kepler-871,3.74,0.8837675401685949,0.0,640.0,0.1572,5993.0,1.11,3.47
Kepler-872 b,Kepler-872,1.99,1.4398351280479205,0.0,1230.0,0.0362,5902.0,1.05,4.17
Kepler-873 b,Kepler-873,3.75,0.8796267475025636,0.0,749.0,0.1542,6163.0,1.18,2.95
Kepler-874 b,Kepler-874,3.94,0.8415671856782186,0.0,560.0,0.2233999999999999,6020.0,1.09,3.31
Kepler-875 b,Kepler-875,2.9,1.0885619528146082,0.0,569.0,0.1770999999999999,5958.0,1.06,3.39
Kepler-876 b,Kepler-876,1.43,1.7817091333745536,0.0,923.0,0.0548999999999999,5060.0,0.81,5.25
Kepler-877 b,Kepler-877,2.12,1.3762440252663892,0.0,632.0,0.1301,5261.0,0.8500000000000001,4.57
Kepler-878 b,Kepler-878,1.93,1.4701758451005928,0.0,501.0,0.165,5044.0,0.81,4.57
Kepler-879 b,Kepler-879,2.57,1.1969481893889715,0.0,580.0,0.2012,5792.0,1.02,4.27
Kepler-88 d,KOI-142,13.1,1.2119409739751128,0.41,245.792,2.466329866,5466.0,0.99,1.6
Kepler-880 b,Kepler-880,2.66,1.1662709371419244,0.0,1622.0,0.0915,6761.0,1.46,1.66
Kepler-880 c,Kepler-880,2.87,1.0986122886681096,0.0,1407.0,0.1216,6900.0,1.714,1.41
Kepler-881 b,Kepler-881,1.78,1.551808799597464,0.0,1217.0,0.0552,5961.0,1.06,3.8
Kepler-882 b,Kepler-882,1.23,1.94876321803772,0.0,903.0,0.04741,5476.0,0.9,4.57
Kepler-883 b,Kepler-883,1.78,1.551808799597464,0.0,818.0,0.10288,6116.0,1.06,3.02
Kepler-884 b,Kepler-884,1.23,1.94876321803772,0.0,964.0,0.06116,5715.0,1.0,2.45
Kepler-885 b,Kepler-885,2.5,1.2208299213923592,0.0,830.0,0.14403,6187.0,1.21,3.16
Kepler-886 b,Kepler-886,1.52,1.717395053939193,0.0,1111.0,0.06428,6098.0,1.1,3.39
Kepler-887 b,Kepler-887,1.84,1.5173226235262949,0.0,785.0,0.15431,6194.0,1.19,3.09
Kepler-887 c,Kepler-887,1.13,1.9095425048844383,0.0,1089.0,0.0801,6194.0,1.19,3.09
Kepler-888 b,Kepler-888,1.76,1.5644405465033646,0.0,417.0,0.3148099999999999,5875.0,0.97,1.48
Kepler-889 b,Kepler-889,1.09,1.88706964903238,0.0,1328.0,0.04975,5961.0,1.14,3.98
Kepler-890 b,Kepler-890,8.89,0.3770656335864664,0.0,540.0,0.2943999999999999,5954.0,1.09,3.63
Kepler-891 b,Kepler-891,6.41,0.5312163134137247,0.0,486.0,0.2880999999999999,5887.0,1.06,3.55
Kepler-892 b,Kepler-892,2.81,1.118414915964289,0.0,556.0,0.1015,4747.0,0.75,5.01
Kepler-893 b,Kepler-893,3.03,1.0508216248317612,0.0,1034.0,0.0699,5820.0,1.0,3.8
Kepler-894 b,Kepler-894,2.78,1.1249295969854831,0.0,896.0,0.0916,5603.0,0.87,4.27
Kepler-895 b,Kepler-895,1.54,1.7047480922384253,0.0,771.0,0.0328,4315.0,0.65,2.63
Kepler-896 b,Kepler-896,2.53,1.208960345836975,0.0,303.0,0.56378,5262.0,0.8400000000000001,5.01
Kepler-896 c,Kepler-896,3.15,1.0224509277025458,0.0,515.0,0.1792,5510.0,0.877,7.59
Kepler-897 b,Kepler-897,2.39,1.264126727145683,0.0,855.0,0.077,5839.0,1.03,4.37
Kepler-898 b,Kepler-898,1.49,1.7404661748405044,0.0,616.0,0.0545,4223.0,0.65,3.98
Kepler-899 b,Kepler-899,2.68,1.1568811967920856,0.0,640.0,0.1392,5595.0,0.9300000000000002,4.07
Kepler-9 b,Kepler-9,8.29,0.3506568716131693,0.0609,661.0,0.143,5774.0,1.022,2.0
Kepler-9 c,Kepler-9,8.08,0.2700271372130601,0.06691,523.0,0.227,5774.0,1.022,2.0
Kepler-9 d,Kepler-9,1.64,2.6773961980137675,0.0,2026.0,0.0273,5777.0,1.07,1.0
Kepler-90 i,KOI-351,1.32,1.8718021769015916,0.0,709.0,0.1201380843,6015.0,1.12,0.53
Kepler-900 b,Kepler-900,2.08,1.396244691973059,0.0,716.0,0.0679,4836.0,0.78,4.57
Kepler-901 b,Kepler-901,1.37,1.8309801823813363,0.0,704.0,0.0378,4184.0,0.5900000000000001,3.8
Kepler-902 b,Kepler-902,2.54,1.205970806988609,0.0,556.0,0.223,5647.0,0.95,4.37
Kepler-903 b,Kepler-903,2.01,1.430311246536665,0.0,842.0,0.09081,5682.0,0.98,4.79
Kepler-903 c,Kepler-903,2.53,1.208960345836975,0.0,462.0,0.30249,5682.0,0.98,4.79
Kepler-904 b,Kepler-904,1.77,1.55814461804655,0.0,1332.0,0.0417,6160.0,1.16,3.02
Kepler-905 b,Kepler-905,1.41,1.7984040119467235,0.0,928.0,0.05689,5461.0,0.95,1.66
Kepler-906 b,Kepler-906,2.11,1.3812818192963463,0.0,537.0,0.2236299999999999,6035.0,1.06,1.86
Kepler-907 b,Kepler-907,1.2,1.9387416595767009,0.0,879.0,0.1225,6106.0,1.08,5.37
Kepler-908 b,Kepler-908,1.22,1.9444805562457188,0.0,1783.0,0.02526,5973.0,1.11,3.02
Kepler-909 b,Kepler-909,1.47,1.752672080520008,0.0,852.0,0.11873,6154.0,1.17,2.88
Kepler-910 b,Kepler-910,0.82,1.749199854809259,0.0,1752.0,0.03752,6230.0,1.26,3.39
Kepler-911 b,Kepler-911,2.6,1.184789984909162,0.0,931.0,0.15594,6112.0,1.34,3.55
Kepler-912 b,Kepler-912,2.8,1.1216775615991057,0.0,1218.0,0.0339,5998.0,1.07,3.16
Kepler-913 b,Kepler-913,2.06,1.4060969884160703,0.0,1129.0,0.1009,4687.0,0.63,5.62
Kepler-913 c,Kepler-913,3.8580709,0.8586616190375187,0.0,1357.0,0.0699,6068.0,1.294,5.62
Kepler-914 b,Kepler-914,1.38,1.8229350866965048,0.0,1192.0,0.05454,5877.0,1.1,3.98
Kepler-915 b,Kepler-915,1.5,1.7334238922150915,0.0,1319.0,0.05655,6173.0,1.21,3.39
Kepler-916 b,Kepler-916,1.76,1.5644405465033646,0.0,503.0,0.1885,5248.0,0.8500000000000001,4.79
Kepler-917 b,Kepler-917,1.91,1.4816045409242156,0.0,991.0,0.0378,5418.0,0.8,4.17
Kepler-918 b,Kepler-918,1.74,1.5769147207285403,0.0,1052.0,0.0569,6028.0,1.11,3.24
Kepler-919 b,Kepler-919,2.25,1.3190856114264409,0.0,869.0,0.0981,6113.0,1.15,3.02
Kepler-92 b,Kepler-92,3.51,1.1307796597436837,0.17,975.0,0.12232,5883.0,1.21,3.98
Kepler-92 c,Kepler-92,2.6,1.7486997297675768,0.04,781.0,0.19054,5883.0,1.21,3.98
Kepler-92 d,Kepler-92,2.067,2.135097487101402,0.07,637.0,0.28682,5904.34,1.07,3.98
Kepler-920 b,Kepler-920,2.42,1.252762968495368,0.0,907.0,0.065,5403.0,0.89,4.37
Kepler-920 c,Kepler-920,3.8,0.8671004876833832,0.0,364.0,0.4029,5403.0,0.89,4.37
Kepler-921 b,Kepler-921,2.87,1.0986122886681096,0.0,492.0,0.2716,5663.0,0.9300000000000002,4.27
Kepler-922 b,Kepler-922,1.42,1.790091412127358,0.0,1876.0,0.01795,5671.0,0.95,4.37
Kepler-923 b,Kepler-923,1.38,1.8229350866965048,0.0,1104.0,0.07592,5988.0,1.11,4.68
Kepler-924 b,Kepler-924,3.07,1.0402767116551463,0.0,610.0,0.31318,6167.0,1.14,3.09
Kepler-925 b,Kepler-925,2.34,1.2837077723447896,0.0,394.0,0.1805,4673.0,0.77,2.57
Kepler-926 b,Kepler-926,2.31,1.2947271675944,0.0,524.0,0.2739,5806.0,1.01,4.37
Kepler-927 b,Kepler-927,1.72,1.589235205116581,0.0,906.0,0.0866,5743.0,0.99,4.37
Kepler-928 b,Kepler-928,1.59,1.6695918352538477,0.0,894.0,0.0444,4700.0,0.73,4.37
Kepler-929 b,Kepler-929,1.11,1.8976198599275325,0.0,2362.0,0.01982,5869.0,1.01,3.47
Kepler-93 b,Kepler-93,1.478,2.189416394888408,0.0,1133.0,0.05343,5669.0,0.911,6.6
Kepler-93 c,Kepler-93,2.839553935,1.269760544863939,0.1072999999999999,589.1899999999999,0.102,5669.0,0.91,5.05
Kepler-930 b,Kepler-930,2.13,1.3737155789130306,0.0,561.0,0.34593,6335.0,1.25,2.34
Kepler-931 b,Kepler-931,1.33,1.8625285401162623,0.0,744.0,0.0719,5241.0,0.86,4.68
Kepler-932 b,Kepler-932,1.37,1.8309801823813363,0.0,1276.0,0.02876,5331.0,0.87,4.68
Kepler-933 b,Kepler-933,2.46,1.235471471385307,0.0,602.0,0.1041,5346.0,0.87,4.68
Kepler-934 b,Kepler-934,2.09,1.3912819026309298,0.0,384.0,0.2658,5001.0,0.81,4.47
Kepler-935 b,Kepler-935,1.35,1.8468787684491343,0.0,879.0,0.0527,4830.0,0.78,3.8
Kepler-936 b,Kepler-936,1.45,1.769854633840005,0.0,867.0,0.0953999999999999,5482.0,0.9200000000000002,4.57
Kepler-937 b,Kepler-937,3.72,0.8878912573524571,0.0,495.0,0.3214,6095.0,1.15,3.24
Kepler-937 c,Kepler-937,2.67,1.1631508098056809,0.0,377.0,0.5545,6095.0,1.15,3.24
Kepler-938 b,Kepler-938,2.22,1.332366019094335,0.0,544.0,0.2689,5533.0,0.9200000000000002,4.27
Kepler-939 b,Kepler-939,1.75,1.5686159179138452,0.0,692.0,0.1153,5471.0,0.8800000000000001,4.47
Kepler-94 b,Kepler-94,3.51,0.8960880245566356,0.0,997.0,0.03377,4781.0,0.81,1.41
Kepler-94 c,Kepler-94,12.5,2.281361456542419,0.345931,424.9,1.596806621,4781.0,0.81,1.41
Kepler-940 b,Kepler-940,3.34,0.9707789171582246,0.0,486.0,0.3058999999999999,5769.0,0.97,3.63
Kepler-941 b,Kepler-941,3.08,1.0367368849500225,0.0,722.0,0.1311,5539.0,0.89,4.07
Kepler-942 b,Kepler-942,2.13,1.3737155789130306,0.0,379.0,0.22737,4861.0,0.81,4.17
Kepler-943 b,Kepler-943,5.93,0.5749265491725143,0.0,455.0,0.2559,5612.0,0.9300000000000002,4.27
Kepler-944 b,Kepler-944,2.63,1.175573329804238,0.0,459.0,0.2288,5409.0,0.86,4.47
Kepler-945 b,Kepler-945,2.63,1.175573329804238,0.0,616.0,0.2037,5718.0,0.97,4.47
Kepler-946 b,Kepler-946,1.93,1.4701758451005928,0.0,857.0,0.1002,5665.0,0.94,4.17
Kepler-947 b,Kepler-947,2.28,1.308332819650179,0.0,573.0,0.1773,5508.0,0.9,4.27
Kepler-948 b,Kepler-948,1.85,1.5129270120532563,0.0,841.0,0.0749,5679.0,0.96,4.17
Kepler-949 b,Kepler-949,2.91,1.085189268335969,0.0,782.0,0.07739,5403.0,0.89,4.57
Kepler-949 c,Kepler-949,2.97,1.068153081183401,0.0,582.0,0.1394,5211.0,0.817,1.74
Kepler-95 b,Kepler-95,3.42,0.9969486348916092,0.0,927.0,0.10232,5699.0,1.08,5.63
Kepler-950 b,Kepler-950,8.98,0.3729419164026042,0.0,360.0,0.3982,5857.0,1.02,3.8
Kepler-951 b,Kepler-951,5.59,0.6097655716208943,0.0,340.0,0.3091,4834.0,0.77,4.27
Kepler-952 b,Kepler-952,7.65,0.4427608928518613,0.0,369.0,0.5183,5730.0,1.0,4.27
Kepler-953 b,Kepler-953,4.21,0.7975071958841881,0.0,410.0,0.392,5416.0,0.95,8.71
Kepler-953 c,Kepler-953,1.19,1.9315214116032136,0.0,873.0,0.0862,5416.0,0.95,8.71
Kepler-954 b,Kepler-954,2.32,1.2919836816486496,0.0,545.0,0.1202,4990.0,0.8200000000000001,3.39
Kepler-955 b,Kepler-955,3.13,1.0224509277025458,0.0,664.0,0.1083,5350.0,0.89,4.37
Kepler-956 b,Kepler-956,3.0,1.0612565021243408,0.0,1056.0,0.06017,6040.0,1.1,3.47
Kepler-957 b,Kepler-957,5.5,0.6178846960593984,0.0,769.0,0.0559,4963.0,0.81,2.75
Kepler-958 b,Kepler-958,2.06,1.4060969884160703,0.0,749.0,0.08631,5421.0,0.91,4.37
Kepler-959 b,Kepler-959,4.38,0.7654678421395714,0.0,1912.0,0.1633,7005.0,1.6000000000000003,1.35
Kepler-96 b,Kepler-96,2.67,1.181727195378616,0.0,711.0,0.1261,5690.0,1.0,2.34
Kepler-960 b,Kepler-960,2.29,1.3029127521808397,0.0,1391.0,0.03807,4755.0,0.77,3.63
Kepler-961 b,Kepler-961,2.55,1.2029723039923526,0.0,642.0,0.12585,5582.0,0.96,2.82
Kepler-962 b,Kepler-962,1.97,1.449269160281279,0.0,689.0,0.09874,5478.0,0.9300000000000002,2.4
Kepler-963 b,Kepler-963,2.66,1.1662709371419244,0.0,802.0,0.0849,5461.0,0.91,4.07
Kepler-963 c,Kepler-963,0.6,1.603419840108537,0.0669999999999999,1595.0,0.102,5169.47,0.821,13.2
Kepler-964 b,Kepler-964,2.12,1.3762440252663892,0.0,652.0,0.1073,5427.0,0.9300000000000002,1.91
Kepler-965 b,Kepler-965,3.38,0.9631743177730056,0.0,393.0,0.50998,5886.0,1.05,5.5
Kepler-966 b,Kepler-966,4.13,0.8109302162163288,0.0,391.0,0.3906999999999999,5840.0,1.02,4.07
Kepler-967 b,Kepler-967,2.35,1.2781522025001877,0.0,638.0,0.1027,5178.0,0.8400000000000001,5.89
Kepler-967 c,Kepler-967,3.65,0.9001613499442714,0.0,258.0,0.6253,5178.0,0.8400000000000001,5.89
Kepler-968 b,Kepler-968,2.0,1.4350845252893227,0.0,745.0,0.0389,4598.0,0.76,2.14
Kepler-968 c,Kepler-968,1.69,1.6054298910365616,0.0,644.0,0.052,4598.0,0.76,2.14
Kepler-969 b,Kepler-969,2.07,1.4011829736136412,0.0,465.0,0.19726,5214.0,0.9200000000000002,1.51
Kepler-969 c,Kepler-969,0.99,1.8421356765531216,0.0,1270.0,0.0265,5214.0,0.9200000000000002,1.51
Kepler-97 b,Kepler-97,1.48,1.8625285401162623,0.0,1328.0,0.03563,5779.0,0.94,8.42
Kepler-97 c,Kepler-97,2.839553935,1.269760544863939,0.197,466.55,0.102,5779.0,0.94,8.42
Kepler-970 b,Kepler-970,2.609,1.181727195378616,0.34,464.0,0.139,4290.0,0.67,0.105
Kepler-971 b,Kepler-971,2.13,1.3737155789130306,0.0,1087.0,0.08679,5431.0,0.8800000000000001,4.47
Kepler-972 b,Kepler-972,4.65,0.7275486072772778,0.0,1060.0,0.0734,6146.0,1.15,2.82
Kepler-973 b,Kepler-973,1.96,1.4539530095937054,0.0,402.0,0.2489,5213.0,0.86,2.29
Kepler-974 b,Kepler-974,1.57,1.6845453849209058,0.0,577.0,0.0419,3687.0,0.52,4.37
Kepler-975 b,Kepler-975,1.48,1.7457155307266483,0.0,1599.0,0.02898,4897.0,0.8,3.89
Kepler-975 c,Kepler-975,10.69,0.308219723669329,0.0,1168.0,0.0567,4883.0,0.9509999999999998,13.9
Kepler-976 b,Kepler-976,3.96,0.8415671856782186,0.0,324.0,0.4217000000000001,5232.0,0.87,4.68
Kepler-977 b,Kepler-977,2.62,1.1786549963416462,0.0,544.0,0.162,5315.0,0.87,4.57
Kepler-978 b,Kepler-978,2.99,1.0647107369924282,0.0,546.0,0.2726,6002.0,1.07,3.63
Kepler-979 b,Kepler-979,2.72,1.144222799920162,0.0,792.0,0.0753,5310.0,0.87,4.57
Kepler-98 b,Kepler-98,1.99,1.1568811967920856,0.0,1592.0,0.02614,5539.0,0.99,2.79
Kepler-980 b,Kepler-980,2.67,1.1631508098056809,0.0,845.0,0.09993,5935.0,1.05,3.55
Kepler-981 b,Kepler-981,2.31,1.2947271675944,0.0,1103.0,0.0535,5718.0,0.98,4.07
Kepler-982 b,Kepler-982,2.25,1.3190856114264409,0.0,955.0,0.1277,6139.0,1.16,3.55
Kepler-983 b,Kepler-983,2.36,1.275362800412609,0.0,485.0,0.3148,6052.0,1.13,1.41
Kepler-984 b,Kepler-984,2.12,1.3762440252663892,0.0,484.0,0.23688,5610.0,0.96,3.98
Kepler-985 b,Kepler-985,2.98,1.0647107369924282,0.0,323.0,0.44664,5434.0,0.91,3.39
Kepler-986 b,Kepler-986,2.36,1.275362800412609,0.0,465.0,0.29131,5642.0,0.96,6.17
Kepler-987 b,Kepler-987,3.26,0.9932517730102834,0.0,351.0,0.4238,5637.0,0.97,2.45
Kepler-988 b,Kepler-988,2.07,1.4011829736136412,0.0,368.0,0.1085,4005.0,0.55,3.16
Kepler-989 b,Kepler-989,2.21,1.3376291891386096,0.0,805.0,0.0734,5074.0,0.8200000000000001,4.68
Kepler-99 b,Kepler-99,1.48,2.476538400117484,0.0,810.0,0.05071,4782.0,0.79,1.47
Kepler-990 b,Kepler-990,2.6,1.184789984909162,0.0,903.0,0.08595,5948.0,1.05,3.55
Kepler-990 c,Kepler-990,1.53,1.7119945007591926,0.0,2386.0,0.01232,5948.0,1.05,3.55
Kepler-991 b,Kepler-991,2.54,1.205970806988609,0.0,260.0,0.3104,4392.0,0.64,3.47
Kepler-992 b,Kepler-992,1.62,1.6505798557652755,0.0,510.0,0.13372,4944.0,0.8,3.02
Kepler-993 b,Kepler-993,2.97,1.068153081183401,0.0,352.0,0.13,3843.0,0.57,3.89
Kepler-994 b,Kepler-994,1.6,1.66392609771817,0.0,957.0,0.0177,3934.0,0.56,3.24
Kepler-995 b,Kepler-995,2.7,1.1505720275988207,0.0,517.0,0.1701,5206.0,0.83,5.01
Kepler-996 b,Kepler-996,1.98,1.4445632692438664,0.0,1272.0,0.0474,6014.0,1.09,3.63
Kepler-997 b,Kepler-997,1.36,1.8389610707123487,0.0,1709.0,0.04022,6150.0,1.22,3.63
Kepler-998 b,Kepler-998,2.32,1.2919836816486496,0.0,1020.0,0.0626,6058.0,1.12,3.31
Kepler-999 b,Kepler-999,2.34,1.2837077723447896,0.0,1355.0,0.06918,6237.0,1.29,3.09
L 168-9 b,L 168-9,1.63,1.8213182714695997,0.0,998.0,0.0208,3842.0,0.614,4.6765
L 363-38 b,L 363-38,2.0,1.43746264769429,0.0923,330.0,0.048,3129.0,0.21,8.07
L 98-59 b,L 98-59,0.837,1.667706820558076,0.031,620.0,0.0223,3415.0,0.2923,4.94
L 98-59 c,L 98-59,1.329,1.7404661748405044,0.002,526.0,0.0309,3415.0,0.2923,4.94
L 98-59 d,L 98-59,1.627,1.1631508098056809,0.006,416.0,0.0494,3415.0,0.2923,4.94
L 98-59 e,L 98-59,1.49,1.8245492920510455,0.012,347.0,0.0712,3415.0,0.2923,4.94
L 98-59 f,L 98-59,1.48,1.791759469228055,0.044,285.0,0.1052,3415.0,0.2923,4.94
LHS 1140 b,LHS 1140,1.73,1.9315214116032136,0.043,226.0,0.0946,3096.0,0.1844,5.0
LHS 1140 c,LHS 1140,1.272,1.8082887711792652,0.05,422.0,0.027,3096.0,0.1844,5.0
LHS 1478 b,LHS 1478,1.242,2.0373166153791646,0.013026,595.0,0.01848,3381.0,0.236,3.918
LHS 1678 b,LHS 1678,0.685,1.9459101490553128,0.033,830.44,0.01239,3490.0,0.345,7.0
LHS 1678 c,LHS 1678,0.941,2.451005098112319,0.039,510.9,0.0327,3490.0,0.345,7.0
LHS 1678 d,LHS 1678,0.981,1.8373699804801076,0.036,462.95,0.04,3490.0,0.345,7.0
LHS 1815 b,LHS 1815,1.088,2.0412203288596382,0.0,617.0,0.0404,3643.0,0.502,5.589
LHS 1903 b,LHS 1903,1.382,2.05668455455722,0.015,796.0,0.02656,3664.0,0.538,7.08
LHS 1903 c,LHS 1903,2.046,1.3635373739972745,0.089,559.0,0.05387,3664.0,0.538,7.08
LHS 1903 d,LHS 1903,2.5,1.128171090909654,0.112,442.0,0.08604,3664.0,0.538,7.08
LHS 1903 e,LHS 1903,1.732,1.9600947840472696,0.014,333.0,0.15135,3664.0,0.538,7.08
LHS 3844 b,LHS 3844,1.303,1.885553348514416,0.007866,805.0,0.00622,3036.0,0.151,4.009
LHS 475 b,LHS 475,0.991,1.8421356765531216,0.0,586.0,0.02037,3300.0,0.262,4.284999999999999
LP 714-47 b,LP 714-47,4.7,0.9932517730102834,0.04,700.0,0.0417,3950.0,0.5900000000000001,4.11861
LP 791-18 b,LP 791-18,1.212,1.9444805562457188,0.0,564.3,0.00978,2960.0,0.139,0.5
LP 791-18 c,LP 791-18,2.488,1.269760544863939,0.0001,324.4,0.02961,2960.0,0.139,0.5
LP 791-18 d,LP 791-18,1.032,1.715598108262491,0.0011,395.5,0.01992,2960.0,0.139,0.5
LSPM J2116+0234 b,LSPM J2116+0234,3.71,0.8878912573524571,0.183,369.26,0.0876,3475.0,0.4299999999999999,2.0
LTT 1445 A b,LTT 1445 A,1.34,1.9740810260220096,0.18,431.0,0.0381,3562.0,0.257,6.112
LTT 1445 A c,LTT 1445 A,1.147,1.8825138324965192,0.223,508.0,0.02661,3340.0,0.257,3.317
LTT 3780 b,LTT 3780,1.325,1.916922612182061,0.0,903.0,0.01195,3358.0,0.381,3.1
LTT 3780 c,LTT 3780,2.39,1.4445632692438664,0.024,359.0,0.0757,3358.0,0.381,3.1
LTT 9779 b,LTT 9779,4.72,0.9305880365749796,0.0,1978.0,0.01679,5443.0,1.02,2.0
Lupus-TR-3 b,Lupus-TR-3,9.976,0.8754687373538999,0.0,1076.6,0.0464,5000.0,0.87,3.8456
M62H b,M62H,2.839553935,1.269760544863939,0.1217999999999999,1466.0,0.102,5549.0,1.4,4.589499999999999
MASCARA-4 b,MASCARA-4,16.98160576,0.3927175352856617,0.0,2250.0,0.0474,7800.0,1.75,0.8
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,5.18,0.6549259677397475,0.29916,636.766,1.1,5549.0,0.21,6.677000000000001
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,13.0,1.4469189829363254,0.491373,55.9,2.7000000000000006,5549.0,0.56,6.938
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,3.21,1.0043016091968684,0.1296,61.4,3.2000000000000006,5549.0,0.56,7.903
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,9.64,0.3457151037023904,0.2223,530.4,2.03,5549.0,0.524,5.2363
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,13.2,1.091923300517313,0.2847,69.39,1.8000000000000005,5549.0,0.19,5.822
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,12.4,2.4069451083182885,0.3965679,647.5,1.21,5549.0,0.16,5.776000000000001
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,14.2,0.2821668917636707,0.34987,658.866,2.4200000000000004,5549.0,0.58,3.9403
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,2.99,1.0612565021243408,0.1045,414.94,0.9200000000000002,5549.0,0.11,7.244
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,11.1,0.297137231222536,0.1445479999999999,375.87,1.72,5549.0,0.18,6.4047
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,13.6,0.7178397931503169,0.29946,664.366,2.0,5950.0,0.67,2.3111
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,5.99,0.5692831933375594,0.157,700.51,4.14,5549.0,0.75,8.201699999999999
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,4.29,0.7793248768009976,0.2319,443.29,0.95,5549.0,0.11,6.953
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,4.43,0.76080582903376,0.3353,545.484,0.69,5549.0,0.15,6.234
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,12.9,1.5769147207285403,0.26143,589.4110000000001,1.1,5549.0,0.86,8.086
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,12.4,2.451005098112319,0.4346279,665.92,4.3,5549.0,0.39,5.569000000000001
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,2.48,1.2267122912954256,0.0893,362.28,0.9,5549.0,0.1,7.337999999999999
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,13.2,1.1249295969854831,0.3702499999999999,639.566,3.03,5549.0,0.8800000000000001,7.1240000000000006
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,13.2,1.1410330045520618,0.4865,662.33,1.3899999999999997,5549.0,0.2899999999999999,5.953
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,14.1,0.3307415619122279,0.37271,585.46,0.95,5549.0,0.15,4.186
MOA-2016-BLG-526L b,MOA-2016-BLG-526L,3.97,0.8372475245337022,0.1626,329.92,2.07,5549.0,0.37,7.9017
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,3.37,0.9631743177730056,0.0968,440.205,1.11,5549.0,0.23,7.231
MOA-2020-BLG-208L b,MOA-2020-BLG-208L,7.71,0.439544421761027,0.2719999999999999,545.392,2.74,5549.0,0.4299999999999999,6.2163
MOA-2022-BLG-033L b,MOA-2022-BLG-033L,3.52,0.9282193027394288,0.1347,443.3440000000001,2.1500000000000004,5549.0,0.51,8.281
MOA-2022-BLG-091L b,MOA-2022-BLG-091L,13.0,1.3480731482996928,0.3045,663.01,3.44,5549.0,0.75,6.5483
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,2.04,1.4182774069729414,0.1456,320.38,1.63,5549.0,0.18,7.845000000000001
MOA-2022-BLG-563L b,MOA-2022-BLG-563L,14.0,0.2271355725837472,0.34527,670.11,2.1500000000000004,5549.0,0.48,3.8443
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,13.4,0.8372475245337022,0.0,683.0,0.384,6000.0,1.26,4.3
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,12.3,0.262364264467491,0.3,1044.302,0.102,5780.0,1.01,4.15
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,14.0,0.2271355725837472,0.28,1213.6,0.102,5725.0,0.96,4.15
NGC 2682 YBP 401 b,NGC 2682 YBP 401,14.3,0.2429461786103894,0.15,1281.176,0.102,6165.0,1.14,3.560999999999999
NGTS-1 b,NGTS-1,14.90797,0.3506568716131693,0.016,790.0,0.0326,3916.0,0.617,6.910000000000001
