pl_name,hostname,pl_rade,pl_dens,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_mass,st_age,LSS
14 Her b,14 Her,12.6,2.0831845279586703,0.373,277.86,2.774,5338.0,0.91,3.9,0.38756679895901086
24 Sex b,24 Sex,13.4,0.8919980393051105,0.09,606.2,1.333,5098.0,1.54,2.7,0.33857214428939464
24 Sex c,24 Sex,13.9,0.4440445900756395,0.29,623.266,2.08,5098.0,1.54,2.7,0.36416806577705635
47 UMa b,47 UMa,13.2,1.0715836162801904,0.032,257.91,2.1,5872.0,1.06,6.48,0.7218778684330605
47 UMa c,47 UMa,14.2,0.2844267797311083,0.098,227.75,3.6000000000000005,5872.0,1.06,6.48,0.42238434804595837
51 Peg b,51 Peg,14.3,0.2429461786103894,0.013,1252.42,0.0527,5758.0,1.03,10.0,0.2116109448735089
55 Cnc B b,55 Cnc B,1.69,1.6054298910365616,0.0,422.68,0.044,3286.0,0.26,10.0,0.5455654480064368
55 Cnc B c,55 Cnc B,2.16,1.358409157630355,0.0,305.03000000000003,0.13,3286.0,0.26,10.0,0.7997286489002148
55 Cnc b,55 Cnc,13.9,0.4317824164255378,0.0029,700.0,0.118,5198.0,1.015,10.0,0.28717228195418765
55 Cnc c,55 Cnc,8.51,0.3960879462955674,0.088,517.363,0.247,5198.0,1.015,10.0,0.3336071827040012
55 Cnc e,55 Cnc,1.875,2.0360119837525,0.05,1958.0,0.01544,5172.0,0.905,5.5,0.3810382579059321
55 Cnc f,55 Cnc,7.59,0.4466070514393395,0.063,336.2,0.8019999999999999,5198.0,1.015,10.0,0.6227127266421107
6 Lyn b,6 Lyn,13.4,0.8628899551470399,0.042,403.73,2.0280000000000005,4941.0,1.32,2.353,0.43913506476900155
61 Vir b,61 Vir,2.11,1.3812818192963463,0.12,1090.0790000000002,0.050201,5577.0,0.942,8.96,0.31523957411075476
61 Vir c,61 Vir,4.46,0.7561219797213337,0.14,533.8399999999999,0.2174999999999999,5577.0,0.942,8.96,0.3363557335779871
61 Vir d,61 Vir,5.11,0.664233170395303,0.35,362.2,0.476,5577.0,0.942,8.96,0.4004595138143041
7 CMa b,7 CMa,13.4,0.8501509293696101,0.06,354.12,1.758,4826.0,1.34,4.3,0.42522742919659007
7 CMa c,7 CMa,13.9,0.4485245975686113,0.08,366.62,2.153,4826.0,1.34,4.3,0.46128985455003296
70 Vir b,70 Vir,12.6,2.020222182019865,0.3988,425.466,0.481,5495.0,1.09,7.77,0.31717923358292943
AT2021ueyL b,AT2021ueyL,13.6,0.6575200029167942,0.36893,333.4,4.01,3680.0,0.49,6.5,0.28163789390475163
AU Mic b,AU Mic,3.95677019,0.8415671856782186,0.00577,600.0,0.0649,3678.0,0.51,0.0201,0.2932825010512981
AU Mic c,AU Mic,2.52202066,0.7975071958841881,0.00338,459.0,0.1108,3678.0,0.51,0.0201,0.3685035380589566
AU Mic d,AU Mic,1.02,1.864080130807681,0.00305,807.4,0.102,3678.0,0.51,0.0201,0.4473523182289136
AU Mic e,AU Mic,4.87,0.6931471805599453,0.1557,480.0100000000001,0.102,3665.0,0.6000000000000001,0.0185,0.2995294960029657
BD+05 4868 A b,BD+05 4868 A,2.839553935,1.269760544863939,0.1241,1820.0,0.0208,4596.0,0.7,11.1,0.2288904389656375
BD+14 4559 b,BD+14 4559,13.8,0.5253200699164432,0.29,186.19,0.78,4864.0,0.49,5.561,0.6558106745629091
BD+20 594 b,BD+20 594,2.57807,2.1849270495258133,0.0,546.0,0.241,5766.0,1.6699999999999997,3.34,0.4647636411552964
BD+45 564 b,BD+45 564,13.6,0.6647477060382473,0.12,448.8,0.83,5004.0,0.81,5.415000000000001,0.637680991211479
BD+55 362 b,BD+55 362,14.0,0.3770656335864664,0.27,438.2,0.78,5012.0,0.909,5.763,0.5973992543108995
BD-06 1339 b,BD-06 1339,2.839553935,1.269760544863939,0.0,949.8,0.0428,4324.0,0.7,4.4,0.3057483721269004
BD-06 1339 c,BD-06 1339,8.38,0.4021262068426497,0.31,396.8,0.435,4324.0,0.7,4.4,0.6046704042616544
BD-08 2823 b,BD-08 2823,2.839553935,1.269760544863939,0.15,618.2,0.06,4816.0,0.5,4.5,0.33956294069066895
BD-08 2823 c,BD-08 2823,12.5,0.2569650997897204,0.19,350.29,0.6800000000000002,4746.0,0.74,4.5,0.6320126856269599
BD-10 3166 b,BD-10 3166,14.1,0.3133498192003587,0.02,1292.6,0.04,5393.0,1.4700000000000002,0.25,0.18829009086049825
BD-11 4672 b,BD-11 4672,14.1,0.3400373027857091,0.05,526.22,2.36,4550.0,0.651,7.4,0.28254380912006305
BD-11 4672 c,BD-11 4672,4.04,0.8241754429663495,0.4,265.92,0.3,4550.0,0.651,7.4,0.6158427999988713
BD-14 3065 b,BD-14 3065 A,21.59,1.1474024528375415,0.066,2001.0,0.0656,6935.0,1.41,2.24,0.193074919875674
BD-17 63 b,BD-17 63,12.8,1.667706820558076,0.5439,195.7,1.34,4714.0,0.7410000000000001,4.3,0.3225102153479228
BD-210397 b,BD-210397,14.0,0.3569748989477302,0.1,84.22,2.63,4051.0,0.679,6.2,0.2810697404734113
BEBOP-3 b,BEBOP-3,14.2,0.2926696139628199,0.247,614.1,1.444,6033.0,1.083,5.184,0.5149500699066724
Barnard b,Barnard's star,0.72,1.6863989535702286,0.03,438.0,0.0229,3195.0,0.162,4.74,0.5103769491630737
Barnard c,Barnard's star,0.743,1.7029282555214391,0.08,400.0,0.0274,3195.0,0.162,5.366,0.5302624868477929
Barnard d,Barnard's star,0.694,1.6714733033535532,0.04,483.0,0.0188,3195.0,0.162,5.254,0.4822130888217858
Barnard e,Barnard's star,0.637,1.62924053973028,0.04,340.0,0.0381,3195.0,0.162,6.757000000000001,0.6069256440208972
CD Cet b,CD Cet,1.82,1.5260563034950494,0.13491,464.0,0.0185,3130.0,0.161,3.0,0.46819145023650255
CI Tau c,CI Tau,13.0,1.3506671834767394,0.58,671.29,0.1699999999999999,3807.0,0.9,0.0025,0.19228478289653683
CoRoT-1 b,CoRoT-1,16.7,0.3220834991691133,0.0,1898.0,0.02752,5950.0,0.95,1.6,0.2104019222967895
CoRoT-10 b,CoRoT-10,10.87,1.547562508716013,0.53,600.0,0.1055,5075.0,0.89,3.0,0.2690063060856712
CoRoT-11 b,CoRoT-11,16.03,0.688134638736401,0.0,1657.0,0.0436,6440.0,1.27,2.0,0.214060163507295
CoRoT-12 b,CoRoT-12,16.14,0.3442986728706769,0.07,1442.0,0.04016,5675.0,1.078,6.3,0.20994139662481742
CoRoT-13 b,CoRoT-13,9.92,1.205970806988609,0.0,1700.0,0.051,5945.0,1.09,1.635,0.2138755099926615
CoRoT-14 b,CoRoT-14,12.22,2.1162555148025524,0.0,1952.0,0.027,6035.0,1.13,4.2,0.2180460621295825
CoRoT-16 b,CoRoT-16,13.11,0.3646431135879092,0.33,1048.9,0.0618,5650.0,1.098,6.73,0.19758830689283313
CoRoT-17 b,CoRoT-17,11.43,1.3402504226184837,0.0,1626.0,0.0461,5740.0,1.04,10.7,0.20382339481198664
CoRoT-18 b,CoRoT-18,14.68,1.1631508098056809,0.08,1550.0,0.0295,5440.0,0.95,0.6,0.17948018008712877
CoRoT-19 b,CoRoT-19,14.46,0.5364933705145685,0.047,2000.0,0.0518,6090.0,1.21,5.0,0.20893295048804003
CoRoT-2 b,CoRoT-2,16.432,0.904218150639886,0.0143,1521.0,0.02798,5625.0,0.96,2.7,0.21919691381606896
CoRoT-21 b,CoRoT-21,14.5717,0.8586616190375187,0.0,2154.864,0.0417,6200.0,1.29,4.1,0.21591990781320058
CoRoT-22 b,CoRoT-22,4.88,0.2223432311434406,0.077,885.0,0.092,5939.0,1.099,3.3,0.25135350970818093
CoRoT-23 b,CoRoT-23,11.77,1.3862943611198906,0.16,1660.0,0.048,5900.0,1.14,7.2,0.19383948421366445
CoRoT-24 b,CoRoT-24,3.7,0.6418538861723948,0.0,1070.0,0.056,4950.0,0.91,11.0,0.23956291356298565
CoRoT-24 c,CoRoT-24,5.0,0.832909122935104,0.0,850.0,0.098,4950.0,0.91,11.0,0.2792974874994908
CoRoT-25 b,CoRoT-25,12.11,0.1397619423751586,0.0,1330.0,0.0578,6040.0,1.09,4.5,0.22378667871149477
CoRoT-26 b,CoRoT-26,14.12,0.2468600779315258,0.0,1600.0,0.0526,5590.0,1.09,8.6,0.2175724792930533
CoRoT-27 b,CoRoT-27,11.287,2.6100697927420065,0.065,1500.0,0.0476,5900.0,1.05,4.21,0.21117358457553737
CoRoT-28 b,CoRoT-28,10.704595,0.5247285289349821,0.047,1338.753,0.0603,5150.0,1.01,12.0,0.18836133018568252
CoRoT-29 b,CoRoT-29,10.0881,0.8960880245566356,0.082,1136.6439999999998,0.0386,5260.0,0.97,4.5,0.2177070028187868
CoRoT-30 b,CoRoT-30,11.309881,1.4929040961781488,0.007,1058.0,0.0844,5650.0,0.98,3.0,0.24420052703902426
CoRoT-31 b,CoRoT-31,16.36514,0.2851789422336624,0.02,1637.6,0.0586,5700.0,1.25,4.7,0.21779164287949704
CoRoT-32 b,CoRoT-32,6.38913,0.7419373447293773,0.0780999999999999,938.0,0.071,5970.0,1.08,1.1187,0.22739527397180812
CoRoT-35 b,CoRoT-35,18.83108758,0.2546422183735807,0.0,1747.0,0.0429,6390.0,1.01,6.1,0.214588702093503
CoRoT-36 b,CoRoT-36,15.80466279,0.2231435513142097,0.0,1567.0,0.066,6730.0,1.32,2.1,0.20986464896284945
CoRoT-4 b,CoRoT-4,13.34,0.421994410059375,0.0,1074.0,0.09,6190.0,1.16,1.0,0.21670941220908602
CoRoT-5 b,CoRoT-5,15.558,0.1963888140053901,0.09,1438.0,0.04947,6100.0,1.0,6.9,0.20407626722138864
CoRoT-6 b,CoRoT-6,13.068,1.199964782928397,0.1,1017.0,0.0855,6090.0,1.05,2.5,0.22574188987203897
CoRoT-7 b,CoRoT-7,1.68135,2.3374694948475474,0.0,1756.0,0.017016,5275.0,0.8200000000000001,1.8,0.40238429888524174
CoRoT-7 c,CoRoT-7,2.83,1.1118575154181305,0.0,1097.4,0.046,5256.0,0.899,1.8,0.2797324442769834
CoRoT-7 d,CoRoT-7,4.31,0.7793248768009976,0.0834999999999999,837.4,0.102,5250.0,0.915,1.8,0.2781352344102713
CoRoT-8 b,CoRoT-8,6.39,0.9555114450274363,0.0,870.0,0.063,5080.0,0.8800000000000001,3.0,0.273370228931211
CoRoT-9 b,CoRoT-9,11.948794,0.6205764877251099,0.133,420.0,0.4021,5625.0,0.96,6.0,0.41755847935926493
DMPP-1 b,DMPP-1,5.29,0.6423800635062922,0.083,877.0,0.1462,6196.0,1.21,2.01,0.2578035136453614
DMPP-1 c,DMPP-1,3.06,1.043804052173115,0.057,1239.0,0.0733,6196.0,1.21,2.01,0.2519197457034396
DMPP-1 d,DMPP-1,1.65,1.62924053973028,0.07,1632.0,0.0422,6196.0,1.21,2.01,0.3668601984776924
DMPP-1 e,DMPP-1,1.86,1.5107219394949427,0.07,1314.0,0.0651,6196.0,1.21,2.01,0.3458093909171368
DMPP-2 b,DMPP-2,14.3,0.2319050569827825,0.078,1000.0,0.0664,6500.0,1.44,2.0,0.22355329523574974
DMPP-3 A b,DMPP-3 A,1.41,1.801709800081223,0.14,854.0,0.0662,5138.0,0.87,10.9,0.4140197313721349
DMPP-4 b,DMPP-4,3.53,0.924258901523332,0.063,1567.6,0.04853,6400.0,1.25,2.15,0.23131395373985564
DS Tuc A b,DS Tuc A,5.7,1.269760544863939,0.0,850.0,0.102,5428.0,1.01,0.045,0.25748818022627046
EPIC 201170410.02,EPIC 201170410,1.047,1.873339456220478,0.0,592.2,0.0349,3648.0,0.287,4.779999999999999,0.5231950167613272
EPIC 201238110 b,EPIC 201238110,1.87,1.5040773967762742,0.09866,388.3,0.102,3587.0,0.41,3.68,0.5534287168616654
EPIC 201427007 b,EPIC 201427007,1.5,1.7334238922150915,0.04,1478.5,0.102,5633.0,0.9300000000000002,7.784999999999999,0.40326470231561995
EPIC 201497682 b,EPIC 201497682,0.692,1.6695918352538477,0.0186,807.2,0.102,4991.0,0.78,6.106,0.43943258193432916
EPIC 201595106 b,EPIC 201595106,1.565,2.4932054526026954,0.0,2038.0,0.0177,5679.0,0.958,6.0,0.41287100140400707
EPIC 201615463 c,K2-166,1.22,1.9444805562457188,0.0,1337.42,0.102,5960.0,1.073,5.574,0.4247578504593861
EPIC 201754305 d,K2-16,1.03,1.860974538249528,0.010432,1029.1,0.102,4761.0,0.67,8.218000000000002,0.45254319028937134
EPIC 201757695.02,EPIC 201757695,0.90819,1.80005827204275,0.0,1011.98,0.0296,4520.0,0.727,5.707999999999999,0.41283104900516365
EPIC 201833600 c,K2-50,1.0,1.8468787684491343,0.017,784.7900000000001,0.102,4326.0,0.611,6.098,0.48277291565774166
EPIC 201841433 b,EPIC 201841433,1.04,1.867176108512809,0.0209999999999999,898.82,0.035,5053.0,0.8019999999999999,4.298499999999999,0.4463344376607139
EPIC 205950854 c,K2-168,1.31,1.8794650496471603,0.0,960.6,0.102,5502.7,0.877,4.129,0.4578684396842733
EPIC 206024342 b,EPIC 206024342,1.7,1.599387576580599,0.0046,893.8,0.102,5724.0,0.9280000000000002,1.6800000000000004,0.4151688635901333
EPIC 206024342 c,EPIC 206024342,1.4,1.8066480817218056,0.039,1605.6,0.102,5724.0,0.9280000000000002,6.723000000000001,0.4152153006415211
EPIC 206024342 d,EPIC 206024342,2.6,1.184789984909162,0.0649,871.6,0.102,5724.0,0.9280000000000002,7.37,0.31588937602649725
EPIC 206032309 b,EPIC 206032309,1.01,1.854734268389444,0.0551,612.1800000000001,0.102,3489.0,0.221,3.361,0.6428070329855492
EPIC 206042996 b,EPIC 206042996,1.7,1.599387576580599,0.0,569.6,0.102,4114.0,0.565,4.063,0.4986091182380867
EPIC 206042996 c,EPIC 206042996,1.2,1.9387416595767009,0.114032,1207.4699999999998,0.102,4114.0,0.565,4.246,0.4361707610870666
EPIC 206215704 b,EPIC 206215704,1.0,1.8468787684491343,0.048586,453.69,0.102,3297.0,0.407,3.742,0.7939223618843305
EPIC 206317286 b,EPIC 206317286,0.96,1.827769906751088,0.008,1161.79,0.102,4752.0,0.7109999999999999,8.443999999999999,0.4265956531877481
EPIC 206317286 c,EPIC 206317286,2.094,1.3887912413184778,0.01,597.7,0.102,4752.0,0.8319999999999999,4.3906,0.4297655063920039
EPIC 211822797 b,EPIC 211822797,1.92,1.4770487243883548,0.06,431.0,0.1195,4057.0,0.62,0.79,0.4907128957457007
EPIC 211945201 b,EPIC 211945201,5.76,0.2851789422336624,0.0,817.0,0.1493,6069.0,1.17,3.99,0.27491299895097526
EPIC 212297394 b,EPIC 212297394,1.48,1.7457155307266483,0.0284,1149.0,0.102,5171.0,0.83,5.353,0.42477222473443094
EPIC 212297394 c,EPIC 212297394,2.27,1.3110318766193438,0.026,866.0,0.102,5171.0,0.83,5.63,0.35874539487479373
EPIC 212424622 b,EPIC 212424622,2.17,1.355835153635182,0.0,791.1,0.102,5782.33,1.106,4.816,0.3751550411505268
EPIC 212499991 b,EPIC 212499991,1.6,1.66392609771817,0.0,531.866,0.102,4982.79,0.912,3.336,0.5042612433408161
EPIC 212587672 b,EPIC 212587672,1.26,1.9242486522741336,0.0,756.0,0.102,6004.0,0.99,4.324,0.4828383703139167
EPIC 212587672 c,EPIC 212587672,2.32,1.2919836816486496,0.0,658.0,0.102,6004.0,0.99,4.443,0.3837007417280966
EPIC 212624936 b,EPIC 212624936,1.2,1.9387416595767009,0.0073999999999999,1637.8,0.102,5765.0,1.0,1.8541,0.42486609561439864
EPIC 212624936 c,EPIC 212624936,2.3,1.297463147413275,0.0,764.1,0.102,5765.0,1.0,1.3140000000000005,0.35616175061531574
EPIC 212737443 b,EPIC 212737443,2.586,1.1908875647772803,0.2,536.0,0.098,4684.0,0.69,7.963100000000002,0.3670709136797333
EPIC 212737443 c,EPIC 212737443,2.69,1.1537315878891892,0.2,316.0,0.28,4684.0,0.69,5.736,0.5730524646514557
EPIC 220492298 b,EPIC 220492298,0.99,1.8421356765531216,0.0073999999999999,1610.2,0.102,5620.0,0.95,3.651,0.4146259293028125
EPIC 220554210 c,K2-282,1.6,1.66392609771817,0.1294,1246.09,0.102,5499.0,0.94,7.297,0.3841324363145808
EPIC 220674823 b,EPIC 220674823,1.676,2.3115448343655176,0.0,2299.0,0.01314,5578.0,0.913,7.5,0.4062534008772771
EPIC 220674823 c,EPIC 220674823,2.84,1.000631880307906,0.17,804.0,0.1073,5578.0,0.913,7.5,0.29122798648551396
EPIC 228836835 b,EPIC 228836835,1.1,1.8961194845522973,0.0323,932.0,0.102,3782.0,0.418179,7.028999999999999,0.5670064318643491
EPIC 229004835 b,EPIC 229004835,2.332,1.7029282555214391,0.23,804.0,0.1237,5868.0,0.97,4.9,0.35670720043096593
EPIC 246851721 b,EPIC 246851721,11.780659,1.410986973710262,0.18675,1401.0,0.07229,6202.0,1.3169999999999995,3.02,0.18872053164507532
EPIC 249893012 b,EPIC 249893012,1.95,2.0001277349601105,0.06,1616.0,0.047,5430.0,1.05,9.0,0.3685405154551981
EPIC 249893012 c,EPIC 249893012,3.67,0.9631743177730056,0.07,990.0,0.13,5430.0,1.05,9.0,0.25991042857567354
EPIC 249893012 d,EPIC 249893012,3.94,0.6471032420585385,0.15,752.0,0.22,5430.0,1.05,9.0,0.27603128544696726
G 192-15 b,G 192-15,1.02,1.8453002361560848,0.0,453.6,0.01723,2999.0,0.132,3.148,0.5473999741774361
G 264-012 b,G 264-012,1.39,1.8115620965242347,0.004876,587.0,0.02279,3326.0,0.297,5.32,0.49946034977112597
G 264-012 c,G 264-012,1.76,1.5644405465033646,0.061593,387.0,0.0525,3326.0,0.297,6.616,0.5462862470111735
G 268-110 b,G 268-110,1.13,1.9154509415706047,0.0,534.0,0.0128299999999999,5549.0,0.137,6.564,0.549466453517242
G 9-40 b,G 9-40,1.9,1.4350845252893227,0.0,440.6,0.0418,3395.0,0.2952,9.9,0.48626671221697215
GJ 1132 b,GJ 1132,1.19151465,1.9416152247724323,0.0118,583.8,0.0157,3229.0,0.1944999999999999,5.0,0.5052514878163678
GJ 1132 c,GJ 1132,1.43,1.7850704810772584,0.27,300.0,0.0476,3270.0,0.181,5.0,0.725636593357327
GJ 1148 b,GJ 1148,11.9,0.2738366656297278,0.38,558.862,0.166,3287.0,0.3440449999999999,4.034000000000001,0.5556869816921979
GJ 1148 c,GJ 1148,9.71,0.3428802329165431,0.342,332.32700000000006,0.912,3287.0,0.3440449999999999,5.618,0.28063342883716286
GJ 1151 c,GJ 1151,3.25,0.9932517730102834,0.4028,247.5,0.5714,3280.0,0.1639,2.7741,0.39988252765996757
GJ 1214 b,GJ 1214,2.733,1.181727195378616,0.0062,567.0,0.01505,3101.0,0.182,3.0,0.3647593395064005
GJ 1252 b,GJ 1252,1.193,1.6486586255873816,0.0,1089.0,0.00915,3458.0,0.381,3.9,0.3896933575795431
GJ 1265 b,GJ 1265,2.63,1.175573329804238,0.04,454.525,0.026,3236.0,0.178,4.840999999999999,0.42562681399232993
GJ 1289 b,GJ 1289,2.38,1.269760544863939,0.0,150.0,0.27,3296.0,0.21,4.252999999999999,0.3712658381939066
GJ 143 b,GJ 143,2.61,2.079441541679836,0.188,422.0,0.1915,4640.0,0.73,3.8,0.4850549993326574
GJ 15 A b,GJ 15 A,1.55,1.6992786164338898,0.094,550.0,0.072,3607.0,0.38,5.095000000000001,0.5397205733124083
GJ 160.2 b,GJ 160.2,3.17,1.015230679729059,0.06,772.367,0.053,4347.0,0.69,3.399,0.2998546868453432
GJ 163 b,GJ 163,3.25,0.9932517730102834,0.073,370.8,0.0607,3500.0,0.4,6.0,0.40945406190859734
GJ 163 c,GJ 163,2.5,1.2208299213923592,0.099,323.34700000000004,0.1254,3500.0,0.4,6.0,0.6592900267900863
GJ 163 d,GJ 163,5.92,0.5760514086836981,0.373,303.62,1.0304,3500.0,0.4,6.0,0.3379448111815768
GJ 179 b,GJ 179,13.8,0.4891933236388768,0.21,300.0,2.4100000000000006,3370.0,0.357,4.69,0.3537187788889067
GJ 180 b,GJ 180,2.43,1.249901736214336,0.07,358.39,0.092,3371.0,0.4299999999999999,4.260000000000001,0.5815688549122952
GJ 180 c,GJ 180,2.41,1.2556160374777745,0.09,370.29,0.129,3371.0,0.4299999999999999,3.767,0.6834201147593051
GJ 180 d,GJ 180,2.66,1.1662709371419244,0.14,235.188,0.309,3371.0,0.4299999999999999,1.052,0.44107446832487185
GJ 2030 b,GJ 2030,2.03,1.4182774069729414,0.239,1567.3,0.034,5485.0,0.96,8.558,0.29360926478634364
GJ 229 A c,GJ 229,2.87,1.095273387402595,0.366,308.22,0.384,3564.0,0.509,0.4,0.4044052094993066
GJ 229 b,GJ 229,3.97,0.8372475245337022,0.404,281.36,1.086,3564.0,0.509,0.4,0.3506009156633674
GJ 238 b,GJ 238,0.566,1.5727739280625088,0.0560099999999999,758.0,0.02123,3485.0,0.4193,6.685,0.38236063900118145
GJ 251 b,GJ 251,1.79,1.545432582458188,0.0,336.0,0.0808,3342.0,0.35,6.8,0.6346527747378164
GJ 251 c,GJ 251,1.8,1.5390154481375546,0.0,216.0,0.196,3342.0,0.35,6.8,0.8505967218133639
GJ 27.1 b,GJ 27.1,3.66,0.9001613499442714,0.08,476.0,0.101,3542.0,0.53,3.967,0.4534764830216381
GJ 273 b,GJ 273,1.51,1.724550719534605,0.1,284.8,0.091101,3382.0,0.2899999999999999,4.369000000000001,0.8565930067943763
GJ 273 c,GJ 273,1.06,1.8625285401162623,0.17,442.9,0.036467,3382.0,0.2899999999999999,4.343999999999999,0.5325691190296239
GJ 3021 b,GJ 3021,13.1,1.2864740258376797,0.511,350.0,0.49,5540.0,0.9,0.37,0.37536996029270303
GJ 3082 b,GJ 3082,2.79,1.1216775615991057,0.22,445.334,0.079,3910.0,0.4699999999999999,4.70901,0.39831551239922086
GJ 3090 b,GJ 3090,2.18,1.2237754316221157,0.25,723.0,0.0316,3707.0,0.519,2.7265,0.32679045984391014
GJ 3090 c,GJ 3090,3.14,1.0188473201992472,0.0,407.2,0.0997,3707.0,0.519,3.16,0.43473564765506484
GJ 3138 b,GJ 3138,1.18,1.9387416595767009,0.19,892.985,0.0197,3717.0,0.6810000000000002,2.505,0.409297618023515
GJ 3138 c,GJ 3138,1.88,1.4951487660319729,0.11,511.5,0.057,3717.0,0.6810000000000002,4.648000000000001,0.4500243710324168
GJ 3138 d,GJ 3138,3.23,0.9969486348916092,0.32,134.29000000000002,0.698,3717.0,0.6810000000000002,2.27,0.28559022473168183
GJ 317 b,GJ 317,13.3,1.0508216248317612,0.0826,283.9,1.138,3496.0,0.4019999999999999,5.0,0.3953666057325318
GJ 328 b,GJ 328,13.3,1.0508216248317612,0.227,132.35000000000002,4.109999999999999,3897.0,0.65,4.949999999999999,0.26536593218393456
GJ 328 c,GJ 328,4.91,0.6896410412306576,0.1982999999999999,331.807,0.657,3897.0,0.65,6.81,0.3927105107016082
GJ 3293 b,GJ 3293,5.19,0.6549259677397475,0.06,290.61,0.14339,3466.0,0.4199999999999999,6.283,0.6892907078181439
GJ 3293 c,GJ 3293,4.87,0.6931471805599453,0.11,176.33,0.36175,3466.0,0.4199999999999999,5.98,0.36505037636940396
GJ 3293 d,GJ 3293,2.67,1.1600209167967532,0.12,301.202,0.1939399999999999,3466.0,0.4199999999999999,3.221,0.7706861888147434
GJ 3293 e,GJ 3293,1.63,1.6409365794934714,0.21,371.9,0.08208,3466.0,0.4199999999999999,4.170000000000001,0.5575612859666558
GJ 3323 b,GJ 3323,1.23,1.9401794743463283,0.23,343.81000000000006,0.03282,3159.0,0.164,5.991999999999999,0.6284551640249353
GJ 3323 c,GJ 3323,1.32,1.874874375938561,0.17,176.07,0.1264,3159.0,0.164,5.574,0.5369626542131964
GJ 3341 b,GJ 3341,2.46,1.235471471385307,0.31,395.58,0.089,3526.0,0.4699999999999999,3.538,0.4387219038831381
GJ 338 B b,GJ 338 B,3.25,0.9932517730102834,0.109,391.0,0.142,4014.0,0.64,4.0,0.43087450006341554
GJ 341 b,GJ 341,0.88,1.269760544863939,0.0,629.0,0.102,3770.0,0.48,3.152,0.4930723728644082
GJ 3470 b,GJ 3470,4.57,0.5877866649021191,0.017,593.5,0.0354999999999999,3600.0,0.539,1.65,0.3121789828531099
GJ 3473 b,GJ 3473,1.264,1.7967470107390942,0.0,773.0,0.01589,3347.0,0.36,3.608,0.45159603240413526
GJ 3473 c,GJ 3473,2.63,1.175573329804238,0.0,329.1,0.0876,3347.0,0.36,3.682,0.5850096108804085
GJ 357 b,GJ 357,1.2,1.88706964903238,0.0434,518.0,0.036,3505.0,0.342,6.054,0.5257419047919937
GJ 357 c,GJ 357,1.66,1.6253112615903906,0.0328,401.2,0.061,3505.0,0.342,5.686000000000001,0.5572723331582271
GJ 357 d,GJ 357,2.34,1.2864740258376797,0.2894,219.6,0.204,3505.0,0.342,2.144,0.7376459557566661
GJ 3634 b,GJ 3634,2.83,1.1118575154181305,0.08,695.5,0.0287,3517.0,0.45,5.0,0.3190699032675645
GJ 367 b,GJ 367,0.699,2.4159137783010487,0.06,1365.0,0.00709,3522.0,0.455,6.029,0.35948320875288753
GJ 367 c,GJ 367,1.86,1.5107219394949427,0.09,482.73,0.102,3522.0,0.455,2.896,0.5507334121417383
GJ 367 d,GJ 367,2.33,1.2864740258376797,0.14,326.49,0.102,3522.0,0.455,4.626,0.5489295158297838
GJ 3779 b,GJ 3779,2.75,1.1346227261911428,0.07,498.91,0.026,3324.0,0.27,4.324,0.37129755356449795
GJ 3929 b,GJ 3929,1.09,2.1162555148025524,0.0,568.0,0.0252,3384.0,0.313,7.1,0.5118169763312569
GJ 3929 c,GJ 3929,2.26,1.3137236682850553,0.0,317.0,0.081,3384.0,0.313,7.1,0.6629273680212637
GJ 393 b,GJ 393,1.17,1.927164106234258,0.1102399999999999,485.0,0.05402,3579.0,0.426,4.907,0.5294058532419597
GJ 3942 b,GJ 3942,2.57,1.1969481893889715,0.121,590.0,0.0608,3867.0,0.63,2.73,0.35562016295060417
GJ 3988 b,GJ 3988,1.74,1.578978704949392,0.0,348.0,0.0405,3273.0,0.1842,5.369,0.6138978810589679
GJ 3998 b,GJ 3998,1.39,1.8115620965242347,0.0,666.9,0.03,3726.0,0.52,8.38,0.47691525376371907
GJ 3998 c,GJ 3998,2.5,1.2237754316221157,0.0,389.9,0.09,3726.0,0.52,8.38,0.4547005540530959
GJ 3998 d,GJ 3998,2.34,1.2809338454620645,0.0,289.74,0.189,3726.0,0.52,8.38,0.7484869178928284
GJ 411 b,GJ 411,1.45,1.766441661243765,0.063,349.83,0.07879,3719.0,0.3899,8.047,0.6120613637537714
GJ 414 A b,GJ 414 A,2.63,1.1939224684724346,0.45,308.6,0.2324,4120.0,0.65,12.4,0.5302567255106103
GJ 414 A c,GJ 414 A,8.4,0.4047982191204606,0.105,124.7,1.4,4120.0,0.65,12.4,0.2565872342571166
GJ 422 b,GJ 422,3.33,0.9745596399981308,0.11,385.9,0.111,3323.0,0.35,4.1297,0.6181098103124749
GJ 4274 b,GJ 4274,1.53,1.715598108262491,0.01868,574.4,0.0153,3228.0,0.18,0.12,0.45276086938377025
GJ 4274 c,GJ 4274,2.83,1.1085626195212777,0.18673,158.88000000000002,0.186,3228.0,0.18,0.12,0.2723717596825146
GJ 4276 b,GJ 4276,4.22,0.7929925155296614,0.37,389.25,0.082,3387.0,0.406,6.9,0.4042817411464149
GJ 433 b,GJ 433,2.33,1.289232648276759,0.04,549.13,0.062,3461.0,0.48,5.7780000000000005,0.4403223272098006
GJ 433 d,GJ 433,2.14,1.3686394258811698,0.07,322.89,0.178,3461.0,0.48,4.98,0.7874917751731267
