pl_name,hostname,pl_rade,pl_dens,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_mass,st_age,LSS
K2-210 b,K2-210,0.86,1.7732559976634952,0.0073999999999999,1668.5,0.102,5500.0,0.911717,2.978,0.40250889107339805
K2-211 b,K2-211,1.33162691,1.8594181177018696,0.19,1873.0,0.01419,5117.0,0.851,6.5,0.3857637416633824
K2-212 b,K2-212,2.65,1.169381359556317,0.0017,542.0,0.0785,4349.0,0.622,5.924999999999999,0.38822537756189185
K2-213 b,K2-213,1.51398464,1.7209792871670078,0.0097,1065.499,0.102,5794.0,1.069596,5.868,0.41789671494311253
K2-214 b,K2-214,2.51,1.2178757094949273,0.0,1001.0,0.0834,5875.0,1.03,4.574,0.31107156665560004
K2-215 b,K2-215,2.12381238,1.3762440252663892,0.0,856.0,0.102,5704.0,0.9999869999999998,4.075,0.3728565303384144
K2-216 b,K2-216,1.75,2.2192034840549946,0.0,1103.0,0.028,4503.0,0.7,7.291499999999999,0.41107195249533124
K2-217 b,K2-217,3.57854073,0.9162907318741552,0.0399,920.4,0.102,5967.0,1.102661,5.58,0.27543001331718786
K2-218 b,K2-218,2.56948149,1.1969481893889715,0.003,903.8,0.102,5757.0,1.047488,2.405,0.3223058970409895
K2-219 b,K2-219,1.34762583,1.8468787684491343,0.0073999999999999,1238.026,0.102,5753.0,1.021545,5.705,0.4275372182969404
K2-219 c,K2-219,1.43839723,1.776645831418007,0.0364,1120.5,0.102,5753.0,1.021545,6.5920000000000005,0.4184054390751736
K2-219 d,K2-219,2.57634456,1.1939224684724346,0.02,899.4,0.102,5753.0,1.021545,6.920999999999999,0.31715919408941556
K2-22 b,K2-22,2.3,1.269760544863939,0.19,2100.0,0.009,3879.0,0.595292,2.638,0.2543823857419122
K2-220 b,K2-220,2.37,1.269760544863939,0.0109,761.0,0.1104,5612.0,0.91,6.856999999999999,0.3621173933168529
K2-221 b,K2-221,1.67890272,1.6134299337036375,0.0073999999999999,1177.216,0.102,5716.0,1.010842,3.835,0.39581331872830683
K2-222 b,K2-222,2.35,1.5432981099295553,0.16,871.0,0.1206,5942.0,0.989,7.1,0.3371214453973732
K2-223 b,K2-223,0.89,1.790091412127358,0.0,2271.0,0.0127,5859.0,1.06,2.2127000000000003,0.39325099939441244
K2-223 c,K2-223,1.5,1.7334238922150915,0.0,1091.0,0.0548999999999999,5859.0,1.06,2.1237000000000004,0.4172461442173378
K2-224 b,K2-224,1.56,1.6882490928583902,0.0,1002.0,0.0516,5620.0,0.91,2.2363,0.41996305894961417
K2-224 c,K2-224,2.41,1.2556160374777745,0.0,764.0,0.0886,5620.0,0.91,2.9093,0.35998290381782627
K2-225 b,K2-225,3.60929179,0.9082585601768908,0.23,923.0,0.1409,5520.0,1.482,0.0121,0.20901398108414695
K2-226 b,K2-226,1.53899305,1.7029282555214391,0.22,1187.0,0.04095,5288.0,0.856,9.6,0.3609342980518736
K2-227 b,K2-227,1.66551298,1.6213664832993742,0.0,770.5,0.102,5673.0,0.950811,2.913,0.44647952414825604
K2-228 b,K2-228,1.21,1.9401794743463283,0.006,914.0,0.0338,4715.0,0.71,7.075500000000001,0.4522886514469237
K2-229 b,K2-229,1.0,2.151762203259462,0.0,1818.0,0.0131,5315.0,0.87,5.4,0.41120377207980663
K2-229 c,K2-229,2.03,1.8082887711792648,0.0,750.0,0.0769,5315.0,0.87,5.4,0.43934480014950505
K2-230 b,K2-230,1.96,1.4539530095937054,0.0348,1529.0,0.0409,5945.0,1.11,6.612,0.3369179823972722
K2-231 b,K2-231,2.5,1.2208299213923592,0.0,756.636,0.102,5695.0,1.01,3.0,0.3533577844302024
K2-232 b,K2-232,11.209,0.3400373027857091,0.258,1030.0,0.10356,6154.0,1.188,1.43,0.18980495107946782
K2-233 b,K2-233,1.315,1.9021075263969205,0.0,1127.0,0.03293,4796.0,0.79,0.36,0.39864760818721995
K2-233 c,K2-233,1.272,2.5952547069568657,0.0,794.0,0.0664,4796.0,0.79,0.36,0.44439588054719353
K2-233 d,K2-233,2.363,1.667706820558076,0.18,525.0,0.1516,4796.0,0.79,0.36,0.39805574912433117
K2-237 b,K2-237,16.06246934,0.4555243079809012,0.03,1759.0,0.03552,6180.0,1.256,1.09,0.19280893032179203
K2-238 b,K2-238,14.5717,0.4446858212614457,0.0,1587.0,0.046,5630.0,1.19,5.63,0.22146091072204574
K2-239 b,K2-239,1.1,1.8961194845522973,0.0715,502.0,0.0441,3420.0,0.4,6.483,0.5330238419659663
K2-239 c,K2-239,1.0,1.8468787684491343,0.07531,427.0,0.0576,3420.0,0.4,5.989,0.563450308243726
K2-239 d,K2-239,1.1,1.8961194845522973,0.0382,399.0,0.0685,3420.0,0.4,4.798,0.6082453828961641
K2-24 b,K2-24,5.4,0.494696241836107,0.06,686.0,0.1539999999999999,5625.0,1.07,5.1,0.2979533598921311
K2-24 c,K2-24,7.5,0.1823215567939545,0.07,542.0,0.247,5625.0,1.07,5.1,0.32693644456744886
K2-240 b,K2-240,2.0,1.4350845252893227,0.0121,586.0,0.0513,3810.0,0.58,4.101999999999999,0.43242460914778025
K2-240 c,K2-240,1.8,1.541159071680806,0.014,389.0,0.1159,3810.0,0.58,4.057,0.5554273084538242
K2-241 b,K2-241,2.55,1.2029723039923526,0.0545,507.0,0.1567,5262.0,0.71,7.010000000000001,0.4074745591202702
K2-242 b,K2-242,2.54,1.205970806988609,0.0661,416.0,0.0494,3459.0,0.38,4.887700000000001,0.4255964905878387
K2-243 b,K2-243,2.17,1.355835153635182,0.0028,1035.0,0.1087,6570.0,1.29,2.3100000000000005,0.33228427100834146
K2-243 c,K2-243,2.01,1.430311246536665,0.0,801.0,0.1816999999999999,6570.0,1.29,2.493,0.3875272198368777
K2-244 b,K2-244,1.75,1.5686159179138452,0.0731,638.0,0.1418,5677.0,0.86,6.802,0.4520480030193228
K2-245 b,K2-245,4.34,0.7747271675523681,0.0794,923.0,0.0959,5793.0,0.83,13.236,0.22735740923060827
K2-246 b,K2-246,3.49,0.9360933591703346,0.0825999999999999,977.0,0.0602,5610.0,0.87,6.85,0.2632977169002536
K2-247 b,K2-247,2.12,1.3762440252663892,0.0799,979.0,0.0304,4667.0,0.74,8.682999999999998,0.3299091273040674
K2-247 c,K2-247,2.19,1.3454723665996355,0.0,688.0,0.0615,4667.0,0.74,4.182,0.3976142662793801
K2-248 b,K2-248,2.57,1.1969481893889715,0.0,886.0,0.0699,5528.0,0.8800000000000001,3.446,0.32414383462249285
K2-249 b,K2-249,2.79,1.1216775615991057,0.00071,1061.0,0.1151,6504.0,1.32,2.8499,0.28213796932455737
K2-25 b,K2-25,3.44,1.4609379041156565,0.428,494.0,0.0287,3207.0,0.2634,0.73,0.3197825172944771
K2-250 b,K2-250,2.71257333,1.1474024528375415,0.21,1003.0,0.04606,5003.0,0.8090000000000002,8.2,0.26186983659805313
K2-251 b,K2-251,2.35,1.2781522025001877,0.1003,437.0,0.0694,3717.0,0.52,3.518,0.4201352606489631
K2-252 b,K2-252,1.74,1.5769147207285403,0.0487,639.0,0.1041,5152.0,0.79,7.218999999999999,0.45746595730504397
K2-253 b,K2-253,12.67,1.269760544863939,0.014,1238.0,0.0506,6027.0,1.08,3.393,0.2244853045546104
K2-254 b,K2-254,1.63,1.6428726885203375,0.0232,791.0,0.0448,4629.0,0.71,7.697,0.43566119497188044
K2-254 c,K2-254,2.19,1.3454723665996355,0.0313,551.0,0.0923,4629.0,0.71,6.583000000000001,0.42766365480324586
K2-255 b,K2-255,2.9,1.0885619528146082,0.0633,1034.0,0.0274,4676.0,0.71,7.834999999999999,0.2692182778715937
K2-257 b,K2-257,0.83,1.7561322915849038,0.0172,789.0,0.0216,3725.0,0.52,4.686999999999999,0.4236411922019214
K2-258 b,K2-258,3.0,1.0612565021243408,0.0057,831.0,0.149,6351.0,1.21,1.822,0.30272278731211494
K2-259 b,K2-259,2.32,1.2919836816486496,0.0,795.0,0.1271,6059.0,1.14,3.358,0.35907951485663625
K2-26 b,K2-26,2.67,1.1631508098056809,0.1066,430.0,0.0962,3785.0,0.56,1.0,0.4039122576498857
K2-260 b,K2-260,18.41635529,0.3920420877760237,0.053,2090.0,0.04392,6860.0,1.637,0.65,0.16806935470976997
K2-261 b,K2-261,9.26982704,0.3873011374804932,0.274,1036.0,0.1086,5490.0,1.1069999999999998,8.8,0.19638167061157707
K2-263 b,K2-263,2.41,1.916922612182061,0.15,470.0,0.2573,5368.0,0.8800000000000001,7.0,0.4819087675747669
K2-264 b,K2-264,2.231,1.3297240096314962,0.5,496.0,0.05023,3660.0,0.496,3.567,0.36770101597374605
K2-264 c,K2-264,2.668,1.1631508098056809,0.45,331.0,0.11283,3660.0,0.496,2.768,0.4885768467852763
K2-265 b,K2-265,1.70824866,2.186051276738094,0.16,1366.0,0.03359,5420.0,0.901,7.8,0.38172640759344156
K2-266 b,K2-266,3.3,1.000631880307906,0.12488,1515.0,0.01306,4285.0,0.6860000000000002,6.780500000000001,0.22192184803486725
K2-266 c,K2-266,0.705,1.713797927758343,0.042,664.5,0.0679,4285.0,0.6860000000000002,5.5185,0.44549766506322536
K2-266 d,K2-266,2.93,1.1085626195212777,0.047,538.3,0.1035,4285.0,0.6860000000000002,3.8809999999999993,0.3748091143677314
K2-266 e,K2-266,2.73,1.1662709371419244,0.043,490.1,0.1249,4285.0,0.6860000000000002,4.019,0.4039626591360085
K2-268 b,K2-268,1.5,1.7334238922150915,0.0,1136.0,0.0308,5106.0,0.8400000000000001,4.162,0.4133262784671635
K2-268 c,K2-268,2.69,1.1537315878891892,0.0,696.0,0.0819,5106.0,0.8400000000000001,4.0920000000000005,0.3527326395408743
K2-268 d,K2-268,1.49,1.7404661748405044,0.005,888.0,0.102,5106.0,0.8400000000000001,4.141,0.4523561882705377
K2-268 e,K2-268,1.33,1.8625285401162623,0.011,801.0,0.102,5106.0,0.8400000000000001,4.43,0.48163389072442775
K2-268 f,K2-268,2.23,1.3270750014599193,0.0,492.0,0.102,5106.0,0.8400000000000001,3.673000000000001,0.4324538998739188
K2-269 b,K2-269,1.57,1.6845453849209058,0.0,1429.0,0.0531,6209.0,1.16,3.279,0.39113812508720436
K2-27 b,K2-27,4.74,0.9969486348916092,0.251,836.0,0.06702,5246.0,0.8800000000000001,10.3,0.24307114131316646
K2-270 b,K2-270,1.38,1.8229350866965048,0.0,1203.0,0.0247,4877.0,0.8500000000000001,7.1696,0.4202712851150191
K2-270 c,K2-270,2.95,1.075002423028976,0.0118,848.0,0.0497,4877.0,0.8500000000000001,5.6696,0.3045590294533147
K2-271 b,K2-271,7.28,0.4668737362368079,0.18393,893.0,0.077,5644.0,0.83,10.1277,0.21719451696220549
K2-272 b,K2-272,3.13,1.0224509277025458,0.0,747.0,0.1007,5397.0,0.86,4.127999999999999,0.32797896023147266
K2-273 b,K2-273,3.05,1.0473189942805592,0.024,849.0,0.0729,5161.0,0.89,5.7996,0.3033345597210019
K2-274 b,K2-274,2.08,1.396244691973059,0.00035,655.0,0.0964,5044.0,0.79,1.229,0.4056149450509477
K2-275 b,K2-275,2.34,1.2837077723447896,0.0,1166.0,0.0277,4841.0,0.77,3.126,0.309689096822368
K2-275 c,K2-275,2.21,1.3376291891386096,0.0,653.0,0.0881,4841.0,0.77,2.958,0.40482300137313293
K2-276 b,K2-276,3.77,0.8754687373538999,0.0946,583.0,0.1291,5139.0,0.8200000000000001,6.483999999999999,0.3398128626824808
K2-277 b,K2-277,2.18575124,1.6094379124341005,0.52,1049.0,0.0664,5680.0,0.974,4.9,0.29509662237021717
K2-278 b,K2-278,2.98,1.0647107369924282,0.0078,1711.0,0.0488,6747.0,1.4,1.944,0.2470708318187223
K2-279 b,K2-279,1.21,1.9401794743463283,0.0251,879.0,0.067,5558.0,0.79,6.244,0.4579539265129313
K2-28 b,K2-28,2.32,1.2919836816486496,0.0,568.0,0.0214,3214.0,0.257,5.4350000000000005,0.3893235296133044
K2-280 b,K2-280,7.5,0.3920420877760237,0.35,787.0,0.1461,5500.0,1.03,8.96,0.22687499553867885
K2-281 b,K2-281,8.18,0.4127716832906025,0.16421,665.0,0.0773,4812.0,0.8200000000000001,4.361,0.2787680414541322
K2-282 b,K2-282,2.5,1.2208299213923592,0.1341,1057.0,0.0499,5499.0,0.94,7.561,0.2840257981872318
K2-283 b,K2-283,3.52,0.9321640810304452,0.0502,1186.0,0.0291,5060.0,0.89,6.4502,0.24901784314494074
K2-284 b,K2-284,2.78,1.1249295969854831,0.078,653.0,0.04771,4140.0,0.63,0.12,0.2943982676794161
K2-285 b,K2-285,2.59,1.4036429994545037,0.0,1088.9,0.03817,4975.0,0.83,3.806200000000002,0.3100993126183254
K2-285 c,K2-285,3.53,1.0818051703517284,0.0,741.4,0.0824,4975.0,0.83,2.7522,0.3259817247730669
K2-285 d,K2-285,2.48,1.269760544863939,0.0,619.9,0.1178,4975.0,0.83,4.4652,0.3916487660946021
K2-285 e,K2-285,1.95,1.269760544863939,0.0,500.9,0.18041,4975.0,0.83,4.6162,0.47199299811391177
K2-286 b,K2-286,2.1,1.3862943611198906,0.0642,347.0,0.1768,3926.0,0.64,2.78,0.5502114769737324
K2-287 b,K2-287,9.494023,0.4885800148186709,0.478,804.0,0.1206,5695.0,1.056,4.5,0.21987661884219054
K2-288 B b,K2-288 B,1.9,1.4861396960896067,0.2082,226.36,0.164,3341.0,0.33,1.0,0.8120652703439678
K2-289 b,K2-289,9.1,0.3681093215643954,0.07996,753.0,0.107,5529.0,0.9529999999999998,6.096210000000001,0.2837672302998622
K2-29 b,K2-29,13.33871,0.4252677354043441,0.066,1171.0,0.04217,5358.0,0.94,2.6,0.22047629425112478
K2-290 b,K2-290,3.06,1.62924053973028,0.0,1230.0,0.0923,6302.0,1.194,4.0,0.30342825041203036
K2-290 c,K2-290,11.276254,0.6981347220709844,0.0,676.0,0.305,6302.0,1.194,4.0,0.30693108562777854
K2-291 b,K2-291,1.589,2.286455711064162,0.0,1278.0,0.03261,5520.0,0.934,3.72,0.4185550717766795
K2-292 b,K2-292,2.63,2.128231705849268,0.04,795.0,0.13,5725.0,1.0,6.8,0.3890407579825424
K2-293 b,K2-293,2.45,1.2383742310432684,0.0,750.0,0.102,5532.0,0.958,3.3741000000000008,0.36009013656403216
K2-294 b,K2-294,1.66,1.623340817603092,0.0957,1425.0,0.102,5612.0,0.987,7.371,0.373206600813532
K2-295 b,K2-295,10.054473,0.4774756440844365,0.0,852.0,0.0451,4444.0,0.74,6.81,0.26103423472219023
K2-3 b,K2-3,2.078,1.4134230285081433,0.107,501.3,0.0747,3844.0,0.549,6.9,0.43890540936931516
K2-3 c,K2-3,1.582,1.547562508716013,0.048,371.8,0.1357,3844.0,0.549,6.9,0.5851745240001747
K2-3 d,K2-3,1.458,2.917770732084279,0.091,305.2,0.2013999999999999,3844.0,0.549,6.9,0.804178797137507
K2-30 b,K2-30,11.646151,0.494696241836107,0.0,1092.0,0.04839,5425.0,0.9,3.9,0.2384870856878492
K2-308 b,K2-308,9.916,0.3350426438116185,0.1202999999999999,1213.76,0.102,6100.0,1.09,4.4642,0.2080669565638314
K2-31 b,K2-31,11.88154,0.0314986670593709,0.0,1688.0,0.022,5280.0,0.91,3.377,0.22040155468486022
K2-315 b,K2-315,0.95,1.8213182714696,0.0731,460.0,0.102,3300.0,0.174,1.0,0.7370155847468447
K2-316 b,K2-316,1.33,1.8625285401162623,0.00549,841.0,0.0147,3436.0,0.408,4.432,0.4467827555195508
K2-316 c,K2-316,1.83,1.5260563034950494,0.0736,423.0,0.0582,3436.0,0.408,5.89,0.5236042174607867
K2-317 b,K2-317,2.93,1.0818051703517284,0.106066,432.0,0.0542,3387.0,0.403,3.894709999999999,0.4145845025749194
K2-318 b,K2-318,1.66,1.623340817603092,0.071,456.0,0.0911,3851.0,0.561,5.043,0.5239003074695843
K2-319 b,K2-319,2.79,1.1216775615991057,0.0,641.0,0.1516,5440.0,0.954,3.767,0.36858640850098945
K2-32 b,K2-32,5.299,0.4382549309311553,0.03,837.0,0.0795,5271.0,0.83,7.9,0.27379421458539765
K2-32 c,K2-32,3.134,0.8878912573524571,0.049,634.0,0.13843,5271.0,0.83,7.9,0.34064521358218325
K2-32 d,K2-32,3.484,0.6259384308664953,0.05,550.0,0.18422,5271.0,0.83,7.9,0.3544858973989018
K2-32 e,K2-32,1.212,1.9878743481543453,0.043,1066.0,0.04899,5271.0,0.83,7.9,0.43146044173764864
K2-320 b,K2-320,2.62,1.1786549963416462,0.0476,698.0,0.0142,3157.0,0.117,4.022,0.32498247296834143
K2-321 b,K2-321,2.05124347,1.4085449700547104,0.44,830.0,0.02839,3750.0,0.578,3.389,0.30852674257372004
K2-322 b,K2-322,1.92,1.4770487243883548,0.024,635.0,0.0594,4141.0,0.63,3.332,0.4321052638858696
K2-323 b,K2-323,2.1,1.3862943611198906,0.0561,318.0,0.1275,3710.0,0.478,4.142,0.6048370935872285
K2-324 b,K2-324,2.43,1.247032293786383,0.011,707.0,0.0331,3752.0,0.517,4.805000000000001,0.35164068600426374
K2-325 b,K2-325,2.2,1.3428648031925547,0.021433,423.0,0.0419,3287.0,0.274,5.933999999999999,0.4752367003669547
K2-326 b,K2-326,2.28,1.308332819650179,0.09738,1114.0,0.0198,3924.0,0.507,7.286,0.28845517044085295
K2-329 b,K2-329,8.675766,0.5270925962298626,0.0697,650.0,0.1016,5282.0,0.901,1.8,0.2939522533482652
K2-33 b,K2-33,5.04,1.269760544863939,0.0,850.0,0.0409,3540.0,0.56,0.0093,0.24419869198420813
K2-330 b,K2-330,2.77,1.128171090909654,0.00071,969.0,0.102,6232.0,1.23,3.233,0.29363874618625235
K2-331 b,K2-331,1.79,1.547562508716013,0.0,909.0,0.102,5994.0,1.1,2.5095,0.4040267817489417
K2-331 c,K2-331,2.72,1.144222799920162,0.0194,673.0,0.102,5994.0,1.1,1.876,0.34350022650162826
K2-332 b,K2-332,2.2,1.3428648031925547,0.0382,266.0,0.102,3315.0,0.27,4.569999999999999,0.8337162575106049
K2-333 b,K2-333,6.18,0.5515836162381584,0.1319,826.0,0.102,5880.0,1.06,6.922,0.25195026089052586
K2-334 b,K2-334,5.65,0.6037693694087286,0.1135999999999999,1380.0,0.102,6502.0,1.36,1.6443,0.19882883279333421
K2-335 b,K2-335,2.21,1.3376291891386096,0.016,949.0,0.102,6222.0,1.23,2.797,0.3386852013594283
K2-336 b,K2-336,1.22,1.9444805562457188,0.0,569.0,0.102,5424.0,0.86,2.629,0.526238309727253
K2-337 b,K2-337,2.62,1.1786549963416462,0.0391,850.0,0.102,5869.0,0.94,8.79,0.31086578494579603
K2-338 b,K2-338,1.03,1.860974538249528,0.0,783.0,0.102,4558.0,0.6599999999999999,3.531,0.4907604070469196
K2-339 b,K2-339,1.92,1.4770487243883548,0.0073999999999999,508.0,0.102,4857.0,0.74,5.511,0.4712146159580146
K2-34 b,K2-34,13.75,0.6626879730752367,0.0,1687.0,0.0442,6168.0,1.16,2.88,0.21732196839714366
K2-340 b,K2-340,3.36,0.9631743177730056,0.0928,606.0,0.102,5532.0,0.9300000000000002,8.761,0.32245174380390407
K2-341 b,K2-341,3.21,1.0043016091968684,0.0228,598.0,0.102,5817.0,0.98,7.0280000000000005,0.3420911520266358
K2-342 b,K2-342,2.03,1.420695787837223,0.0,861.0,0.102,5920.0,1.01,4.506,0.3806419544565645
K2-343 b,K2-343,1.65,1.631199404215613,0.1093999999999999,653.0,0.102,3804.0,0.49,3.326,0.5252593823425925
K2-343 c,K2-343,2.02,1.425515074273172,0.1843,465.0,0.102,3804.0,0.49,2.4291,0.5002232096590219
K2-344 b,K2-344,1.59,1.6695918352538477,0.0068,722.0,0.102,4374.0,0.51,5.998,0.5114914785830985
K2-345 b,K2-345,2.11,1.3812818192963463,0.0493,437.0,0.102,3779.0,0.56,3.842,0.49263477002519895
K2-346 b,K2-346,2.26,1.316408233655724,0.0,450.0,0.102,4801.0,0.71,6.569,0.44089454493345337
K2-347 b,K2-347,2.41,1.2556160374777745,0.12728,640.0,0.102,4599.0,0.6599999999999999,5.07,0.38147088797499307
K2-348 b,K2-348,3.26,0.9932517730102834,0.1163999999999999,908.0,0.102,5077.0,0.83,5.899299999999999,0.2796608521397433
K2-348 c,K2-348,2.67,1.1631508098056809,0.0964,655.0,0.102,5077.0,0.83,5.756,0.3475559643006443
K2-349 b,K2-349,1.38,1.8229350866965048,0.067432,518.0,0.102,4385.0,0.54,7.8065000000000015,0.5075647064585578
K2-35 b,K2-35,1.32,1.871802176901592,0.13,979.0,0.031,4402.71,0.7019679999999999,3.103,0.41694978476206335
K2-35 c,K2-35,1.93,1.4701758451005928,0.12,766.0,0.055,4402.71,0.7019679999999999,3.7239999999999993,0.3836536533391316
K2-350 b,K2-350,1.54,1.7047480922384253,0.0073999999999999,1158.0,0.102,5789.0,0.98,4.999999999999998,0.4123680317582343
K2-350 c,K2-350,2.74,1.1378330018213914,0.0,687.0,0.102,5789.0,0.98,4.792,0.34838879822470603
K2-351 b,K2-351,2.54,1.205970806988609,0.0,934.0,0.102,5769.0,1.02,4.584,0.32059002572052375
K2-352 b,K2-352,1.37,1.8309801823813363,0.0073999999999999,1160.0,0.102,5791.0,0.98,4.035,0.4316491191164753
K2-352 c,K2-352,1.92,1.4770487243883548,0.0,885.0,0.102,5791.0,0.98,4.317,0.39390737921949065
K2-352 d,K2-352,2.23,1.3270750014599193,0.0,727.0,0.102,5791.0,0.98,3.693,0.3828031120965855
K2-353 b,K2-353,5.55,0.6124792774924905,0.259,735.0,0.102,5698.0,0.87,7.519,0.25885727991846463
K2-354 b,K2-354,1.56,1.6882490928583902,0.0381699999999999,543.0,0.102,3669.0,0.4299999999999999,5.947000000000001,0.6087393807342216
K2-355 b,K2-355,2.25,1.3190856114264409,0.0,1066.0,0.0632,5790.0,0.96,3.427,0.330098875502456
K2-356 b,K2-356,2.29,1.3029127521808397,0.0,624.0,0.1599,5568.0,0.9,4.184,0.4113001442208707
K2-357 b,K2-357,3.72,0.8878912573524571,0.0,735.0,0.1449999999999999,5794.0,0.98,4.0680000000000005,0.3220192373016347
K2-358 b,K2-358,2.68,1.1568811967920856,0.0,888.0,0.0863,5650.0,0.9300000000000002,3.836,0.31832031829768725
K2-36 b,K2-36,1.43,2.19722457733622,0.093,1328.0,0.02288,4916.0,0.79,1.4,0.3922454610884555
K2-36 c,K2-36,3.2,0.832909122935104,0.089,854.0,0.05528,4916.0,0.79,1.4,0.264827507691217
K2-360 c,EPIC 201595106,4.02,0.8285518175661483,0.11,912.0,0.0883,5679.0,0.958,6.0,0.26353659235310656
K2-365 b,K2-365,2.906,1.0885619528146082,0.1076,642.5,0.102,5561.0,0.823,9.384,0.3213722756024812
K2-366 b,K2-366,2.359,1.275362800412609,0.0558999999999999,699.21,0.102,5601.0,0.825,7.650999999999999,0.3657858985971315
K2-367 b,K2-367,2.413,1.2556160374777745,0.0810999999999999,507.6,0.102,4348.0,0.756,3.37,0.40631741085990286
K2-368 b,K2-368,1.332,1.8625285401162623,0.0401319999999999,764.646,0.102,4663.0,0.7460000000000001,5.369,0.4874153662669962
K2-368 c,K2-368,1.361,1.8357763546448287,0.0,678.6,0.102,4663.0,0.7460000000000001,4.235,0.5076028747349232
K2-368 d,K2-368,1.948,1.4609379041156565,0.0073999999999999,518.888,0.102,4663.0,0.7460000000000001,4.013999999999999,0.4652974286550615
K2-369 b,K2-369,1.313,1.87640694328834,0.0428999999999999,927.14,0.102,5682.0,0.7350000000000001,7.844800000000001,0.45245655574217886
K2-37 b,K2-37,1.39,1.8148247421590515,0.0,949.0,0.05105,5352.0,0.8400000000000001,4.499,0.4463483869616893
K2-37 c,K2-37,2.41,1.2556160374777745,0.0,839.0,0.06534,5352.0,0.8400000000000001,4.191,0.34582669699839796
K2-37 d,K2-37,2.31,1.7404661748405044,0.0,646.0,0.1102,5352.0,0.8400000000000001,4.109,0.43656796212772997
K2-370 b,K2-370,3.207,1.0043016091968684,0.1352,1267.0,0.102,5377.0,0.984,5.608,0.24573582717421602
K2-371 b,K2-371,13.024,1.269760544863939,0.1197,956.83,0.102,4925.0,0.958,4.7940000000000005,0.24263158054974754
K2-372 b,K2-372,2.945,1.075002423028976,0.0406,833.2,0.102,5479.0,0.847,8.423,0.30523219771371163
K2-373 b,K2-373,2.061,1.4060969884160703,0.0,1008.2,0.102,6138.0,1.158,3.493,0.353274410925555
K2-374 b,K2-374,1.593,1.667706820558076,0.0155,1049.899,0.102,5789.0,0.7310000000000001,6.884,0.41275277521116543
K2-374 c,K2-374,2.213,1.33500106673234,0.0688,693.283,0.102,5789.0,0.7310000000000001,8.074,0.37756664885902885
K2-375 b,K2-375,2.243,1.324418957401803,0.0469,884.2479999999999,0.102,5822.0,1.119,7.002,0.3413501506281172
K2-376 b,K2-376,1.736,1.5769147207285403,0.0653999999999999,1244.3,0.102,5937.0,0.908,7.269,0.3703816336224922
K2-377 b,K2-377,1.693,1.603419840108537,0.07273,622.875,0.102,4200.0,0.821,5.497999999999999,0.4664588993219655
K2-378 b,K2-378,2.88,1.095273387402595,0.1415,1068.0700000000002,0.102,4823.0,0.9230000000000002,5.897000000000001,0.27291827911319233
K2-379 b,K2-379,2.181,1.3506671834767394,0.0412999999999999,699.7,0.102,4603.0,0.856,5.05,0.39427561446134335
K2-38 b,K2-38,1.54,2.4849066497880004,0.197,1266.0,0.04994,5731.0,1.03,6.7,0.38917147335525215
K2-38 c,K2-38,2.29,1.5686159179138452,0.161,916.0,0.09514,5731.0,1.03,6.7,0.33705791736914076
K2-380 b,K2-380,2.729,1.1410330045520618,0.0021,939.6,0.102,5911.0,0.993,5.941999999999999,0.3043487334434162
K2-381 b,K2-381,1.075,1.8825138324965192,0.0512,631.0,0.102,4473.0,0.754,4.414,0.5061822631664846
K2-381 c,K2-381,2.0,1.4350845252893227,0.0321,518.588,0.102,4473.0,0.754,2.844,0.4537054355964006
K2-381 d,K2-381,1.689,1.6074359097634274,0.0321,531.897,0.102,4473.0,0.754,3.3920000000000003,0.49084580702817987
K2-382 b,K2-382,2.072,1.4011829736136412,0.0,604.9,0.102,5452.0,0.922,2.871,0.428781074263601
K2-383 b,K2-383,1.564,1.6882490928583902,0.0073999999999999,1269.1,0.102,5129.0,1.061,3.221,0.41192080591320396
K2-384 b,K2-384,1.076,1.8809906029559973,0.002956,612.6,0.102,3623.0,0.33,4.65401,0.7107035531993219
K2-384 c,K2-384,1.191,1.9344157696295785,0.01486,621.55,0.102,3623.0,0.33,5.766,0.7104702292263901
K2-384 d,K2-384,1.392,1.81319474994812,0.02107,398.1,0.102,3623.0,0.33,5.722,0.7378306752515219
K2-384 e,K2-384,1.345,1.8484548129046003,0.02107,381.32,0.102,3623.0,0.33,5.173699999999999,0.744145202820947
K2-384 f,K2-384,2.222,1.332366019094335,0.0972,433.9,0.102,3623.0,0.33,4.688000000000001,0.6205358737261231
K2-385 b,K2-385,1.539,1.7029282555214391,0.0689,1175.76,0.102,4844.0,0.927,7.095000000000001,0.4081442675489616
K2-386 b,K2-386,2.32,1.2919836816486496,0.024,887.4220000000001,0.102,5749.0,0.911,7.124,0.34202501220798476
K2-387 b,K2-387,7.322,0.4643627493556498,0.2238,439.082,0.102,3572.0,0.57,5.2722,0.34606397646300513
K2-388 b,K2-388,3.9,0.8501509293696101,0.0915,874.0,0.102,5310.0,0.9300000000000002,6.349,0.2772950146776271
K2-389 b,K2-389,2.33,1.2864740258376797,0.067,932.0,0.102,5773.0,0.99,6.087000000000001,0.3253679527394692
K2-389 c,K2-389,2.04,1.415853163361435,0.0899,753.809,0.102,5782.0,0.8019999999999999,10.59,0.3641313996431865
K2-39 b,K2-39,6.27704,0.6575200029167942,0.0,1670.0,0.05708,4881.0,0.6599999999999999,6.7,0.22305016789649554
