pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_age,st_ageerr1,st_ageerr2,st_agelim
Kepler-81 c,Kepler-81,12.04,,,0.0,0.08347,0.00353,-0.00353,0.0,2.37,0.37,-0.37,0.0,4.3,2.7,-1.8,0.0,1.77,,,0.0,0.0,,,0.0,15.62,0.418,-0.406,0.0,502.0,,,0.0,4385.0,49.1,-36.59,0.0,0.59,0.03,-0.03,0.0,0.64,0.38,-0.23,0.0,-0.88941,0.04475,-0.04989,0.0,3.63,5.43,-2.02,0.0
Kepler-81 d,Kepler-81,20.837846,0.000181,-0.000181,0.0,0.128,,,0.0,1.21,0.27,-0.27,0.0,1.92,,,0.0,5.96,,,0.0,0.0,,,0.0,7.507,0.201,-0.195,0.0,418.0,,,0.0,4500.0,116.0,-116.0,0.0,0.595,0.029,-0.029,0.0,0.648,0.028,-0.028,0.0,-0.88941,0.04475,-0.04989,0.0,3.63,5.43,-2.02,0.0
Kepler-810 b,Kepler-810,4.59725385,2.999e-05,-2.999e-05,0.0,0.055,,,0.0,1.93,0.41,-0.19,0.0,4.38,,,0.0,3.35,,,0.0,0.0,,,0.0,350.597,48.03,-41.051,0.0,1105.0,,,0.0,5803.0,75.93,-112.28,0.0,1.04,0.211,-0.094,0.0,1.03,0.058,-0.057,0.0,-0.03156,,,0.0,4.17,2.8,-2.4,0.0
Kepler-811 b,Kepler-811,23.58447697,7.601e-05,-7.601e-05,0.0,0.15911,0.00128,-0.00128,0.0,2.7,0.68,-0.48,0.0,7.75,,,0.0,2.16,,,0.0,0.0,,,0.0,78.59,3.374,-3.224,0.0,730.0,,,0.0,5747.0,64.53,-57.04,0.0,1.24,0.26,-0.215,0.0,1.01,0.05,-0.037,0.0,0.32275,,,0.0,7.94,1.5,-2.47,0.0
Kepler-812 b,Kepler-812,10.11716531,2.533e-05,-2.533e-05,0.0,0.1024,,,0.0,3.55,1.35,-0.68,0.0,12.3,,,0.0,1.51,,,0.0,0.0,,,0.0,421.917,22.806,-21.479,0.0,1163.0,,,0.0,6761.0,124.82,-102.89,0.0,1.71,0.644,-0.261,0.0,1.45,0.212,-0.136,0.0,0.75193,,,0.0,1.66,0.4,-0.32,0.0
Kepler-813 b,Kepler-813,19.12947337,7.455e-05,-7.455e-05,0.0,0.1439,,,0.0,2.14,0.42,-0.19,0.0,5.22,,,0.0,2.93,,,0.0,0.0,,,0.0,56.04,68.16,-15.16,0.0,817.0,,,0.0,5743.0,69.68,-59.41,0.0,0.93,0.117,-0.076,0.0,0.95,0.049,-0.07,0.0,-0.0712,,,0.0,3.98,4.07,-2.31,0.0
Kepler-814 b,Kepler-814,6.1469851,2.5e-05,-2.5e-05,0.0,0.0695,,,0.0,2.12,0.69,-0.3,0.0,5.14,,,0.0,2.96,,,0.0,0.0,,,0.0,935.124,114.747,-98.6,0.0,1164.0,,,0.0,6162.0,90.5,-87.42,0.0,1.22,0.361,-0.145,0.0,1.15,0.121,-0.075,0.0,0.66937,,,0.0,3.02,1.17,-1.3,0.0
Kepler-815 b,Kepler-815,8.57503552,5.91e-05,-5.91e-05,0.0,0.09473,0.00151,-0.00151,0.0,4.11,0.19,-0.33,0.0,15.8,,,0.0,1.25,,,0.0,0.0,,,0.0,979.136,40.552,-38.984,0.0,1374.0,,,0.0,5028.0,52.57,-43.63,0.0,3.42,0.09,-0.263,0.0,1.25,0.048,-0.189,0.0,0.85698,0.02406,-0.02548,0.0,4.9,3.87,-0.56,0.0
Kepler-816 b,Kepler-816,10.506825646,3.817e-06,-3.817e-06,0.0,0.0895,,,0.0,10.24,0.68,-0.54,0.0,74.5,,,0.0,0.381,,,0.0,0.0,,,0.0,50.563,4.81,-4.342,0.0,668.0,,,0.0,5286.0,54.61,-88.41,0.0,0.85,0.056,-0.045,0.0,0.9,0.04,-0.044,0.0,-0.37445,,,0.0,4.17,5.51,-2.54,0.0
Kepler-817 b,Kepler-817,3.990106229,1.358e-06,-1.358e-06,0.0,0.0493,,,0.0,9.03,2.06,-1.13,0.0,60.2,,,0.0,0.449,,,0.0,0.0,,,0.0,550.203,64.653,-56.598,0.0,1124.0,,,0.0,5861.0,259.88,-241.24,0.0,1.03,0.235,-0.121,0.0,1.03,0.117,-0.082,0.0,0.08609,,,0.0,3.55,2.9,-1.87,0.0
Kepler-818 b,Kepler-818,10.035385814,6.587e-06,-6.587e-06,0.0,0.0886,,,0.0,5.11,0.79,-0.43,0.0,22.9,,,0.0,0.943,,,0.0,0.0,,,0.0,100.779,7.906,-7.247,0.0,786.0,,,0.0,5638.0,214.12,-110.99,0.0,0.92,0.142,-0.077,0.0,0.94,0.07,-0.061,0.0,-0.124,,,0.0,3.98,4.51,-2.35,0.0
Kepler-819 b,Kepler-819,33.1995648,0.0001174,-0.0001174,0.0,0.1894,,,0.0,2.76,0.25,-0.17,0.0,8.05,,,0.0,2.1,,,0.0,0.0,,,0.0,9.913,0.451,-0.429,0.0,485.0,,,0.0,5279.0,165.3,-111.92,0.0,0.81,0.064,-0.048,0.0,0.86,0.046,-0.049,0.0,-0.39773,,,0.0,4.47,5.74,-2.73,0.0
Kepler-82 b,Kepler-82,26.44,0.48,-0.48,0.0,0.1683,0.002,-0.002,0.0,4.07,0.24,-0.1,0.0,12.15,0.96,-0.87,0.0,0.98,0.11,-0.16,0.0,0.0033,0.0019,-0.00017,0.0,19.558,1.326,-1.234,0.0,562.0,,,0.0,5401.0,60.0,-60.0,0.0,0.898,0.042,-0.018,0.0,0.91,0.03,-0.03,0.0,-0.18507,,,0.0,1.41,2.05,-0.96,0.0
Kepler-82 c,Kepler-82,51.54,0.94,-0.94,0.0,0.2626,0.0032,-0.0032,0.0,5.34,0.32,-0.13,0.0,13.9,1.3,-1.2,0.0,0.494,0.07,-0.083,0.0,0.007,0.0016,-0.0018,0.0,8.035,0.545,-0.507,0.0,450.0,,,0.0,5401.0,60.0,-60.0,0.0,0.898,0.042,-0.018,0.0,0.91,0.03,-0.03,0.0,-0.18507,,,0.0,1.41,2.05,-0.96,0.0
Kepler-82 d,Kepler-82,2.382961,5e-06,-5e-06,0.0,0.034,,,0.0,1.77,0.27,-0.27,0.0,885.098,,,1.0,220.0,401.0,-218.0,0.0,0.0,,,0.0,484.351,32.85,-30.551,0.0,1253.0,,,0.0,5428.0,100.0,-100.0,0.0,0.945,0.14,-0.14,0.0,0.946,0.017,-0.024,0.0,-0.18507,,,0.0,1.41,2.05,-0.96,0.0
Kepler-82 e,Kepler-82,5.902206,1.2e-05,-1.2e-05,0.0,0.063,,,0.0,2.47,0.37,-0.37,0.0,254.02,,,1.0,0.54,6.2,-0.5,0.0,0.0,,,0.0,144.337,9.789,-9.104,0.0,926.0,,,0.0,5428.0,100.0,-100.0,0.0,0.945,0.14,-0.14,0.0,0.946,0.017,-0.024,0.0,-0.18507,,,0.0,1.41,2.05,-0.96,0.0
Kepler-82 f,Kepler-82,75.732,0.012,-0.012,0.0,0.3395,0.0041,-0.0041,0.0,4.84,,,0.0,20.9,1.0,-1.0,0.0,1.01,,,0.0,0.0014,0.0018,-0.001,0.0,,,,,,,,,5401.0,60.0,-60.0,0.0,0.898,0.042,-0.018,0.0,0.91,0.03,-0.03,0.0,-0.18507,,,0.0,1.41,2.05,-0.96,0.0
Kepler-820 b,Kepler-820,127.8338098,0.0003082,-0.0003082,0.0,0.56004,0.00364,-0.00364,0.0,6.09,2.68,-0.89,0.0,30.8,,,0.0,0.749,,,0.0,0.0,,,0.0,16.228,0.952,-0.891,0.0,554.0,,,0.0,6260.0,106.61,-147.98,0.0,1.36,0.595,-0.196,0.0,1.23,0.187,-0.095,0.0,0.6895,,,0.0,2.63,0.845,-0.93,0.0
Kepler-821 b,Kepler-821,1.92279873,4.817e-06,-4.817e-06,0.0,0.029,,,0.0,1.31,0.1,-0.08,0.0,2.27,,,0.0,5.55,,,0.0,0.0,,,0.0,496.82,18.436,-17.759,0.0,1215.0,,,0.0,5191.0,130.91,-100.75,0.0,0.8,0.05,-0.041,0.0,0.84,0.042,-0.05,0.0,-0.36439,,,0.0,4.79,6.13,-2.94,0.0
Kepler-822 b,Kepler-822,3.222969273,9.455e-06,-9.455e-06,0.0,0.04078,0.00046,-0.00046,0.0,1.77,0.41,-0.21,0.0,3.78,,,0.0,3.75,,,0.0,0.0,,,0.0,535.188,23.997,-22.803,0.0,1239.0,,,0.0,5928.0,139.36,-183.56,0.0,1.08,0.251,-0.126,0.0,1.06,0.086,-0.08,0.0,-0.00495,,,0.0,3.55,2.27,-1.83,0.0
Kepler-823 b,Kepler-823,4.16809082,1.748e-05,-1.748e-05,0.0,0.0507,,,0.0,1.57,0.31,-0.14,0.0,3.09,,,0.0,4.39,,,0.0,0.0,,,0.0,803.353,55.284,-51.079,0.0,1277.0,,,0.0,5643.0,122.3,-122.13,0.0,0.96,0.184,-0.078,0.0,0.98,0.054,-0.051,0.0,0.33549,,,0.0,4.47,4.0,-2.76,0.0
Kepler-824 b,Kepler-824,4.51436633,1.397e-05,-1.397e-05,0.0,0.055,,,0.0,1.87,0.71,-0.23,0.0,4.16,,,0.0,3.5,,,0.0,0.0,,,0.0,454.604,31.961,-29.583,0.0,1231.0,,,0.0,6035.0,85.61,-120.47,0.0,1.22,0.462,-0.15,0.0,1.15,0.137,-0.077,0.0,0.12216,,,0.0,3.31,1.31,-1.51,0.0
Kepler-825 b,Kepler-825,3.77360059,1.242e-05,-1.242e-05,0.0,0.0453,,,0.0,1.53,0.39,-0.22,0.0,2.96,,,0.0,4.54,,,0.0,0.0,,,0.0,734.464,31.578,-30.114,0.0,1270.0,,,0.0,5976.0,247.56,-202.44,0.0,1.08,0.276,-0.152,0.0,1.03,0.122,-0.083,0.0,0.11956,,,0.0,3.55,2.81,-1.75,0.0
Kepler-825 c,Kepler-825,8.1818246,2.265e-05,-2.265e-05,0.0,0.0759,,,0.0,1.84,0.4,-0.24,0.0,4.04,,,0.0,3.56,,,0.0,0.0,,,0.0,261.628,11.248,-10.727,0.0,981.0,,,0.0,5976.0,247.56,-202.44,0.0,1.08,0.276,-0.152,0.0,1.03,0.122,-0.083,0.0,0.11956,,,0.0,3.55,2.81,-1.75,0.0
Kepler-826 b,Kepler-826,4.48758907,1.653e-05,-1.653e-05,0.0,0.05202,0.00041,-0.00041,0.0,1.25,0.2,-0.14,0.0,2.1,,,0.0,5.91,,,0.0,0.0,,,0.0,827.221,24.694,-24.057,0.0,1305.0,,,0.0,6079.0,90.49,-96.47,0.0,1.15,0.182,-0.129,0.0,1.05,0.069,-0.063,0.0,0.34865,0.01892,-0.01733,0.0,4.37,1.55,-1.95,0.0
Kepler-827 b,Kepler-827,51.92927591,9.288e-05,-9.288e-05,0.0,0.2742,,,0.0,5.63,0.7,-0.46,0.0,27.0,,,0.0,0.831,,,0.0,0.0,,,0.0,23.602,4.283,-3.466,0.0,574.0,,,0.0,5602.0,179.4,-142.49,0.0,0.91,0.113,-0.073,0.0,0.93,0.066,-0.061,0.0,0.23172,,,0.0,4.37,4.8,-2.62,0.0
Kepler-828 b,Kepler-828,0.567857136,4.44e-07,-4.44e-07,0.0,0.01228,0.00013,-0.00013,0.0,1.51,0.08,-0.11,0.0,2.89,,,0.0,4.61,,,0.0,0.0,,,0.0,1835.159,62.385,-60.206,0.0,1848.0,,,0.0,5039.0,50.73,-59.5,0.0,0.77,0.039,-0.04,0.0,0.81,0.037,-0.045,0.0,-0.54299,,,0.0,4.57,6.37,-2.74,0.0
Kepler-829 b,Kepler-829,6.88337562,1.963e-05,-1.963e-05,0.0,0.0678,,,0.0,2.11,0.44,-0.18,0.0,5.1,,,0.0,2.98,,,0.0,0.0,,,0.0,247.47,14.148,-13.277,0.0,857.0,,,0.0,5698.0,92.85,-120.29,0.0,0.97,0.198,-0.08,0.0,0.98,0.048,-0.055,0.0,0.04004,,,0.0,4.68,4.13,-2.88,0.0
Kepler-83 b,Kepler-83,9.77,,,0.0,0.07295,0.00284,-0.00284,0.0,2.83,0.41,-0.41,0.0,2.94,0.88,-0.62,0.0,0.83,0.26,-0.19,0.0,0.0,,,0.0,15.412,1.586,-1.46,0.0,460.0,,,0.0,4082.0,39.2,-37.69,0.0,0.61,0.03,-0.03,0.0,0.66,0.41,-0.25,0.0,-1.10237,0.05176,-0.05878,0.0,3.09,4.58,-1.5,0.0
Kepler-83 c,Kepler-83,20.09,,,0.0,0.11796,0.00459,-0.00459,0.0,2.36,0.35,-0.35,0.0,2.03,0.52,-0.39,0.0,0.38,0.2,-0.17,0.0,0.0,,,0.0,5.9,0.607,-0.559,0.0,362.0,,,0.0,4082.0,39.2,-37.69,0.0,0.61,0.03,-0.03,0.0,0.66,0.41,-0.25,0.0,-1.10237,0.05176,-0.05878,0.0,3.09,4.58,-1.5,0.0
Kepler-83 d,Kepler-83,5.169796,1.6e-05,-1.6e-05,0.0,0.051,,,0.0,1.94,0.13,-0.13,0.0,4.1,2.8,-1.3,0.0,0.56,0.6,-0.49,0.0,0.0,,,0.0,28.81,1.36,-0.69,0.0,569.0,,,0.0,4648.0,116.0,-116.0,0.0,0.594,0.033,-0.033,0.0,0.58,0.029,-0.031,0.0,-1.10237,0.05176,-0.05878,0.0,3.09,4.58,-1.5,0.0
Kepler-830 b,Kepler-830,11.29695137,6.299e-05,-6.299e-05,0.0,0.1033,,,0.0,1.7,0.61,-0.25,0.0,3.53,,,0.0,3.95,,,0.0,0.0,,,0.0,160.18,67.36,-33.88,0.0,907.0,,,0.0,6037.0,155.85,-209.5,0.0,1.11,0.312,-0.144,0.0,1.07,0.121,-0.088,0.0,0.169,,,0.0,3.47,1.89,-1.6,0.0
Kepler-831 b,Kepler-831,5.62153941,1.272e-05,-1.272e-05,0.0,0.05984,0.00068,-0.00068,0.0,1.27,0.1,-0.07,0.0,2.15,,,0.0,5.77,,,0.0,0.0,,,0.0,266.249,6.869,-6.656,0.0,992.0,,,0.0,5732.0,74.53,-59.69,0.0,0.97,0.068,-0.049,0.0,0.99,0.036,-0.035,0.0,0.01191,,,0.0,4.17,2.7,-2.2,0.0
Kepler-832 b,Kepler-832,7.1396941,2.817e-05,-2.817e-05,0.0,0.075,,,0.0,2.06,0.32,-0.17,0.0,4.9,,,0.0,3.08,,,0.0,0.0,,,0.0,256.828,34.868,-29.849,0.0,965.0,,,0.0,5596.0,181.65,-133.14,0.0,0.9,0.136,-0.074,0.0,0.92,0.063,-0.062,0.0,0.07025,,,0.0,4.37,5.12,-2.7,0.0
Kepler-833 b,Kepler-833,18.7546998,5.142e-05,-5.142e-05,0.0,0.1139,,,0.0,2.02,0.12,-0.09,0.0,4.74,,,0.0,3.16,,,0.0,0.0,,,0.0,8.313,0.852,-0.785,0.0,382.0,,,0.0,4339.0,39.28,-37.41,0.0,0.62,0.024,-0.024,0.0,0.64,0.028,-0.026,0.0,-0.79309,,,0.0,3.72,5.26,-2.1,0.0
Kepler-834 b,Kepler-834,13.32388301,5.212e-05,-5.212e-05,0.0,0.0862,,,0.0,2.02,0.1,-0.1,0.0,4.74,,,0.0,3.16,,,0.0,0.0,,,0.0,11.845,1.281,-1.169,0.0,378.0,,,0.0,4554.0,50.38,-45.2,0.0,0.66,0.026,-0.025,0.0,0.7,0.034,-0.033,0.0,-0.7453,,,0.0,2.69,4.76,-1.31,0.0
Kepler-835 b,Kepler-835,11.41909375,7.116e-05,-7.116e-05,0.0,0.107,,,0.0,2.79,0.54,-0.29,0.0,8.2,,,0.0,2.07,,,0.0,0.0,,,0.0,170.33,150.95,-59.64,0.0,921.0,,,0.0,5954.0,71.86,-70.98,0.0,1.11,0.214,-0.103,0.0,1.08,0.065,-0.05,0.0,0.32995,,,0.0,3.63,1.79,-1.98,0.0
Kepler-836 b,Kepler-836,11.36112327,2.363e-05,-2.363e-05,0.0,0.1013,,,0.0,2.73,0.64,-0.32,0.0,7.9,,,0.0,2.13,,,0.0,0.0,,,0.0,135.797,6.921,-6.564,0.0,869.0,,,0.0,5895.0,74.32,-83.11,0.0,1.04,0.236,-0.097,0.0,1.03,0.06,-0.065,0.0,0.04883,,,0.0,4.27,2.3,-2.4,0.0
Kepler-837 b,Kepler-837,16.56059504,4.293e-05,-4.293e-05,0.0,0.1144,,,0.0,2.56,0.22,-0.43,0.0,7.08,,,0.0,2.32,,,0.0,0.0,,,0.0,55.966,3.336,-3.129,0.0,701.0,,,0.0,5403.0,58.96,-58.52,0.0,0.81,0.069,-0.065,0.0,0.85,0.049,-0.06,0.0,-0.27122,,,0.0,3.98,6.07,-2.42,0.0
Kepler-838 b,Kepler-838,15.74957994,4.687e-05,-4.687e-05,0.0,0.1266,,,0.0,2.73,0.51,-0.25,0.0,7.9,,,0.0,2.13,,,0.0,0.0,,,0.0,61.089,4.116,-3.818,0.0,777.0,,,0.0,5770.0,68.34,-66.67,0.0,0.96,0.127,-0.077,0.0,0.98,0.049,-0.064,0.0,-0.09867,,,0.0,4.17,3.4,-2.44,0.0
Kepler-839 b,Kepler-839,37.8144514,0.0001545,-0.0001545,0.0,0.2316,0.00276,-0.00276,0.0,2.57,0.41,-0.25,0.0,7.13,,,0.0,2.31,,,0.0,0.0,,,0.0,46.303,1.597,-1.54,0.0,626.0,,,0.0,6058.0,87.66,-77.96,0.0,1.31,0.207,-0.125,0.0,1.22,0.062,-0.049,0.0,0.43706,,,0.0,2.82,0.914,-1.18,0.0
Kepler-84 b,Kepler-84,8.726,,,0.0,0.0827,,,0.0,2.23,0.1,-0.1,0.0,40.0,13.7,-10.3,0.0,19.8,,,0.0,0.0,,,0.0,222.19,98.84,-71.67,0.0,985.0,,,0.0,6039.0,97.72,-95.8,0.0,1.43,0.05,-0.05,0.0,1.0,0.42,-0.29,0.0,0.39,,,0.0,3.98,1.83,-1.91,0.0
Kepler-84 c,Kepler-84,12.883,,,0.0,0.1072,,,0.0,2.36,0.11,-0.11,0.0,20.2,13.5,-10.2,0.0,8.44,,,0.0,0.0,,,0.0,132.23,58.83,-42.65,0.0,865.0,,,0.0,6039.0,97.72,-95.8,0.0,1.43,0.05,-0.05,0.0,1.0,0.42,-0.29,0.0,0.39,,,0.0,3.98,1.83,-1.91,0.0
Kepler-84 d,Kepler-84,4.224537,4.2e-05,-4.2e-05,0.0,0.052,,,0.0,1.38,0.27,-0.27,0.0,2.48,,,0.0,5.19,,,0.0,0.0,,,0.0,584.24,259.9,-188.44,0.0,1254.0,,,0.0,6031.0,143.0,-143.0,0.0,1.169,0.219,-0.219,0.0,1.06,0.057,-0.06,0.0,0.212,,,0.0,3.98,1.83,-1.91,0.0
Kepler-84 e,Kepler-84,27.434389,0.000224,-0.000224,0.0,0.181,,,0.0,2.6,0.49,-0.49,0.0,7.27,,,0.0,2.27,,,0.0,0.0,,,0.0,48.29,21.48,-15.58,0.0,672.0,,,0.0,6031.0,143.0,-143.0,0.0,1.169,0.219,-0.219,0.0,1.06,0.057,-0.06,0.0,0.212,,,0.0,3.98,1.83,-1.91,0.0
Kepler-84 f,Kepler-84,44.552169,0.000812,-0.000812,0.0,0.25,,,0.0,2.2,0.43,-0.43,0.0,5.48,,,0.0,2.83,,,0.0,0.0,,,0.0,25.3,11.25,-8.16,0.0,572.0,,,0.0,6031.0,143.0,-143.0,0.0,1.169,0.219,-0.219,0.0,1.06,0.057,-0.06,0.0,0.212,,,0.0,3.98,1.83,-1.91,0.0
Kepler-841 b,Kepler-841,124.4198398,0.000331,-0.000331,0.0,0.479,,,0.0,5.23,0.41,-0.36,0.0,23.8,,,0.0,0.914,,,0.0,0.0,,,0.0,1.648,0.143,-0.129,0.0,416.0,,,0.0,5324.0,58.08,-58.03,0.0,0.81,0.058,-0.055,0.0,0.85,0.042,-0.054,0.0,-0.36224,,,0.0,4.47,5.91,-2.79,0.0
Kepler-842 b,Kepler-842,1.21956827,1.099e-06,-1.099e-06,0.0,0.0204,,,0.0,1.6,0.08,-0.09,0.0,3.19,,,0.0,4.28,,,0.0,0.0,,,0.0,588.95,25.593,-24.378,0.0,1252.0,,,0.0,4848.0,60.94,-65.37,0.0,0.73,0.027,-0.036,0.0,0.78,0.035,-0.041,0.0,-0.61238,,,0.0,4.37,6.37,-2.54,0.0
Kepler-843 b,Kepler-843,2.053879821,2.904e-06,-2.904e-06,0.0,0.0313,,,0.0,2.59,0.61,-0.25,0.0,7.22,,,0.0,2.28,,,0.0,0.0,,,0.0,890.333,87.94,-78.708,0.0,1523.0,,,0.0,5830.0,106.99,-143.16,0.0,1.03,0.24,-0.097,0.0,1.02,0.063,-0.062,0.0,-0.04723,,,0.0,4.17,2.94,-2.41,0.0
Kepler-844 b,Kepler-844,2.613020856,6.243e-06,-6.243e-06,0.0,0.0298,,,0.0,1.68,0.07,-0.24,0.0,3.46,,,0.0,4.01,,,0.0,0.0,,,0.0,89.652,9.52,-8.708,0.0,713.0,,,0.0,4128.0,46.09,-46.95,0.0,0.57,0.025,-0.028,0.0,0.59,0.033,-0.037,0.0,-0.92083,,,0.0,3.8,4.89,-2.1,0.0
Kepler-845 b,Kepler-845,0.927859821,5.49e-07,-5.49e-07,0.0,0.01668,0.00017,-0.00017,0.0,2.04,0.09,-0.29,0.0,4.82,,,0.0,3.12,,,0.0,0.0,,,0.0,772.498,23.923,-23.303,0.0,1361.0,,,0.0,4913.0,57.49,-57.47,0.0,0.75,0.029,-0.032,0.0,0.79,0.033,-0.039,0.0,-0.60474,,,0.0,4.79,5.86,-2.92,0.0
Kepler-846 b,Kepler-846,19.80792185,8.966e-05,-8.966e-05,0.0,0.1399,,,0.0,2.48,0.32,-0.18,0.0,6.71,,,0.0,2.42,,,0.0,0.0,,,0.0,35.276,3.091,-2.802,0.0,624.0,,,0.0,5579.0,69.45,-74.32,0.0,0.91,0.111,-0.06,0.0,0.94,0.038,-0.049,0.0,-0.21715,,,0.0,4.37,5.16,-2.67,0.0
Kepler-847 b,Kepler-847,2.343231895,7.572e-06,-7.572e-06,0.0,0.0315,,,0.0,1.18,0.09,-0.05,0.0,1.76,,,0.0,5.89,,,0.0,0.0,,,0.0,292.31,40.83,-54.06,0.0,1054.0,,,0.0,4940.0,51.58,-54.72,0.0,0.77,0.032,-0.025,0.0,0.83,0.031,-0.037,0.0,-0.5065,,,0.0,3.89,6.27,-2.25,0.0
Kepler-848 b,Kepler-848,6.91134416,2.461e-05,-2.461e-05,0.0,0.07586,0.00051,-0.00051,0.0,1.7,0.31,-0.25,0.0,3.53,,,0.0,3.95,,,0.0,0.0,,,0.0,794.778,39.184,-37.113,0.0,1086.0,,,0.0,5695.0,70.35,-79.05,0.0,1.2,0.183,-0.174,0.0,1.01,0.042,-0.04,0.0,0.59369,,,0.0,8.32,1.7,-2.86,0.0
Kepler-849 b,Kepler-849,394.62508,0.00081,-0.00079,0.0,1.137,0.034,-0.03,0.0,8.08167508,0.30264248,-0.32506044,0.0,298.75870258,63.5656814,-63.5656814,0.0,3.09,0.82,-0.72,0.0,0.078,0.069,-0.053,0.0,2.86,0.21,-0.2,0.0,362.7,6.0,-5.8,0.0,5950.0,140.0,-130.0,0.0,1.822,0.066,-0.073,0.0,1.259,0.12,-0.098,0.0,0.57287,0.0281,-0.0288,0.0,4.7,1.8,-1.6,0.0
Kepler-85 b,Kepler-85,8.3,,,0.0,0.07885,0.00045,-0.00045,0.0,1.778,0.05,-0.05,0.0,1.84,0.6,-0.47,0.0,1.819493,0.606498,-0.496225,0.0,0.02,0.028,-0.016,0.0,107.028,4.477,-4.277,0.0,809.0,,,0.0,5505.2,89.4,-89.4,0.0,0.875,0.021,-0.021,0.0,0.928,0.044,-0.044,0.0,-0.2123,,,0.0,1.38,1.64,-0.97,0.0
Kepler-85 c,Kepler-85,12.51,,,0.0,0.10363,0.00059,-0.00059,0.0,1.978,0.056,-0.057,0.0,2.15,0.73,-0.57,0.0,1.527272,0.540334,-0.424548,0.0,0.027,0.028,-0.014,0.0,61.929,2.59,-2.475,0.0,706.0,,,0.0,5505.2,89.4,-89.4,0.0,0.875,0.021,-0.021,0.0,0.928,0.044,-0.044,0.0,-0.2123,,,0.0,1.38,1.64,-0.97,0.0
Kepler-85 d,Kepler-85,17.91323,0.000266,-0.000266,0.0,0.13,,,0.0,1.2,0.19,-0.19,0.0,8.69679,,,1.0,4.4,7.0,-4.0,0.0,0.0,,,0.0,38.39,1.606,-1.534,0.0,626.0,,,0.0,5436.0,100.0,-100.0,0.0,0.893,0.13,-0.13,0.0,0.947,0.016,-0.017,0.0,-0.2123,,,0.0,1.38,1.64,-0.97,0.0
Kepler-85 e,Kepler-85,25.216751,0.000718,-0.000718,0.0,0.163,,,0.0,1.27,0.2,-0.2,0.0,0.6,0.5,-0.4,0.0,1.6,1.6,-1.2,0.0,0.0,,,0.0,24.318,1.017,-0.972,0.0,559.0,,,0.0,5436.0,100.0,-100.0,0.0,0.893,0.13,-0.13,0.0,0.947,0.016,-0.017,0.0,-0.2123,,,0.0,1.38,1.64,-0.97,0.0
Kepler-850 b,Kepler-850,7.19303878,3.818e-05,-3.818e-05,0.0,0.0744,,,0.0,1.78,0.47,-0.21,0.0,3.82,,,0.0,3.72,,,0.0,0.0,,,0.0,329.283,42.397,-36.566,0.0,995.0,,,0.0,5932.0,89.3,-95.55,0.0,1.09,0.288,-0.119,0.0,1.06,0.067,-0.062,0.0,0.17325,,,0.0,3.89,2.16,-2.14,0.0
Kepler-851 b,Kepler-851,8.50699658,3.708e-05,-3.708e-05,0.0,0.0802,,,0.0,1.68,0.27,-0.21,0.0,3.46,,,0.0,4.01,,,0.0,0.0,,,0.0,103.828,6.101,-5.716,0.0,900.0,,,0.0,5455.0,87.48,-80.92,0.0,0.85,0.08,-0.058,0.0,0.89,0.044,-0.052,0.0,-0.273,,,0.0,4.47,5.86,-2.73,0.0
Kepler-852 b,Kepler-852,44.9309804,0.00024,-0.00024,0.0,0.27967,0.00263,-0.00263,0.0,2.54,0.45,-0.17,0.0,6.99,,,0.0,2.34,,,0.0,0.0,,,0.0,92.131,6.369,-5.879,0.0,565.0,,,0.0,6100.0,85.43,-84.46,0.0,1.16,0.054,-0.05,0.0,1.19,0.039,-0.04,0.0,0.827,,,0.0,1.48,0.674,-0.355,0.0
Kepler-853 b,Kepler-853,7.16892463,2.302e-05,-2.302e-05,0.0,0.079,0.00062,-0.00062,0.0,1.69,0.48,-0.28,0.0,3.5,,,0.0,3.98,,,0.0,0.0,,,0.0,499.301,14.5,-14.068,0.0,1187.0,,,0.0,6350.0,60.54,-55.18,0.0,1.55,0.437,-0.245,0.0,1.3,0.139,-0.078,0.0,0.51032,0.02556,-0.01863,0.0,2.69,0.36,-0.678,0.0
Kepler-855 b,Kepler-855,7.886631104,2.465e-06,-2.465e-06,0.0,0.0762,,,0.0,8.35,1.7,-0.81,0.0,52.7,,,0.0,0.497,,,0.0,0.0,,,0.0,405.183,34.176,-30.929,0.0,996.0,,,0.0,5835.0,99.82,-156.07,0.0,1.03,0.21,-0.1,0.0,1.03,0.065,-0.066,0.0,0.33305,,,0.0,4.17,2.83,-2.36,0.0
