pl_name,hostname,pl_rade,pl_orbeccen,pl_eqt,pl_orbsmax,st_teff,st_lum,st_mass,st_age,pl_bmasse,pl_dens,pl_insol,pl_orbper,st_rad
Kepler-1073 b,Kepler-1073,2.3,0.0,905.0,0.0805,5792.0,-0.01023,1.0,3.72,1.9315214116032138,1.297463147413275,4.8640669070081195,2.2699468047891047,0.6931471805599453
Kepler-1073 c,Kepler-1073,1.64,0.0,1169.0,0.0483,5792.0,-0.01023,1.0,3.72,1.4655675420143985,1.6389967146756448,5.8807620104520195,1.6145891301017052,0.6931471805599453
Kepler-1073 d,Kepler-1073,1.48770949,0.0,1369.0,0.0352,5509.0,-0.01023,0.924,3.72,1.3402504226184837,1.7422190236679187,6.720931602840739,1.2541220522368075,0.749527513996053
Kepler-1074 b,Kepler-1074,1.25,0.0,568.0,0.0536,4002.0,-1.12071,0.6000000000000001,3.55,1.1314021114911006,1.9329696377795786,3.3523222138800186,1.9381177729135524,0.4510756193602167
Kepler-1075 b,Kepler-1075,1.42,0.0,818.0,0.0208,3959.0,-1.11289,0.56,2.95,1.2809338454620645,1.790091412127358,4.976513028409856,0.9257372368184615,0.43178241642553783
Kepler-1076 b,Kepler-1076,0.8,0.0,770.0,0.0611,4868.0,-0.557,0.79,3.72,0.3625576070968879,1.7387102481382395,4.432957363342425,1.9667317500186452,0.5538851132264376
Kepler-1077 b,Kepler-1077,2.77,0.0,576.0,0.2101,5816.0,0.00638,1.02,4.17,2.2082744135228043,1.128171090909654,3.329629769802735,3.565331981594581,0.7030975114131134
Kepler-1078 b,Kepler-1078,1.9,0.0,1122.0,0.0388,5612.0,0.50027,0.94,4.37,1.6620303625532709,1.4861396960896067,5.926899358948182,1.3881058244290925,0.6523251860396903
Kepler-1079 b,Kepler-1079,1.63,0.0,887.0,0.1092,5758.0,0.263,1.08,6.61,1.4562867329399256,1.6428726885203377,5.2799140597461065,2.6564082059256053,0.8586616190375187
Kepler-108 b,Kepler-108,8.65,0.22,669.0,0.2919999999999999,5854.0,0.707,1.247,3.89,4.04305126783455,0.3886579897917831,3.8794998137225862,3.9156946765862846,1.1606476795875624
Kepler-108 c,Kepler-108,8.18,0.04,426.0,0.7210000000000001,5854.0,0.707,1.247,3.89,3.949318790171843,0.41277168329060254,2.174751721484161,5.2539656812420334,1.1606476795875624
Kepler-1080 b,Kepler-1080,3.28,0.0,548.0,0.3781,5956.0,0.86064,1.1,3.89,2.468099531471619,0.9858167945227653,4.033355290595671,4.359970675431081,0.7701082216960736
Kepler-1081 b,Kepler-1081,1.01,0.0,972.0,0.04662,5345.0,-0.30601,0.8800000000000001,4.68,0.6981347220709844,1.8547342683894434,5.421490295044336,1.5804041929944497,0.6097655716208943
Kepler-1082 b,Kepler-1082,1.12,0.0,1827.0,0.02571,5923.0,0.3142,1.03,5.75,0.9001613499442714,1.9035989509835904,7.989749245070151,0.9334257273396154,0.76080582903376
Kepler-1083 b,Kepler-1083,3.36,0.0,448.0,0.1899,5049.0,-0.47303,0.81,4.68,2.501435951739211,0.9631743177730056,2.4112601096197017,3.5385738520746277,0.5709795465857378
Kepler-1084 b,Kepler-1084,1.11,0.0,1737.0,0.0324,6113.0,0.25259,1.12,4.07,0.8796267475025636,1.8976198599275325,7.4773740130767585,1.1162350221133583,0.8241754429663495
Kepler-1085 b,Kepler-1085,7.22,0.0,313.0,0.7336099999999999,6000.0,0.07867,1.11,3.39,3.742420221041966,0.47125284864616745,1.1167795926235586,5.395088990649497,0.76080582903376
Kepler-1085 c,Kepler-1085,3.26817741,0.0,491.0,0.2979800000000001,5816.0,0.07867,1.05,1.07,2.4595888418037104,0.9858167945227653,2.5494451709255714,4.056592503401217,0.7315502518428904
Kepler-1086 b,Kepler-1086,2.44,0.0,433.0,0.1198,4350.0,-0.85997,0.7,2.88,2.018895041811802,1.244154593958768,2.318163122957364,2.984886534582597,0.5068176023684519
Kepler-1086 c,Kepler-1086,2.94,0.0,211.0,0.503,4350.0,-0.85997,0.7,2.88,2.298577071596507,1.0784095813505903,0.4180522236136358,5.090778516717996,0.5068176023684519
Kepler-1087 b,Kepler-1087,0.61,0.0,2161.0,0.01554,5589.0,-0.09746,0.96,3.55,0.1527210870176639,1.6074359097634274,8.159801705108041,0.5269998262834168,0.6626879730752367
Kepler-1088 b,Kepler-1088,1.42,0.0,667.0,0.16163,5975.0,0.09007,1.08,3.02,1.2809338454620645,1.790091412127358,3.8261818525500226,3.183351706784697,0.7323678937132266
Kepler-1089 b,Kepler-1089,1.83,0.0,584.0,0.0497,3753.0,-1.29726,0.52,3.72,1.6114359150967734,1.5260563034950494,3.3056405047639377,1.8136001519378102,0.3987761199573678
Kepler-109 b,Kepler-109,2.49,0.11,1276.0,0.0701,5950.0,0.34654,1.094,6.2,1.7749523509116738,0.9932517730102834,6.093569770045136,2.012450776247481,0.870037347356693
Kepler-109 c,Kepler-109,2.65,0.098,859.0,0.1546,5950.0,0.34654,1.094,6.2,2.2192034840549946,1.2237754316221157,4.5217885770490405,3.1011120390265385,0.870037347356693
Kepler-1090 b,Kepler-1090,2.25,0.0,297.0,0.63323,5321.0,-0.14595,0.86,4.37,1.900613874140137,1.3190856114264407,1.0385083645984041,5.296716981614956,0.598836501088704
Kepler-1090 c,Kepler-1090,3.29265785,0.0,496.0,0.2262199999999999,5330.0,-0.14595,0.8690000000000001,12.59,2.4765384001174837,0.9858167945227653,2.6946271807700692,3.7710859802735683,0.6996261466576544
Kepler-1091 b,Kepler-1091,1.46,0.0,1664.0,0.0252,5851.0,0.07961,1.01,3.47,1.3164082336557241,1.7613002617433464,7.462707638590453,0.8898406170210508,0.708035793053696
Kepler-1092 b,Kepler-1092,2.07,0.0,508.0,0.2996,5862.0,0.09586,0.99,3.8,1.7817091333745536,1.4011829736136412,2.89126025195728,4.087685649122401,0.6931471805599453
Kepler-1093 b,Kepler-1093,1.95,0.0,776.0,0.1754299999999999,6166.0,0.46038,1.13,2.95,1.6974487897568138,1.4609379041156565,4.603168183317418,3.2612631574473325,0.7884573603642702
Kepler-1093 c,Kepler-1093,1.96,0.0,508.0,0.41037,6166.0,0.46038,1.13,2.95,1.7047480922384253,1.4539530095937054,2.9496883350525844,4.507803104210563,0.7884573603642702
Kepler-1094 b,Kepler-1094,3.18,0.0,480.0,0.3625,6112.0,0.17811,1.14,3.09,2.4159137783010487,1.007957920399979,2.427983502388379,4.370713166808963,0.7929925155296614
Kepler-1095 b,Kepler-1095,1.21,0.0,1108.0,0.0514,5658.0,-0.09285,0.94,4.47,1.0715836162801904,1.9401794743463283,5.879247243986943,1.6622259620182738,0.6523251860396903
Kepler-1096 b,Kepler-1096,1.24,0.0,794.0,0.034,4306.0,-0.84044,0.6599999999999999,3.8,1.1216775615991057,1.9416152247724325,4.835217848979039,1.3589790481681885,0.48858001481867097
Kepler-1097 b,Kepler-1097,3.26,0.0,267.0,0.5791,5211.0,-0.40444,0.8200000000000001,4.9,2.4595888418037104,0.9932517730102834,0.832909122935104,5.240407647607902,0.5822156198526637
Kepler-1098 b,Kepler-1098,1.3,0.0,1319.0,0.0358,5794.0,0.15655,0.99,3.98,1.1755733298042381,1.8870696490323797,6.904419722192635,1.2649943887540518,0.688134638736401
Kepler-1099 b,Kepler-1099,2.83,0.0,1558.0,0.0337,5837.0,-0.11906,1.01,3.63,2.2407096892759584,1.1118575154181303,6.642935201472792,1.153243327700117,0.6931471805599453
Kepler-11 b,Kepler-11,1.8,0.045,849.0,0.091,5663.0,0.1202,0.961,8.5,1.0647107369924282,1.000631880307906,4.992878572506997,2.4251477989170525,0.7251302264129961
Kepler-11 c,Kepler-11,2.87,0.026,786.0,0.107,5663.0,0.1202,0.961,8.5,1.3609765531356006,0.5068176023684519,4.6842031532761155,2.640777278226711,0.7251302264129961
Kepler-11 d,Kepler-11,3.12,0.004,653.0,0.155,5663.0,0.1202,0.961,8.5,2.1162555148025524,0.8241754429663495,3.9534528151912856,3.1648208257454566,0.7251302264129961
Kepler-11 e,Kepler-11,4.19,0.012,582.0,0.195,5663.0,0.1202,0.961,8.5,2.1972245773362196,0.4574248470388754,3.506757877322648,3.4964954401808965,0.7251302264129961
Kepler-11 f,Kepler-11,2.49,0.013,513.0,0.25,5663.0,0.1202,0.961,8.5,1.0986122886681096,0.5247285289349821,3.0218872310308424,3.8646965694856883,0.7251302264129961
Kepler-11 g,Kepler-11,3.33,0.15,376.0,0.466,5663.0,0.1202,0.961,8.5,3.258096538021482,1.6094379124341003,1.8946168546677629,4.782317546352061,0.7251302264129961
Kepler-110 b,Kepler-110,1.83,0.0,1008.0,0.107,5960.0,0.27598,0.989,4.47,1.6114359150967734,1.5260563034950494,5.042657080118993,2.6167468631747286,0.7650026176603735
Kepler-110 c,Kepler-110,2.21,0.0,743.0,0.198,5960.0,0.27598,0.989,4.47,1.8748743759385615,1.3376291891386096,3.835919196763251,3.4879796351827856,0.7650026176603735
Kepler-1100 b,Kepler-1100,1.75,0.0,1000.0,0.06745,6247.0,0.08792,1.21,2.69,1.5496879080283263,1.5686159179138452,5.47858681921586,2.004448640784455,0.8501509293696101
Kepler-1101 b,Kepler-1101,2.47,0.0,393.0,0.3482999999999999,5614.0,-0.35135,0.94,4.27,2.0360119837525,1.2325602611778486,1.5210437616715051,4.410554637620447,0.6471032420585385
Kepler-1102 b,Kepler-1102,2.66,0.0,546.0,0.2731,5724.0,0.13927,0.96,4.37,2.1471001901536506,1.1662709371419244,3.1772618501477363,3.9575423462822656,0.6626879730752367
Kepler-1103 b,Kepler-1103,2.27,0.0,736.0,0.15336,6092.0,0.52181,1.11,3.31,1.9125010869241836,1.3110318766193438,5.083154385599766,3.034564439117048,0.7654678421395714
Kepler-1104 b,Kepler-1104,1.23,0.0,1321.0,0.06321,6417.0,0.51439,1.3,2.04,1.1118575154181303,1.9487632180377197,6.702603893538006,1.7979536042370075,0.8796267475025636
Kepler-1105 b,Kepler-1105,2.01,0.0,729.0,0.0471,4299.0,-0.94508,0.71,8.71,1.7404661748405044,1.430311246536665,3.874943997186725,1.6903858438689519,0.5187937934151676
Kepler-1106 b,Kepler-1106,1.65,0.0,2199.0,0.0239,6104.0,0.15896,1.11,3.09,1.4724720573609429,1.631199404215613,7.783629767341297,0.8121526571752695,0.7747271675523681
Kepler-1107 b,Kepler-1107,1.34,0.0,1897.0,0.01285,5268.0,-0.41703,0.86,4.47,1.2119409739751128,1.8547342683894434,7.778320765022479,0.4517368771142308,0.598836501088704
Kepler-1108 b,Kepler-1108,1.46,0.0,1063.0,0.0511,5406.0,-0.25795,0.8800000000000001,4.17,1.3164082336557241,1.7613002617433464,5.334716795928042,1.7065750550523346,0.6097655716208943
Kepler-1109 b,Kepler-1109,2.19,0.0,787.0,0.2466,5893.0,-0.07583,1.05,3.8,1.860974538249528,1.3454723665996355,2.5162438050970404,3.654462383374237,0.7227059828014898
Kepler-111 b,Kepler-111,1.58,0.0,1356.0,0.046,5952.0,0.19471,1.171,2.3,1.415853163361435,1.6770965609079151,6.5198889007832035,1.4682924634548868,0.7687183674070194
Kepler-111 c,Kepler-111,7.0840758,0.176,352.2,0.7509999999999999,5914.0,0.15836,1.118,3.4,5.409321409555913,1.4861396960896067,1.247032293786383,5.419553677225304,0.7631395523799803
Kepler-1110 b,Kepler-1110,2.66,0.0,609.0,0.0754,4781.0,-0.63653,0.73,4.79,2.1471001901536506,1.1662709371419244,3.7872757759701297,2.369600573932293,0.5306282510621704
Kepler-1111 b,Kepler-1111,2.0,0.0,938.0,0.0872,6077.0,-0.0903,1.1,3.16,1.7334238922150915,1.4350845252893227,4.783483721384507,2.2819923739175407,0.7654678421395714
Kepler-1112 b,Kepler-1112,3.02,0.0,918.0,0.1239,6496.0,0.54224,1.34,2.09,2.339880877737743,1.0543120297715298,5.545032902783915,2.731941151959859,0.9321640810304452
Kepler-1113 b,Kepler-1113,2.81,0.0,558.0,0.2415,5931.0,0.07994,1.12,3.55,2.2300144001592104,1.1184149159642893,3.171742287734143,3.7681640760515402,0.7747271675523681
Kepler-1114 b,Kepler-1114,1.35,0.0,631.0,0.11056,5374.0,-0.29317,0.87,4.27,1.2208299213923592,1.8468787684491346,3.6968724250428604,2.770984745306274,0.6043159668533296
Kepler-1115 b,Kepler-1115,1.7,0.0,1381.0,0.2134,8480.0,1.25385,1.6000000000000003,1.12,1.5107219394949427,1.599387576580599,6.248238213262228,3.2008777264300243,1.0043016091968684
Kepler-1116 b,Kepler-1116,2.54,0.0,488.0,0.233,5641.0,-0.14676,0.95,4.9,2.0781907597781832,1.205970806988609,2.8209621329128707,3.754146991485836,0.6575200029167942
Kepler-1117 b,Kepler-1117,1.11,0.0,938.0,0.05485,5612.0,-0.22396,0.95,4.27,0.8796267475025636,1.8976198599275325,5.277992202753437,1.7561814423631676,0.6575200029167942
Kepler-1118 b,Kepler-1118,2.74,0.0,502.0,0.2079,5688.0,-0.06047,0.96,4.07,2.191653532286764,1.1378330018213914,3.045046110106912,3.6806332348125372,0.6780335427498971
Kepler-1119 b,Kepler-1119,1.92,0.0,938.0,0.0812,6083.0,0.48586,1.11,3.09,1.6770965609079151,1.4770487243883548,5.213249554157973,2.2328614509879197,0.7747271675523681
Kepler-112 b,Kepler-112,2.36,0.0,809.0,0.076,5544.0,-0.08612,0.782,12.88,1.969905654611529,1.275362800412609,4.826856676304301,2.241653711631712,0.6103089022509408
Kepler-112 c,Kepler-112,2.4,0.0,538.0,0.172,5544.0,-0.08612,0.782,12.88,1.9947003132247452,1.2584609896100059,3.229024155920016,3.3869044898582605,0.6103089022509408
Kepler-1120 b,Kepler-1120,1.38,0.0,1027.0,0.0369,4904.0,-0.58813,0.78,4.68,1.247032293786383,1.8229350866965048,5.336932126918238,1.373469739076641,0.5538851132264376
Kepler-1121 b,Kepler-1121,1.91,0.0,1008.0,0.11818,6231.0,0.47495,1.29,3.02,1.6695918352538475,1.4816045409242156,5.329195686192973,2.64981432300607,0.9516578757114464
Kepler-1122 b,Kepler-1122,2.04,0.0,526.0,0.2315,5544.0,0.05875,0.9200000000000002,4.68,1.7613002617433464,1.415853163361435,3.188952556216843,3.7656491737085247,0.636576829071551
Kepler-1123 b,Kepler-1123,1.67,0.0,1061.0,0.0497,5500.0,-0.29455,0.9300000000000002,5.13,1.4883995840570443,1.6193882432872684,5.252357194171658,1.6751253745361494,0.6418538861723948
Kepler-1124 b,Kepler-1124,1.28,0.0,621.0,0.0305,3658.0,-1.32347,0.35,3.39,1.1568811967920856,1.9035989509835904,3.9469460352173757,1.3486830856267205,0.29266961396281993
Kepler-1125 b,Kepler-1125,1.84,0.0,778.0,0.1348,5683.0,0.64744,0.95,4.17,1.617406082083277,1.5173226235262947,3.7386215460087504,2.9269213962193845,0.6626879730752367
Kepler-1126 b,Kepler-1126,1.73,0.0,374.0,0.41251,5798.0,-0.09926,0.9200000000000002,5.5,1.534714366238164,1.5810384379124023,1.713797927758343,4.696776505873136,0.6575200029167942
Kepler-1126 c,Kepler-1126,1.45,0.0,305.0,0.6193,5678.0,-0.09926,0.7940000000000002,12.3,1.308332819650179,1.769854633840005,1.1184149159642893,5.301655588479987,0.6528458837864196
Kepler-1127 b,Kepler-1127,1.96,0.0,994.0,0.0556,5664.0,-0.25911,0.97,4.37,1.7047480922384253,1.4539530095937054,5.086144664784566,1.812101733573706,0.6678293725756554
Kepler-1128 b,Kepler-1128,3.65,0.0,424.0,0.302,5543.0,-0.19585,0.94,4.57,2.631888840136646,0.9001613499442714,2.0083482515715905,4.137049849432878,0.6471032420585385
Kepler-1129 b,Kepler-1129,2.96,0.0,737.0,0.16481,5831.0,-0.0274,1.0,4.07,2.3085671646715933,1.0715836162801904,3.504505793193851,3.232375508714952,0.6931471805599453
Kepler-1129 c,Kepler-1129,2.73,0.0,503.0,0.35367,5831.0,-0.0274,1.0,4.07,2.186051276738094,1.1410330045520618,2.080191260570382,4.350754707847001,0.6931471805599453
Kepler-113 b,Kepler-113,1.82,0.0,775.0,0.05123,4725.0,-0.57598,0.75,6.89,2.541601993464546,2.462149662665384,4.666575679315583,1.7498952651293562,0.5247285289349821
Kepler-113 c,Kepler-113,2.18,0.0,628.0,0.07796,4725.0,-0.57598,0.75,6.89,2.272125885509337,0.26868807312786047,3.8415147005375303,2.295063879445108,0.5247285289349821
Kepler-1130 b,Kepler-1130,0.8,0.0,904.0,0.05963,5403.0,-0.25964,0.9,1.58,0.3625576070968879,1.7387102481382395,5.097730000947189,1.8645423108077541,0.5933268452777344
Kepler-1130 c,Kepler-1130,0.79239584,0.0,1072.0,0.04238,5450.0,-0.25964,0.944,1.58,0.35206433138104903,1.7334238922150915,5.761736867916757,1.4508266200503541,0.6108519378331151
Kepler-1130 d,Kepler-1130,0.64472273,0.0,981.0,0.05068,5450.0,-0.25964,0.944,1.58,0.18398683611301586,1.6370530794670737,5.404477562376427,1.662457249602396,0.6108519378331151
Kepler-1131 b,Kepler-1131,1.59,0.0,1159.0,0.0459,5851.0,-0.02783,1.03,4.17,1.423108334242607,1.6695918352538475,6.118409924467738,1.5112349403378376,0.712949807856125
Kepler-1132 b,Kepler-1132,2.35,0.0,384.0,0.2880999999999999,5298.0,-0.37811,0.87,4.57,1.9629077254238845,1.2781522025001875,1.7132572410730975,4.157188254197768,0.6043159668533296
Kepler-1133 b,Kepler-1133,1.97,0.0,703.0,0.0983,5569.0,-0.20972,0.9300000000000002,4.07,1.7119945007591926,1.449269160281279,4.038796615589289,2.530168647290713,0.6418538861723948
Kepler-1134 b,Kepler-1134,2.64,0.0,611.0,0.1242,5281.0,-0.39721,0.8400000000000001,4.9,2.135349173618132,1.172482137234565,3.4295904561633734,2.8977136231022738,0.5933268452777344
Kepler-1135 b,Kepler-1135,1.85,0.0,451.0,0.3436,5656.0,0.43703,0.96,4.47,1.6253112615903906,1.5129270120532565,3.286908235260028,4.356168385805927,0.6626879730752367
Kepler-1136 b,Kepler-1136,1.64,0.0,922.0,0.0299,4512.0,-0.85345,0.7199999999999999,3.24,1.4655675420143985,1.6389967146756448,5.017644008906814,1.2124540354913032,0.5187937934151676
Kepler-1137 b,Kepler-1137,2.2,0.0,1020.0,0.1871,6807.0,0.75429,1.5,1.58,1.8687205103641835,1.3428648031925547,5.292530655786303,3.2157139955499416,1.0438040521731147
Kepler-1138 b,Kepler-1138,1.7,0.0,1080.0,0.0415,5582.0,-0.33299,0.95,4.37,1.5107219394949427,1.599387576580599,5.50899959711095,1.4280599223410408,0.6523251860396903
Kepler-1139 b,Kepler-1139,1.19,0.0,1693.0,0.01664,5550.0,-0.30419,0.94,4.47,1.0331844833456545,1.9315214116032138,7.449076741561901,0.5950748850738372,0.6471032420585385
Kepler-114 b,Kepler-114,1.26,0.0,586.0,0.053,4605.0,-0.6853,0.77,2.69,0.7371640659767197,1.2612978709452054,4.538335697800868,1.82270064887885,0.5110256037686569
Kepler-114 c,Kepler-114,1.6,0.0,507.0,0.06482,4660.0,-0.6853,0.56,2.69,1.33500106673234,0.7793248768009976,3.963153286529753,2.2017697877552296,0.43178241642553783
Kepler-114 d,Kepler-114,2.53,0.0,446.0,0.08358,4660.0,-0.6853,0.56,2.69,1.589235205116581,0.1988508587451652,3.4662357778413777,2.5475684109127115,0.43178241642553783
Kepler-1140 b,Kepler-1140,2.77,0.0,500.0,0.1478,4850.0,-0.56584,0.76,5.01,2.2082744135228043,1.128171090909654,2.642693567624203,3.222320712423637,0.5481214085096876
Kepler-1141 b,Kepler-1141,0.82,0.0,1471.0,0.03496,5791.0,0.1551,1.01,6.17,0.39001300354924273,1.749199854809259,7.045735635274865,1.207320776806307,0.7275486072772778
Kepler-1142 b,Kepler-1142,1.47,0.0,902.0,0.1343,5685.0,0.43724,0.97,5.37,1.324418957401803,1.752672080520008,5.002717363185092,2.960246267292842,0.6729444732424258
Kepler-1143 b,Kepler-1143,1.67,0.0,976.0,0.0371,5053.0,-0.62275,0.81,4.79,1.4883995840570443,1.6193882432872684,5.159377086515901,1.3581275881733443,0.5709795465857378
Kepler-1143 c,Kepler-1143,3.6,0.0,234.0,0.6477,5053.0,-0.62275,0.81,4.79,2.6100697927420065,0.9082585601768908,0.4498009219282161,5.354842259478207,0.5709795465857378
Kepler-1144 b,Kepler-1144,1.99,0.0,811.0,0.1291,5753.0,0.05604,0.98,3.98,1.7263316639055994,1.4398351280479205,4.144102511904278,2.898476217860569,0.6729444732424258
Kepler-1145 b,Kepler-1145,1.4,0.0,958.0,0.0443,5064.0,-0.49839,0.79,4.79,1.264126727145683,1.8066480817218056,5.295463297565131,1.6035742869335274,0.5596157879354227
Kepler-1146 b,Kepler-1146,1.23,0.0,1019.0,0.0325,4692.0,-0.64244,0.74,4.9,1.1118575154181303,1.9487632180377197,5.4335560509202345,1.2096364745238832,0.5306282510621704
Kepler-1147 b,Kepler-1147,2.61,0.0,872.0,0.0961,5941.0,0.23534,1.09,3.8,2.1186622548331173,1.1817271953786161,5.335434908047042,2.453403080136612,0.76080582903376
Kepler-1148 b,Kepler-1148,1.69,0.0,1397.0,0.0188,5054.0,-0.53105,0.81,4.57,1.5040773967762742,1.6054298910365616,6.704913005127251,0.7440605695675846,0.5709795465857378
Kepler-1149 b,Kepler-1149,1.44,0.0,1128.0,0.0473,5833.0,0.16546,1.02,3.98,1.3001916620664788,1.776645831418007,6.484377187076411,1.554115243641498,0.6981347220709844
Kepler-115 b,Kepler-115,1.09,0.0,1489.0,0.036,5979.0,0.22007,1.042,4.17,0.8415671856782186,1.8870696490323797,7.103944401727629,1.2248569054419638,0.7907275088988094
Kepler-115 c,Kepler-115,2.6,0.0,960.0,0.087,5979.0,0.22007,1.042,4.17,2.1126345090356,1.184789984909162,5.347588367477895,2.301673577690166,0.7907275088988094
Kepler-1150 b,Kepler-1150,1.02,0.0,1432.0,0.0382,4754.0,-0.66578,0.76,4.68,0.712949807856125,1.8547342683894434,5.041752751553574,1.3318034297360504,0.5423242908253616
Kepler-1151 b,Kepler-1151,2.22,0.0,485.0,0.3197,5470.0,-0.34196,0.8800000000000001,4.37,1.8809906029559977,1.332366019094335,1.7681496035889213,4.199422674007707,0.6151856390902335
Kepler-1152 b,Kepler-1152,0.87,0.0,806.0,0.0223,3964.0,-1.09668,0.55,3.47,0.46373401623214017,1.7783364488959144,4.945926091726805,0.9733520840259926,0.4252677354043441
Kepler-1153 b,Kepler-1153,1.73,0.0,1343.0,0.0277,5470.0,-0.28448,0.91,4.57,1.534714366238164,1.5810384379124023,6.637006361348249,1.013720600640577,0.6312717768418579
Kepler-1154 b,Kepler-1154,2.34,0.0,1314.0,0.0631,6327.0,0.45174,1.26,2.29,1.9572739077056285,1.2837077723447896,6.483055362338204,1.822226305683663,0.8878912573524571
Kepler-1154 c,Kepler-1154,2.36,0.0,1117.0,0.0875,6327.0,0.45174,1.26,2.29,1.969905654611529,1.275362800412609,5.830629493213242,2.246869732510409,0.8878912573524571
Kepler-1155 b,Kepler-1155,2.03,0.0,609.0,0.2006,5842.0,0.0472,1.03,3.72,1.7544036826842861,1.420695787837223,3.5121422756138823,3.540081924742349,0.708035793053696
Kepler-1156 b,Kepler-1156,1.32,0.0,787.0,0.09704,5778.0,-0.06802,1.0,4.47,1.1939224684724346,1.8718021769015913,4.430983451622635,2.556855545371987,0.6931471805599453
Kepler-1157 b,Kepler-1157,1.09,0.0,732.0,0.0448,4679.0,-0.67539,0.76,3.39,0.8415671856782186,1.8870696490323797,4.56895216025345,1.6969782834816984,0.5364933705145685
Kepler-1158 b,Kepler-1158,2.34,0.0,1079.0,0.12643,6203.0,0.84033,1.41,2.88,1.9572739077056285,1.2837077723447896,6.11079971092334,2.676877976594671,1.0818051703517284
Kepler-1159 b,Kepler-1159,2.37,0.0,677.0,0.1603,6217.0,0.29847,1.19,2.75,1.9754689512968577,1.269760544863939,4.406524106274269,3.165819626319948,0.8241754429663495
Kepler-116 b,Kepler-116,3.42,0.0,1251.0,0.069,6142.0,0.42073,1.198,3.16,2.533696813957432,0.9516578757114464,6.389319101614728,1.941433572693631,0.8977193462887195
Kepler-116 c,Kepler-116,2.3,0.0,964.0,0.116,6142.0,0.42073,1.198,3.16,1.9315214116032138,1.297463147413275,5.347021812758075,2.6441607137410874,0.8977193462887195
