pl_name,hostname,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,st_teff,st_lum,st_rad,st_mass,st_age
BD-13 2130 b,BD-13 2130,12.5,3108.377400000001,8.750000000000002,0.21,599.766,36.94235316602243,714.2999900000001,1.6599999999999997,4545.0,2.04268,19.17,2.1200000000000006,0.74
BD-14 3065 b,BD-14 3065 A,21.59,3932.000000000002,2.1500000000000004,0.066,2001.0,646.761,4.2889731,0.0656,6935.0,1.06,2.35,1.4100000000000001,2.24
BD-17 63 b,BD-17 63,12.8,1639.9945801200001,4.3,0.5439,195.7,0.20430394970869584,655.5699999999999,1.34,4714.0,-0.678,0.74,0.7410000000000001,4.3
BD-210397 b,BD-210397,14.0,213.99999999999991,0.42899999999999994,0.1,84.22,0.02,1890.9999999999995,2.63,4051.0,-0.86967,0.7470000000000001,0.679,6.2
BD-210397 c,BD-210397,12.9,1525.5763536000004,3.91,0.43,85.66,0.0039,6240.0,5.9,4051.0,-0.86967,0.7470000000000001,0.69,4.0
BEBOP-3 b,BEBOP-3,14.2,177.34825111,0.33999999999999997,0.247,614.1,27.859953556256734,547.0000000000002,1.444,6033.0,0.38321,1.4140000000000001,1.083,5.184
BEBOP-4 AB b,BEBOP-4 A,2.8395539349999996,8358.887104100006,2.56,0.428,596.966,25.82941971045193,1823.4999999999998,3.634,5701.43,0.85933,2.7564499999999996,1.507,3.51542
Barnard b,Barnard's star,0.72,0.299,4.3999999999999995,0.03,438.0,6.759999999999999,3.1542,0.0229,3195.0,-2.44977,0.185,0.162,4.74
Barnard c,Barnard's star,0.743,0.3350000000000001,4.49,0.08,400.0,5.032659190378013,4.1244,0.0274,3195.0,-2.44977,0.185,0.162,5.366
Barnard d,Barnard's star,0.694,0.263,4.32,0.04,483.0,9.736666781179217,2.3402,0.0188,3195.0,-2.44977,0.185,0.162,5.254
Barnard e,Barnard's star,0.637,0.19299999999999998,4.1,0.04,340.0,2.863611313537907,6.739199999999999,0.0381,3195.0,-2.44977,0.185,0.162,6.757000000000001
CD Cet b,CD Cet,1.82,3.95,3.6000000000000005,0.13491,464.0,8.600000000000001,2.2907,0.0185,3130.0,-2.53254,0.175,0.161,3.0
CD-35 2722 b,CD-35 2722,17.37392009,9375.938006500006,9.82,0.531839,1800.0,221.88592544024547,11.122139999999998,67.00000000000001,3689.0,-1.26481,0.558549,0.4,0.1
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,12.4,3337.099999999998,9.620000000000001,0.42443,370.0,9.42442218903906,10037.500000000007,2.6000000000000005,580.5,-0.07632,0.95138,0.021,6.113
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,20.8487041,2479.0615746000003,1.5,0.31319899999999995,1800.0,216.74228724175973,8040000.0,200.0,2320.0,-2.85,0.245,0.0147,0.003
CHXR 73 b,CHXR 73,12.3,3994.4860000000003,11.799999999999999,0.44720000000000004,1711.9,257.06368777656644,11.122139999999998,210.00000000000003,3099.0,-0.07632,0.95138,0.35,0.002
CI Tau c,CI Tau,13.0,1144.1822652,2.86,0.58,671.29,41.26136988293544,25.2,0.16999999999999998,3807.0,-0.25458,1.880857,0.9,0.0025
COCONUTS-2 b,COCONUTS-2 A,12.44196858,2542.6272559999998,7.249999999999998,0.275,434.0,24.11176824722159,401999999.9999998,7505.999999999994,3406.0,-1.732,0.388,0.37,0.475
CT Cha b,CT Cha,24.66,5403.000000000002,1.9799999999999998,0.33161999999999997,2600.0,2170.6408760133795,11.122139999999998,440.0,4403.0,-0.10177,1.6796939999999998,0.94,0.002
CoRoT-1 b,CoRoT-1,16.7,327.35,0.38,0.0,1898.0,2852.6300000000015,1.5089557,0.02752,5950.0,0.29793,1.11,0.9500000000000001,1.6
CoRoT-10 b,CoRoT-10,10.87,873.9999999999997,3.7,0.53,600.0,16.108899999999995,13.2406,0.1055,5075.0,-0.72608,0.79,0.89,3.0
CoRoT-11 b,CoRoT-11,16.03,740.51,0.99,0.0,1657.0,1890.6490000000006,2.9943300000000006,0.0436,6440.0,0.37753,1.37,1.27,2.0
CoRoT-12 b,CoRoT-12,16.14,291.43800000000005,0.411,0.07,1442.0,661.1334000000003,2.828042,0.04016,5675.0,0.07,1.116,1.078,6.3
CoRoT-13 b,CoRoT-13,9.92,415.70399999999984,2.34,0.0,1700.0,546.5339000000001,4.03519,0.051,5945.0,0.07314,1.01,1.09,1.635
CoRoT-14 b,CoRoT-14,12.22,2415.3999999999996,7.300000000000001,0.0,1952.0,2421.4314941674406,1.51214,0.027,6035.0,0.11884,1.21,1.13,4.2
CoRoT-16 b,CoRoT-16,13.11,170.032,0.44,0.33,1048.9,190.40549650497093,5.352270000000001,0.0618,5650.0,-0.43496,1.19,1.098,6.73
CoRoT-17 b,CoRoT-17,11.43,772.2899999999997,2.8199999999999994,0.0,1626.0,962.1011412864284,3.7681000000000004,0.0461,5740.0,0.13421,1.5900000000000003,1.04,10.7
CoRoT-18 b,CoRoT-18,14.68,1102.8200000000004,2.2,0.08,1550.0,823.7008999999999,1.9000693000000002,0.0295,5440.0,-0.17,1.0,0.9500000000000001,0.6
CoRoT-19 b,CoRoT-19,14.46,352.77999999999986,0.71,0.047,2000.0,1103.8090000000002,3.8971299999999998,0.0518,6090.0,0.544,1.65,1.21,5.0
CoRoT-2 b,CoRoT-2,16.432,1102.8200000000004,1.4700000000000002,0.0143,1521.0,932.9076000000001,1.7429935,0.02798,5625.0,-0.13055,0.906,0.9599999999999999,2.7
CoRoT-20 b,CoRoT-20,9.41556,1366.6690000000003,8.87,0.59,1024.0,180.87039999999996,9.24285,0.09,5880.0,0.17,1.02,1.14,0.1
CoRoT-20 c,CoRoT-20,12.2,5403.110000000004,16.4,0.6,550.3,17.688627486173253,1674.9999999999998,2.8999999999999995,5880.0,0.17,1.02,1.14,0.1
CoRoT-21 b,CoRoT-21,14.5717,718.2957999999999,1.3599999999999999,0.0,2154.864,4012.0518271124233,2.72474,0.0417,6200.0,0.705,1.9499999999999997,1.29,4.1
CoRoT-22 b,CoRoT-22,4.88,12.2,0.249,0.077,885.0,600.2012353589536,9.75598,0.092,5939.0,0.01352,1.136,1.099,3.3
CoRoT-23 b,CoRoT-23,11.77,889.9,3.0,0.16,1660.0,772.1845852271514,3.6313,0.048,5900.0,0.08678,1.6100000000000003,1.14,7.2
CoRoT-24 b,CoRoT-24,3.7,5.700000000000001,0.9,0.0,1070.0,205.6831248843075,5.1134,0.056,4950.0,-0.60148,0.86,0.91,11.0
CoRoT-24 c,CoRoT-24,5.0,28.000000000000004,1.3,0.0,850.0,88.21005005995217,11.759000000000002,0.098,4950.0,-0.60148,0.86,0.91,11.0
CoRoT-25 b,CoRoT-25,12.11,85.80999999999997,0.15,0.0,1330.0,356.54159387355435,4.86069,0.057800000000000004,6040.0,0.14101,1.19,1.09,4.5
CoRoT-26 b,CoRoT-26,14.12,165.26,0.28,0.0,1600.0,1087.8681948959202,4.20474,0.0526,5590.0,0.451,1.79,1.09,8.6
CoRoT-27 b,CoRoT-27,11.287,3302.110000000001,12.600000000000001,0.065,1500.0,855.1471060953861,3.5753199999999996,0.0476,5900.0,-0.16641,1.08,1.05,4.21
CoRoT-28 b,CoRoT-28,10.704595,153.82972,0.69,0.047,1338.753,647.5655201556455,5.20851,0.0603,5150.0,0.38849,1.7800000000000002,1.01,12.0
CoRoT-29 b,CoRoT-29,10.0881,270.1555000000001,1.45,0.082,1136.6439999999998,322.2998609306674,2.85057,0.0386,5260.0,-0.09414,0.9,0.97,4.5
CoRoT-3 b,CoRoT-3,11.32,6883.909999999996,26.4,0.0,1695.0,1002.2694782587333,4.2568,0.05783,6740.0,0.39086,1.56,1.37,2.2
CoRoT-30 b,CoRoT-30,11.309881,921.707,3.4499999999999997,0.007,1058.0,183.86449561347712,9.060050000000002,0.0844,5650.0,-0.19653,0.91,0.9799999999999999,3.0
CoRoT-31 b,CoRoT-31,16.36514,266.97720000000004,0.33,0.02,1637.6,1365.7002401783068,4.629409999999999,0.0586,5700.0,0.39778,2.1500000000000004,1.25,4.7
CoRoT-32 b,CoRoT-32,6.38913,47.674499999999995,1.1,0.07809999999999999,938.0,132.26,6.718369999999999,0.071,5970.0,-0.1549,0.79,1.08,1.1187
CoRoT-35 b,CoRoT-35,18.83108758,349.61124770000004,0.2899999999999999,0.0,1747.0,1496.2970962830432,3.2274799999999995,0.0429,6390.0,0.36247,1.65,1.01,6.1
CoRoT-36 b,CoRoT-36,15.80466279,216.12331676000008,0.25,0.0,1567.0,721.2589236174924,5.616531,0.066,6730.0,0.81257,1.5200000000000002,1.32,2.1
CoRoT-4 b,CoRoT-4,13.34,228.82999999999993,0.5250000000000001,0.0,1074.0,203.9517,9.202049999999998,0.09,6190.0,0.18482,1.17,1.16,1.0
CoRoT-5 b,CoRoT-5,15.558,148.42000000000004,0.217,0.09,1438.0,786.2949000000001,4.0378962,0.04947,6100.0,0.18,1.186,1.0,6.9
CoRoT-6 b,CoRoT-6,13.068,940.7399999999999,2.3199999999999994,0.1,1017.0,199.19427927585306,8.886593000000001,0.0855,6090.0,0.02573,1.025,1.05,2.5
CoRoT-7 b,CoRoT-7,1.68135,4.07660518,9.354999999999999,0.0,1756.0,1769.3092696295544,0.85359163,0.017016,5275.0,-0.28938,0.83,0.8200000000000001,1.8
CoRoT-7 c,CoRoT-7,2.83,8.400000000000002,2.04,0.0,1097.4,267.540596249609,3.6979999999999995,0.046,5256.0,-0.28938,0.8642729999999998,0.899,1.8
CoRoT-7 d,CoRoT-7,4.31,17.141999999999996,1.18,0.08349999999999999,837.4,93.01698976987672,8.965999999999998,0.102,5250.0,-0.28938,0.8389,0.915,1.8
CoRoT-8 b,CoRoT-8,6.39,69.92000000000003,1.6000000000000003,0.0,870.0,127.92975344914971,6.212290000000001,0.063,5080.0,-0.4,0.77,0.8800000000000001,3.0
CoRoT-9 b,CoRoT-9,11.948794,266.97720000000004,0.86,0.133,420.0,30.749577459406947,95.27265600000003,0.4021,5625.0,-0.25426,0.9599999999999999,0.9599999999999999,6.0
DE CVn b,DE CVn,12.4,3823.2733016099974,11.0,0.0,320.52,3.2096749860880323,4098.1,5.749999999999999,3579.0,-1.57398,0.424754,0.51,4.8027
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,11.9,9057.769999999999,29.5,0.345,465.4,23.153417881781685,246.3600000000001,0.36,5549.0,-0.07632,0.95138,0.075,1.0
DH Tau b,DH Tau,30.2643,3496.0000000000014,0.6929999999999998,0.354699,2200.0,609.5771025155212,11.122139999999998,330.0,4371.0,-0.21153,0.27,0.33,0.001
DMPP-1 b,DMPP-1,5.29,24.270000000000003,0.9010000000000001,0.083,877.0,133.85290290818304,18.569999999999997,0.1462,6196.0,0.31955,1.26,1.21,2.01
DMPP-1 c,DMPP-1,3.06,9.6,1.8399999999999999,0.057,1239.0,382.21954997426116,6.5840000000000005,0.0733,6196.0,0.31955,1.26,1.21,2.01
DMPP-1 d,DMPP-1,1.65,3.3500000000000005,4.1,0.07,1632.0,1167.946858661213,2.8820000000000006,0.0422,6196.0,0.31955,1.26,1.21,2.01
DMPP-1 e,DMPP-1,1.86,4.129999999999999,3.5300000000000002,0.07,1314.0,603.525628403618,5.516,0.0651,6196.0,0.31955,1.26,1.21,2.01
DMPP-2 b,DMPP-2,14.3,138.89170999999996,0.261,0.078,1000.0,198.61183249112895,5.2072,0.0664,6500.0,0.1038,1.7800000000000002,1.44,2.0
DMPP-3 A b,DMPP-3 A,1.41,2.58,5.06,0.14,854.0,109.02568999930759,6.6732000000000005,0.0662,5138.0,-0.29268,0.91,0.87,10.9
DMPP-4 b,DMPP-4,3.53,12.2,1.5200000000000002,0.063,1567.6,1066.842043020247,3.4982000000000006,0.04853,6400.0,0.45939,1.3799999999999997,1.25,2.15
DP Leo b,DP Leo,12.7,1995.8883199999998,5.3500000000000005,0.39,488.2,42.513458886045946,10220.000000000004,8.189999999999998,13500.0,-2.4,0.0115,0.69,3.1017
DS Tuc A b,DS Tuc A,5.7,413.1789999999999,2.56,0.0,850.0,115.82759999999998,8.138268000000002,0.102,5428.0,-0.13966,0.964,1.01,0.045
EPIC 201170410.02,EPIC 201170410,1.047,1.15,5.51,0.0,592.2,24.603388613668407,6.798699999999999,0.0349,3648.0,-1.9,0.282,0.287,4.779999999999999
EPIC 201238110 b,EPIC 201238110,1.87,4.16,3.5000000000000004,0.09866000000000001,388.3,4.070109554179137,28.165599999999998,0.102,3587.0,-1.50834,0.374,0.41000000000000003,3.6799999999999997
